,Poem Title,line
0,,
1,,
2,,
3,,
4,,Produced by Paul Marshall and the Online Distributed
5,,Proofreading Team at http://www.pgdp.net (This file was
6,,produced from images generously made available by The
7,,Internet Archive/Million Book Project)
8,,
9,,
10,,
11,,
12,,
13,,Transcriber's Notes:
14,,"Underscores ""_"" before and after a word or phrase indicate _italics_"
15,,in the original text.
16,,"Equals signs ""="" before and after a word or phrase indicate =bold="
17,,in the original text.
18,,Small capitals have been converted to BLOCK capitals.
19,,Antiquated spellings have been preserved.
20,,Typographical errors have been silently corrected but other variations
21,,in spelling and punctuation remain unaltered.
22,,Where double quotes have been repeated at the beginnings of
23,,"consecutive stanzas, they have been omitted for clarity."
24,,
25,CAMBRIDGE ENGLISH CLASSICS,CAMBRIDGE ENGLISH CLASSICS
26,CAMBRIDGE ENGLISH CLASSICS,
27,CAMBRIDGE ENGLISH CLASSICS,Poems by George Crabbe
28,CAMBRIDGE ENGLISH CLASSICS,
29,CAMBRIDGE ENGLISH CLASSICS,
30,CAMBRIDGE ENGLISH CLASSICS,In Three Volumes
31,CAMBRIDGE ENGLISH CLASSICS,
32,CAMBRIDGE ENGLISH CLASSICS,
33,GEORGE CRABBE,GEORGE CRABBE
34,GEORGE CRABBE,"Born, 1754"
35,GEORGE CRABBE,"Died, 1832"
36,GEORGE CRABBE,
37,GEORGE CRABBE,
38,_GEORGE CRABBE_,_GEORGE CRABBE_
39,_GEORGE CRABBE_,
40,_GEORGE CRABBE_,
41,POEMS,POEMS
42,POEMS,
43,POEMS,
44,EDITED BY,EDITED BY
45,ADOLPHUS WILLIAM WARD,ADOLPHUS WILLIAM WARD
46,ADOLPHUS WILLIAM WARD,"Litt.D., Hon. LL.D., F.B.A."
47,ADOLPHUS WILLIAM WARD,Master of Peterhouse
48,ADOLPHUS WILLIAM WARD,
49,ADOLPHUS WILLIAM WARD,[Illustration]
50,ADOLPHUS WILLIAM WARD,
51,ADOLPHUS WILLIAM WARD,Volume II
52,ADOLPHUS WILLIAM WARD,
53,ADOLPHUS WILLIAM WARD,
54,CAMBRIDGE:,CAMBRIDGE:
55,CAMBRIDGE:,at the University Press
56,CAMBRIDGE:,1906
57,CAMBRIDGE:,
58,CAMBRIDGE:,
59,CAMBRIDGE:,
60,CAMBRIDGE:,
61,CAMBRIDGE UNIVERSITY PRESS WAREHOUSE,CAMBRIDGE UNIVERSITY PRESS WAREHOUSE
62,CAMBRIDGE UNIVERSITY PRESS WAREHOUSE,"C. F. CLAY, Manager."
63,CAMBRIDGE UNIVERSITY PRESS WAREHOUSE,"_London:_ FETTER LANE, E.C."
64,CAMBRIDGE UNIVERSITY PRESS WAREHOUSE,"_Glasgow:_ 50, WELLINGTON STREET."
65,CAMBRIDGE UNIVERSITY PRESS WAREHOUSE,
66,CAMBRIDGE UNIVERSITY PRESS WAREHOUSE,[Illustration]
