,Poem Title,line
0,,
1,,
2,,"Transcribed from the 1913 Thomas J. Wise pamphlet by David Price, email"
3,,ccx074@pglaf.org
4,,
5,,
6,,
7,,
8,,
9,ERMELINE,ERMELINE
10,A BALLAD,A BALLAD
11,A BALLAD,
12,A BALLAD,
13,BY,BY
14,GEORGE BORROW,GEORGE BORROW
15,GEORGE BORROW,
16,LONDON:,LONDON:
17,PRINTED FOR PRIVATE CIRCULATION,PRINTED FOR PRIVATE CIRCULATION
18,PRINTED FOR PRIVATE CIRCULATION,
19,PRINTED FOR PRIVATE CIRCULATION,1913
20,PRINTED FOR PRIVATE CIRCULATION,
21,PRINTED FOR PRIVATE CIRCULATION,
22,PRINTED FOR PRIVATE CIRCULATION,
23,PRINTED FOR PRIVATE CIRCULATION,
24,ERMELINE.,ERMELINE.
25,ERMELINE.,
26,ERMELINE.,
27,ERMELINE.,With lance upraised so haughtily
28,ERMELINE.,Sir Thunye rides from Alsey town;
29,ERMELINE.,"On land and main he was, I ween,"
30,ERMELINE.,A daring knight of high renown.
31,ERMELINE.,
32,ERMELINE.,"Sir Thunye rides in good green wood,"
33,ERMELINE.,He fain will chase the nimble hare;
34,ERMELINE.,"And there he meeteth the Dwarf’s daughter,"
35,ERMELINE.,All with her band of maidens fair.
36,ERMELINE.,
37,ERMELINE.,"Sir Thunye rides in good green wood,"
38,ERMELINE.,To chase the nimble hart and hind;
39,ERMELINE.,"And there he meets the Dwarf’s daughter,"
40,ERMELINE.,Beneath the linden bough reclin’d.
41,ERMELINE.,
42,ERMELINE.,"She rested ’neath the linden’s shade,"
43,ERMELINE.,The gold harp in her hand was seen:
44,ERMELINE.,"“O yonder I spy Sir Thunye ride,"
45,ERMELINE.,"I’ll bring him to my feet, I ween."
46,ERMELINE.,
47,ERMELINE.,"“Now sit ye down, my maids so small,"
48,ERMELINE.,And sit you down my little foot boy;
49,ERMELINE.,"For I the Runic note will play,"
50,ERMELINE.,Till field and meadow bloom with joy.”
51,ERMELINE.,
52,ERMELINE.,"Then struck she amain the Runic stroke,"
53,ERMELINE.,"The harp began so sweet to ring,"
54,ERMELINE.,The wild bird on the twig that sat
55,ERMELINE.,Forgot its merry song to sing.
56,ERMELINE.,
57,ERMELINE.,The wild bird on the bough that sat
58,ERMELINE.,Forgot its merry song to sing;
59,ERMELINE.,The wild hart running in the shaw
60,ERMELINE.,Forgot forthwith to leap and spring.
61,ERMELINE.,
62,ERMELINE.,"Then bloomed the mead, the bough burst forth,"
63,ERMELINE.,As wildly rang that Runic strain;
64,ERMELINE.,"Sir Thunye fiercely spurred his steed,"
65,ERMELINE.,"But, ah! to ’scape he strove in vain."
66,ERMELINE.,
67,ERMELINE.,It was the knight Sir Thunye then
68,ERMELINE.,From his good courser bounded he;
69,ERMELINE.,"He went up to the Dwarf’s daughter,"
