,Poem Title,line
0,,
1,,
2,,
3,,
4,,Produced by Donal O'Danachair
5,,
6,,
7,,
8,,
9,,
10,THE POETICAL WORKS OF JOHN MILTON,THE POETICAL WORKS OF JOHN MILTON
11,THE POETICAL WORKS OF JOHN MILTON,
12,THE POETICAL WORKS OF JOHN MILTON,By John Milton
13,THE POETICAL WORKS OF JOHN MILTON,
14,THE POETICAL WORKS OF JOHN MILTON,
15,THE POETICAL WORKS OF JOHN MILTON,Transcriber's Notes:
16,THE POETICAL WORKS OF JOHN MILTON,
17,THE POETICAL WORKS OF JOHN MILTON,This e-text contains all of Milton's poems in English and Italian. Poems
18,THE POETICAL WORKS OF JOHN MILTON,in Latin have been omitted.
19,THE POETICAL WORKS OF JOHN MILTON,
20,THE POETICAL WORKS OF JOHN MILTON,"The original spelling, capitalisation and punctuation have been retained"
21,THE POETICAL WORKS OF JOHN MILTON,as far as possible. Characters not in the ANSI standard set have been
22,THE POETICAL WORKS OF JOHN MILTON,replaced by their nearest equivalent.  The AE & OE digraphs have been
23,THE POETICAL WORKS OF JOHN MILTON,transcribed as two letters.  Accented letters in the Italian poems have
24,THE POETICAL WORKS OF JOHN MILTON,been replaced by the unaccented letter.
25,THE POETICAL WORKS OF JOHN MILTON,
26,THE POETICAL WORKS OF JOHN MILTON,No italics have been retained.
27,THE POETICAL WORKS OF JOHN MILTON,
28,THE POETICAL WORKS OF JOHN MILTON,Footnotes have been moved to the end of the poem to which they refer; in
29,THE POETICAL WORKS OF JOHN MILTON,Paradise Lost and Paradise Regained they have been moved to the end of
30,THE POETICAL WORKS OF JOHN MILTON,the book.
31,THE POETICAL WORKS OF JOHN MILTON,
32,THE POETICAL WORKS OF JOHN MILTON,
33,THE POETICAL WORKS OF JOHN MILTON,
34,THE POETICAL WORKS OF JOHN MILTON,
35,THE POETICAL WORKS OF JOHN MILTON,Contents:
36,THE POETICAL WORKS OF JOHN MILTON,
37,THE POETICAL WORKS OF JOHN MILTON,"PREFACE by the Rev. H. C. Beeching, M. A."
38,THE POETICAL WORKS OF JOHN MILTON,
39,THE STATIONER TO THE READER.,THE STATIONER TO THE READER.
40,THE STATIONER TO THE READER.,
41,MISCELLANEOUS POEMS.,MISCELLANEOUS POEMS.
42,MISCELLANEOUS POEMS.,
43,THE PASSION.,THE PASSION.
44,THE PASSION.,
45,ON TIME.,ON TIME.
46,ON TIME.,
47,UPON THE CIRCUMCISION.,UPON THE CIRCUMCISION.
48,UPON THE CIRCUMCISION.,
49,AT A SOLEMN MUSICK.,AT A SOLEMN MUSICK.
50,AT A SOLEMN MUSICK.,
51,AN EPITAPH ON THE MARCHIONESS OF WINCHESTER.,AN EPITAPH ON THE MARCHIONESS OF WINCHESTER.
52,AN EPITAPH ON THE MARCHIONESS OF WINCHESTER.,
53,SONG ON MAY MORNING.,SONG ON MAY MORNING.
