,Poem Title,line
0,,
1,,
2,,
3,,
4,,Produced by Brownfox and the Online Distributed Proofreading
5,,Team at https://www.pgdp.net (This file was produced from
6,,images generously made available by The Internet Archive)
7,,
8,,
9,,
10,,
11,,
12,,
13,,
14,,
15,,
16,TRANSCRIBERS' NOTES,TRANSCRIBERS' NOTES
17,TRANSCRIBERS' NOTES,
18,TRANSCRIBERS' NOTES,Dialect has been retained. Printer's errors and corrections are
19,TRANSCRIBERS' NOTES,described at the end of the text. Underscores have been used to
20,TRANSCRIBERS' NOTES,mark _italic text_.
21,TRANSCRIBERS' NOTES,
22,TRANSCRIBERS' NOTES,Note that there is an index to the poems at the end of the text.
23,TRANSCRIBERS' NOTES,
24,TRANSCRIBERS' NOTES,
25,TRANSCRIBERS' NOTES,
26,TRANSCRIBERS' NOTES,
27,"AWD ISAAC,","AWD ISAAC,"
28,"AWD ISAAC,",
29,"THE STEEPLE CHASE,","THE STEEPLE CHASE,"
30,"THE STEEPLE CHASE,",
31,AND OTHER,AND OTHER
32,AND OTHER,
33,POEMS;,POEMS;
34,POEMS;,
35,WITH A GLOSSARY OF THE,WITH A GLOSSARY OF THE
36,WITH A GLOSSARY OF THE,
37,YORKSHIRE DIALECT:,YORKSHIRE DIALECT:
38,YORKSHIRE DIALECT:,
39,BY JOHN CASTILLO.,BY JOHN CASTILLO.
40,BY JOHN CASTILLO.,
41,WHITBY:,WHITBY:
42,PUBLISHED BY HORNE & RICHARDSON.,PUBLISHED BY HORNE & RICHARDSON.
43,PUBLISHED BY HORNE & RICHARDSON.,
44,PUBLISHED BY HORNE & RICHARDSON.,1843.
45,PUBLISHED BY HORNE & RICHARDSON.,
46,PUBLISHED BY HORNE & RICHARDSON.,
47,PUBLISHED BY HORNE & RICHARDSON.,
48,PUBLISHED BY HORNE & RICHARDSON.,
49,PREFACE.,PREFACE.
50,PREFACE.,
51,PREFACE.,
52,PREFACE.,"The Author of the following Poems prefixes a ""Preface"" to them, lest he"
53,PREFACE.,"should seem to be wanting in respect to his readers, did he not comply"
54,PREFACE.,"with a custom which is universal. In doing so, however, he would eschew"
55,PREFACE.,"two kinds of Preface, viz: that in which the author arrogates to himself"
56,PREFACE.,"the merit of having produced a work entirely _new_, both in subject, and"
57,PREFACE.,"in manner of expression, and on that score claims the plaudits of his"
58,PREFACE.,friends and the public;--and that in which the author professes to feel
59,PREFACE.,"himself inadequate to the task of composing a book, but at the pressing"
60,PREFACE.,"solicitation of his friends, with great distrust of his abilities for"
61,PREFACE.,"such a work, he yields to their entreaties, and pleads his inability in"
62,PREFACE.,"mitigation of the critic's wrath. With respect to the former, the writer"
63,PREFACE.,of the present volume professes not to offer to his readers any thing
64,PREFACE.,"_new_, either as to matter, or to language; and as to the latter, the"
65,PREFACE.,"following pieces were most of them composed several years ago, at"
