,Poem Title,line
0,,
1,,
2,,
3,,
4,,"Produced by Chuck Greif , MWS, Bryan Ness and the Online"
5,,Distributed Proofreading Team at http://www.pgdp.net (This
6,,file was produced from images generously made available
7,,by The Internet Archive/Canadian Libraries)
8,,
9,,
10,,
11,,
12,,
13,,
14,,
15,,
16,,
17,SALT-WATER BALLADS,SALT-WATER BALLADS
18,SALT-WATER BALLADS,
19,SALT-WATER BALLADS,[Illustration: colophon]
20,SALT-WATER BALLADS,
21,THE MACMILLAN COMPANY,THE MACMILLAN COMPANY
22,THE MACMILLAN COMPANY,
23,NEW YORK · BOSTON · CHICAGO,NEW YORK · BOSTON · CHICAGO
24,NEW YORK · BOSTON · CHICAGO,
25,DALLAS · ATLANTA · SAN FRANCISCO,DALLAS · ATLANTA · SAN FRANCISCO
26,DALLAS · ATLANTA · SAN FRANCISCO,
27,"MACMILLAN & CO., LIMITED","MACMILLAN & CO., LIMITED"
28,"MACMILLAN & CO., LIMITED",
29,LONDON · BOMBAY · CALCUTTA,LONDON · BOMBAY · CALCUTTA
30,LONDON · BOMBAY · CALCUTTA,
31,MELBOURNE,MELBOURNE
32,MELBOURNE,
33,"THE MACMILLAN CO. OF CANADA, LTD.","THE MACMILLAN CO. OF CANADA, LTD."
34,"THE MACMILLAN CO. OF CANADA, LTD.",
35,TORONTO,TORONTO
36,TORONTO,
37,TORONTO,
38,TORONTO,
39,TORONTO,
40,SALT-WATER,SALT-WATER
41,BALLADS,BALLADS
42,BALLADS,
43,BY,BY
44,BY,
45,JOHN MASEFIELD,JOHN MASEFIELD
46,JOHN MASEFIELD,
47,JOHN MASEFIELD,New York
48,THE MACMILLAN COMPANY,THE MACMILLAN COMPANY
49,THE MACMILLAN COMPANY,1915
50,THE MACMILLAN COMPANY,
51,THE MACMILLAN COMPANY,"Set up and electrotyped. Published September, 1913"
52,THE MACMILLAN COMPANY,"Reprinted April, 1915."
53,THE MACMILLAN COMPANY,
54,THE MACMILLAN COMPANY,
55,THE MACMILLAN COMPANY,"Some of this book was written in my boyhood, all of it in my youth; it"
56,THE MACMILLAN COMPANY,"is now re-issued, much as it was when first published nearly eleven"
57,THE MACMILLAN COMPANY,years ago. J. M.
58,THE MACMILLAN COMPANY,
59,THE MACMILLAN COMPANY,_9th June 1913_
60,THE MACMILLAN COMPANY,
61,THE MACMILLAN COMPANY,
62,THE MACMILLAN COMPANY,
63,THE MACMILLAN COMPANY,
64,CONTENTS,CONTENTS
65,CONTENTS,
66,CONTENTS,
67,PAGE,PAGE
68,PAGE,
69,A CONSECRATION,A CONSECRATION
70,A CONSECRATION,
71,A CONSECRATION,_Not of the princes and prelates with periwigged charioteers._    1
72,A CONSECRATION,
73,THE YARN OF THE ‘LOCH ACHRAY’,THE YARN OF THE ‘LOCH ACHRAY’
74,THE YARN OF THE ‘LOCH ACHRAY’,
