,Poem Title,line
0,,
1,,
2,,"Transcribed from the 1885 Kegan Paul, Trench & Co. edition by David"
3,,"Price, email ccx074@pglaf.org"
4,,
5,,[Picture: Book cover]
6,,
7,,[Picture: Man at harpsichord]
8,,
9,,
10,,
11,,
12,,
13,RHYMES A LA MODE,RHYMES A LA MODE
14,RHYMES A LA MODE,
15,RHYMES A LA MODE,
16,BY A. LANG,BY A. LANG
17,BY A. LANG,
18,BY A. LANG,"_Hom_, _c’est une ballade_!"
19,VADIUS,VADIUS
20,VADIUS,
21,VADIUS,"[Picture: Decorative graphic: Arbor Scientiæ, Arbor Vitæ]"
22,VADIUS,
23,LONDON,LONDON
24,"_KEGAN PAUL_, _TRENCH & CO_","_KEGAN PAUL_, _TRENCH & CO_"
25,MDCCCLXXXV,MDCCCLXXXV
26,MDCCCLXXXV,
27,MDCCCLXXXV,* * * * *
28,MDCCCLXXXV,
29,MDCCCLXXXV,"Many of these verses have appeared in periodicals, English or American,"
30,MDCCCLXXXV,and some were published in an American collection called _Ballades and
31,MDCCCLXXXV,Verses Vain_.  None of them have previously been put forth in book form
32,MDCCCLXXXV,in England.  The _Rondeaux of the Galleries_ were published in the
33,MDCCCLXXXV,"_Magazine of Art_, and are reprinted by permission of Messrs. Cassell and"
34,MDCCCLXXXV,Co. (Limited).
35,MDCCCLXXXV,
36,MDCCCLXXXV,
37,MDCCCLXXXV,
38,MDCCCLXXXV,
39,CONTENTS.,CONTENTS.
40,CONTENTS.,
41,PAGE,PAGE
42,PAGE,BALLADE DEDICATORY                                            vii
43,THE FORTUNATE ISLANDS                                           3,THE FORTUNATE ISLANDS                                           3
44,THE NEW MILLENIUM                                              13,THE NEW MILLENIUM                                              13
45,ALMAE MATRES                                                   23,ALMAE MATRES                                                   23
46,DESIDERIUM                                                     27,DESIDERIUM                                                     27
47,RHYMES A LA MODE                                               29,RHYMES A LA MODE                                               29
48,RHYMES A LA MODE                                               29,Ballade of Middle Age                          31
49,RHYMES A LA MODE                                               29,The Last Cast                                  33
50,RHYMES A LA MODE                                               29,Twilight                                       37
51,RHYMES A LA MODE                                               29,Ballade of Summer                              39
52,RHYMES A LA MODE                                               29,Ballade of Christmas Ghosts                    41
53,RHYMES A LA MODE                                               29,Love’s Easter                                  42
54,RHYMES A LA MODE                                               29,Ballade of the Girton Girl                     43
55,RHYMES A LA MODE                                               29,Ronsard’s Grave                                45
56,RHYMES A LA MODE                                               29,San Terenzo                                    48
57,RHYMES A LA MODE                                               29,Romance                                        50
58,RHYMES A LA MODE                                               29,Ballade of his own Country                     52
59,RHYMES A LA MODE                                               29,Villanelle                                     55
60,RHYMES A LA MODE                                               29,Triolets after Moschus                         57
61,RHYMES A LA MODE                                               29,Ballade of Cricket                             59
62,RHYMES A LA MODE                                               29,The Last Maying                                61
