,Poem Title,line
0,,
1,,
2,,
3,,
4,,Produced by David Reed
5,,
6,,
7,,
8,,
9,,
10,,
11,THE WORKS OF RUDYARD KIPLING: ONE VOLUME EDITION,THE WORKS OF RUDYARD KIPLING: ONE VOLUME EDITION
12,THE WORKS OF RUDYARD KIPLING: ONE VOLUME EDITION,
13,THE WORKS OF RUDYARD KIPLING: ONE VOLUME EDITION,By Rudyard Kipling
14,THE WORKS OF RUDYARD KIPLING: ONE VOLUME EDITION,
15,THE WORKS OF RUDYARD KIPLING: ONE VOLUME EDITION,
16,THE WORKS OF RUDYARD KIPLING: ONE VOLUME EDITION,
17,THE WORKS OF RUDYARD KIPLING: ONE VOLUME EDITION,
18,CONTENTS,CONTENTS
19,CONTENTS,
20,CONTENTS,
21,VOLUME I DEPARTMENTAL DITTIES AND OTHER VERSES,VOLUME I DEPARTMENTAL DITTIES AND OTHER VERSES
22,VOLUME I DEPARTMENTAL DITTIES AND OTHER VERSES,
23,DEPARTMENTAL DITTIES,DEPARTMENTAL DITTIES
24,DEPARTMENTAL DITTIES,
25,DEPARTMENTAL DITTIES,Prelude
26,DEPARTMENTAL DITTIES,General Summary
27,DEPARTMENTAL DITTIES,Army Headquarters
28,DEPARTMENTAL DITTIES,"Study of an Elevation, in Indian Ink"
29,DEPARTMENTAL DITTIES,A Legend of the Foreign Office
30,DEPARTMENTAL DITTIES,The Story of Uriah
31,DEPARTMENTAL DITTIES,The Post that Fitted
32,DEPARTMENTAL DITTIES,Public Waste
33,DEPARTMENTAL DITTIES,Delilah
34,DEPARTMENTAL DITTIES,What Happened
35,DEPARTMENTAL DITTIES,Pink Dominoes
36,DEPARTMENTAL DITTIES,The Man Who Could Write
37,DEPARTMENTAL DITTIES,Municipal
38,DEPARTMENTAL DITTIES,A Code of Morals
39,DEPARTMENTAL DITTIES,The Last Department
40,DEPARTMENTAL DITTIES,
41,OTHER VERSES,OTHER VERSES
42,OTHER VERSES,Recessional
43,OTHER VERSES,The Vampire
44,OTHER VERSES,To the Unknown Goddess
45,OTHER VERSES,The Rubaiyat of Omar Kal'vin
46,OTHER VERSES,La Nuit Blanche
47,OTHER VERSES,My Rival
48,OTHER VERSES,The Lovers' Litany
49,OTHER VERSES,A Ballad of Burial
50,OTHER VERSES,Divided Destinies
51,OTHER VERSES,The Masque of Plenty
52,OTHER VERSES,The Mare's Nest
53,OTHER VERSES,Possibilities
54,OTHER VERSES,Christmas in India
55,OTHER VERSES,"Pagett, M. P."
56,OTHER VERSES,The Song of the Women
57,OTHER VERSES,A Ballad of Jakko Hill
58,OTHER VERSES,The Plea of the Simla Dancers
59,OTHER VERSES,Ballad of Fisher's Boarding-House
60,OTHER VERSES,"""As the Bell Clinks"""
61,OTHER VERSES,An Old Song
62,OTHER VERSES,Certain Maxims of Hafiz
