,Poem Title,line
0,,
1,,
2,,"Transcribed from the 1892 David Nutt edition by David Price, email"
3,,ccx074@pglaf.org
4,,
5,,
6,,
7,,
8,,
9,THE SONG,THE SONG
10,OF THE SWORD,OF THE SWORD
11,AND OTHER VERSES,AND OTHER VERSES
12,AND OTHER VERSES,
13,AND OTHER VERSES,
14,BY,BY
15,BY,
16,W. E. HENLEY,W. E. HENLEY
17,W. E. HENLEY,
18,LONDON,LONDON
19,LONDON,Published by DAVID NUTT
20,LONDON,in the Strand
21,LONDON,1892
22,LONDON,
23,LONDON,To R. T. Hamilton-Bruce
24,LONDON,
25,LONDON,"_Edinburgh_, _Mar._ 17, 1892"
26,LONDON,
27,LONDON,"_With three exceptions_, _these numbers have appeared in_ '_The National"
28,LONDON,"Observer_,' _by permission of whose proprietors they are here reprinted_."
29,LONDON,
30,LONDON,
31,LONDON,
32,LONDON,
33,THE SONG OF THE SWORD,THE SONG OF THE SWORD
34,THE SONG OF THE SWORD,(To Rudyard Kipling)
35,THE SONG OF THE SWORD,
36,THE SONG OF THE SWORD,
37,THE SONG OF THE SWORD,_The Sword_
38,THE SONG OF THE SWORD,_Singing_--
39,THE SONG OF THE SWORD,_The voice of the Sword from the heart of the Sword_
40,THE SONG OF THE SWORD,_Clanging imperious_
41,THE SONG OF THE SWORD,_Forth from Time's battlements_
42,THE SONG OF THE SWORD,_His ancient and triumphing Song_.
43,THE SONG OF THE SWORD,
44,THE SONG OF THE SWORD,"In the beginning,"
45,THE SONG OF THE SWORD,Ere God inspired Himself
46,THE SONG OF THE SWORD,Into the clay thing
47,THE SONG OF THE SWORD,"Thumbed to His image,"
48,THE SONG OF THE SWORD,"The vacant, the naked shell"
49,THE SONG OF THE SWORD,Soon to be Man:
50,THE SONG OF THE SWORD,"Thoughtful He pondered it,"
51,THE SONG OF THE SWORD,"Prone there and impotent,"
52,THE SONG OF THE SWORD,"Fragile, inviting"
53,THE SONG OF THE SWORD,Attack and discomfiture:
54,THE SONG OF THE SWORD,"Then, with a smile--"
55,THE SONG OF THE SWORD,As He heard in the Thunder
56,THE SONG OF THE SWORD,That laughed over Eden
57,THE SONG OF THE SWORD,"The voice of the Trumpet,"
58,THE SONG OF THE SWORD,"The iron Beneficence,"
59,THE SONG OF THE SWORD,Calling His dooms
60,THE SONG OF THE SWORD,To the Winds of the world--
61,THE SONG OF THE SWORD,"Stooping, He drew"
62,THE SONG OF THE SWORD,On the sand with His finger
63,THE SONG OF THE SWORD,A shape for a sign
64,THE SONG OF THE SWORD,Of His way to the eyes
65,THE SONG OF THE SWORD,"That in wonder should waken,"
66,THE SONG OF THE SWORD,For a proof of His will
67,THE SONG OF THE SWORD,To the breaking intelligence:
68,THE SONG OF THE SWORD,That was the birth of me:
69,THE SONG OF THE SWORD,I am the Sword.
70,THE SONG OF THE SWORD,
