,Poem Title,line
42,BY THE MACMILLAN COMPANY.,o ciel toute la chine est par terre en morceaux
43,BY THE MACMILLAN COMPANY.,ce vase pâle et doux comme un reflet des eaux
45,BY THE MACMILLAN COMPANY.,de ce vague idéal qui sort du bleu des songes
47,BY THE MACMILLAN COMPANY.,gardant sur lui le clair de lune en plein midi
49,BY THE MACMILLAN COMPANY.,qui semblait presque un monstre et semblait presque une âme
66,PREFACE,it is a perilous adventurethe writing of a preface however brief to
67,PREFACE,ones own poems for one may be tempted to restate matters that could
68,PREFACE,find their full elucidation only in the verses themselves tennyson once
69,PREFACE,remarked that poetry is like shot silk glancing with many colours and
70,PREFACE,any attempt to define its meanings is as great a mistake as the attempt
72,PREFACE,its logical nutshells through poetry alone whether of deeds or words
73,PREFACE,thought or colour passion or marble is it possible to approach the
81,PREFACE,but this revelation is the sole end and object of all true art and i
82,PREFACE,hope it may not be thought presumptuous to say here simply
83,PREFACE,thatwhether the attempt be a success or a failureit was especially
84,PREFACE,my own aim in the two following poems if the feet of childhood are set
85,PREFACE,dancing in them it was because as children we are best able to enter
86,PREFACE,into that kingdom of dreams which is also the only true the only real
87,PREFACE,kingdom the first tale for instance must not be taken to have any
88,PREFACE,real relation to japan it belongsas the _spectator_ put itto the
89,PREFACE,kind of dreamland which an imaginative child might construct out of the
90,PREFACE,oddities of a willowpattern plate and it differs chiefly from
91,PREFACE,wonderlands of the lewis carrol type in a certain seriousness behind its
92,PREFACE,fantasy it is astonishing to me that these things require comment but
93,PREFACE,undoubtedly they do for on the one hand the first tale has been
94,PREFACE,praised enthusiastically as a vivid picture of japan and the author has
95,PREFACE,not only had to correspond with tokyo on the subject but was also
96,PREFACE,invited to meetings of the japan society in london on the other hand
97,PREFACE,because the childvoices are allowed to declare that tusitala lies
98,PREFACE,asleep in that distant country of dreams a prosaic english critic once
99,PREFACE,wrote a lengthy review in an important paper to point out my gross
100,PREFACE,ignorance of the fact that stevenson was really buried in samoa the
101,PREFACE,tales are such stuff as dreams are made on butas a kinder critic
102,PREFACE,has remarkedwe ourselves are made of that stuff it is perhaps
103,PREFACE,because these poems are almost light enough for a nonsensebook that i
104,PREFACE,feel there is something in them more elemental more essential more
106,PREFACE,poem i could write they are based on the fundamental and very simple
107,PREFACE,mystery of the universethat anything even a grain of sand should
108,PREFACE,exist at all if we could understand that we could understand
109,PREFACE,everything set clear of all irrelevancies that is the simple problem
110,PREFACE,that has been puzzling all the ages and it is well sometimes to forget
111,PREFACE,our accumulated knowledge and return to it in all its childish
