,Poem Title,line
0,,
1,,
2,,
3,,
4,,"Produced by Larry B. Harrison, Chuck Greif and the Online"
5,,Distributed Proofreading Team at http://www.pgdp.net (This
6,,file was produced from images generously made available
7,,by The Internet Archive)
8,,
9,,
10,,
11,,
12,,
13,,
14,,
15,,
16,,
17,,
18,,
19,,[Illustration: S. C. MERCER]
20,,
21,,
22,,
23,,
24,POEMS,POEMS
25,POEMS,
26,BY,BY
27,BY,
28,S. C. MERCER,S. C. MERCER
29,S. C. MERCER,
30,S. C. MERCER,[Illustration: text decoration]
31,S. C. MERCER,
32,S. C. MERCER,"Tu ne cede malis, sed contra audentior ito"
33,S. C. MERCER,--_Virgil_
34,S. C. MERCER,
35,S. C. MERCER,[Illustration: text decoration]
36,S. C. MERCER,
37,LOUISVILLE,LOUISVILLE
38,JOHN P. MORTON & COMPANY,JOHN P. MORTON & COMPANY
39,INCORPORATED,INCORPORATED
40,INCORPORATED,1908
41,INCORPORATED,
42,INCORPORATED,
43,INCORPORATED,
44,INCORPORATED,
45,INCORPORATED,"Copyright, 1908,"
46,BY,BY
47,S. C. MERCER,S. C. MERCER
48,S. C. MERCER,
49,S. C. MERCER,
50,S. C. MERCER,
51,S. C. MERCER,
52,FOREWORD.,FOREWORD.
53,FOREWORD.,
54,FOREWORD.,
55,FOREWORD.,The poems here collected are in the main reprints of pieces that
56,FOREWORD.,"originally appeared in various newspapers and periodicals, beginning"
57,FOREWORD.,with the Louisville Journal in the late ’50s. This newspaper was at that
58,FOREWORD.,"time edited by the brilliant George D. Prentice, my personal friend, who"
59,FOREWORD.,a few years after I had left college offered me the assistant editorship
60,FOREWORD.,of his paper. The imperative duty which at that time I owed to others
61,FOREWORD.,"forced me to decline this offer, although for many years I wrote"
62,FOREWORD.,editorials and verses for this then powerful and widely read journal.
63,FOREWORD.,Many of the poems here collected have appeared in the columns of the
64,FOREWORD.,"Louisville daily papers and have been copied in other journals, North"
65,FOREWORD.,"and South, and in poetic collections. Others were first printed in the"
66,FOREWORD.,"Nashville Press and Times, of which I was editor during my two terms as"
67,FOREWORD.,"Public Printer of Tennessee, during the administrations of Military"
68,FOREWORD.,Governor Andrew Johnson and of Governor Brownlow in the days of
69,FOREWORD.,Reconstruction.
70,FOREWORD.,
71,FOREWORD.,It will be noticed that the partisan poems breathe the spirit of the
72,FOREWORD.,times in which they were written--the stormy ’60s--but I have not
73,FOREWORD.,"thought it wise to change their tone, they being now only the record of"
74,FOREWORD.,a long-since departed day. There has been some controversy as to the
75,FOREWORD.,"authorship of the poem “The Angel of the Hospital,” owing to a"
76,FOREWORD.,manuscript copy of this poem being found on the body of a young
77,FOREWORD.,"Confederate officer killed in one of the battles in Georgia, and from"
78,FOREWORD.,which the poem was reprinted in many of the Southern newspapers. I had
79,FOREWORD.,"previously, however, printed it in the Louisville Journal, and as"
