,Poem Title,line
0,,
1,,
2,,"E-text prepared by Barbara Tozier, Stephanie McKee, Bill Tozier, and the"
3,,Online Distributed Proofreading Team (http://www.pgdp.net)
4,,
5,,
6,,
7,,Note: Project Gutenberg also has an HTML version of this
8,,file which includes the original illustration.
9,,See 34762-h.htm or 34762-h.zip:
10,,(https://www.gutenberg.org/cache/epub/34762/pg34762-images.html)
11,,or
12,,(https://www.gutenberg.org/files/34762/34762-h.zip)
13,,
14,,
15,,Transcriber's note:
16,,
17,,"In many places, this work contains asterisks within words"
18,,(as a form of censorship?) or to represent missing fragments
19,,"of text. These asterisks, while they appear clumsy, are"
20,,preserved in order to avoid changing the meaning of the
21,,"text. Because of the prevalence of asterisks in the work,"
22,,thought breaks are denoted by strings of dashes instead of
23,,the standard strings of asterisks.
24,,
25,,Text surrounded by underscores is italicized in the original
26,,work.
27,,
28,,"The string [oe] is used to refer to the oe ligature, which"
29,,is not available in this character set.
30,,
31,,
32,,
33,,
34,,
35,FANNY,FANNY
36,WITH,WITH
37,OTHER POEMS.,OTHER POEMS.
38,OTHER POEMS.,
39,OTHER POEMS.,
40,OTHER POEMS.,[Illustration: WEEHAWKEN.]
41,OTHER POEMS.,
42,OTHER POEMS.,
43,OTHER POEMS.,
44,OTHER POEMS.,
45,OTHER POEMS.,
46,OTHER POEMS.,
47,OTHER POEMS.,New-York
48,OTHER POEMS.,Harper & Brothers
49,OTHER POEMS.,
50,OTHER POEMS.,
51,OTHER POEMS.,
52,OTHER POEMS.,
53,"FANNY,","FANNY,"
54,"FANNY,",
55,"FANNY,",
56,"FANNY,","""A fairy vision"
57,"FANNY,","Of some gay creatures of the element,"
58,"FANNY,","That in the colours of the rainbow live,"
59,"FANNY,","And play in the plighted clouds."""
60,"FANNY,",
61,MILTON.,MILTON.
62,MILTON.,
63,MILTON.,
64,MILTON.,
65,FROM THE EDITION OF 1821.,FROM THE EDITION OF 1821.
66,FROM THE EDITION OF 1821.,
67,FROM THE EDITION OF 1821.,F. G. Halleck.
68,FROM THE EDITION OF 1821.,
69,FROM THE EDITION OF 1821.,New-York:
70,FROM THE EDITION OF 1821.,"Harper & Brothers, 82 Cliff Street"
71,FROM THE EDITION OF 1821.,1846.
72,FROM THE EDITION OF 1821.,
73,FROM THE EDITION OF 1821.,"Entered, according to Act of Congress, in the year 1839, by"
74,FROM THE EDITION OF 1821.,"Harper & Brothers,"
75,FROM THE EDITION OF 1821.,in the Clerk's Office of the Southern District of New-York.
76,FROM THE EDITION OF 1821.,
77,FROM THE EDITION OF 1821.,
78,FROM THE EDITION OF 1821.,
79,FROM THE EDITION OF 1821.,
80,CONTENTS.,CONTENTS.
81,CONTENTS.,
82,CONTENTS.,
83,PAGE,PAGE
84,PAGE,Fanny ...........................................5
85,PAGE,The Recorder ...................................73
86,PAGE,
