,Poem Title,line
0,,
1,,
2,,
3,,
4,,
5,,Etext scanned by Jim Tinsley <jtinsley@pobox.com>
6,,
7,,
8,,
9,,
10,,
11,POEMS,POEMS
12,POEMS,
13,POEMS,by EMILY DICKINSON
14,POEMS,
15,POEMS,Series One
16,POEMS,
17,POEMS,
18,POEMS,
19,POEMS,
20,POEMS,Edited by two of her friends
21,POEMS,
22,POEMS,MABEL LOOMIS TODD and T.W.HIGGINSON
23,POEMS,
24,POEMS,
25,POEMS,
26,POEMS,
27,PREFACE.,PREFACE.
28,PREFACE.,
29,PREFACE.,THE verses of Emily Dickinson belong emphatically to what Emerson
30,PREFACE.,"long since called ""the Poetry of the Portfolio,""--something produced"
31,PREFACE.,"absolutely without the thought of publication, and solely by way of"
32,PREFACE.,expression of the writer's own mind. Such verse must inevitably
33,PREFACE.,forfeit whatever advantage lies in the discipline of public criticism
34,PREFACE.,"and the enforced conformity to accepted ways. On the other hand, it"
35,PREFACE.,may often gain something through the habit of freedom and the
36,PREFACE.,unconventional utterance of daring thoughts. In the case of the
37,PREFACE.,"present author, there was absolutely no choice in the matter; she"
38,PREFACE.,"must write thus, or not at all. A recluse by temperament and habit,"
39,PREFACE.,literally spending years without setting her foot beyond the
40,PREFACE.,"doorstep, and many more years during which her walks were strictly"
41,PREFACE.,"limited to her father's grounds, she habitually concealed her mind,"
42,PREFACE.,"like her person, from all but a very few friends; and it was with"
43,PREFACE.,"great difficulty that she was persuaded to print, during her"
44,PREFACE.,"lifetime, three or four poems.  Yet she wrote verses in great"
45,PREFACE.,abundance; and though brought curiously indifferent to all
46,PREFACE.,"conventional rules, had yet a rigorous literary standard of her own,"
47,PREFACE.,and often altered a word many times to suit an ear which had its own
48,PREFACE.,tenacious fastidiousness.
49,PREFACE.,
50,PREFACE.,"Miss Dickinson was born in Amherst, Mass., Dec. 10, 1830, and died"
51,PREFACE.,"there May 15, 1886. Her father, Hon. Edward Dickinson, was the"
52,PREFACE.,"leading lawyer of Amherst, and was treasurer of the well-known"
53,PREFACE.,college there situated. It was his custom once a year to hold a large
54,PREFACE.,"reception at his house, attended by all the families connected with"
55,PREFACE.,the institution and by the leading people of the town. On these
56,PREFACE.,occasions his daughter Emily emerged from her wonted retirement and
57,PREFACE.,did her part as gracious hostess; nor would any one have known from
58,PREFACE.,"her manner, I have been told, that this was not a daily occurrence."
59,PREFACE.,"The annual occasion once past, she withdrew again into her seclusion,"
60,PREFACE.,and except for a very few friends was as invisible to the world as if
61,PREFACE.,"she had dwelt in a nunnery.  For myself, although I had corresponded"
62,PREFACE.,"with her for many years, I saw her but twice face to face, and"
63,PREFACE.,brought away the impression of something as unique and remote as
64,PREFACE.,Undine or Mignon or Thekla.
65,PREFACE.,
66,PREFACE.,This selection from her poems is published to meet the desire of her
67,PREFACE.,"personal friends, and especially of her surviving sister. It is"
