,Poem Title,line
0,,
1,,
2,,
3,,
4,,Produced by David Widger
5,,
6,,
7,,
8,,
9,,
10,THE POETICAL WORKS,THE POETICAL WORKS
11,THE POETICAL WORKS,
12,OF,OF
13,OF,
14,OLIVER WENDELL HOLMES,OLIVER WENDELL HOLMES
15,OLIVER WENDELL HOLMES,
16,OLIVER WENDELL HOLMES,[1893 three volume set]
17,OLIVER WENDELL HOLMES,
18,OLIVER WENDELL HOLMES,
19,OLIVER WENDELL HOLMES,
20,CONTENTS:,CONTENTS:
21,CONTENTS:,
22,TO MY READERS,TO MY READERS
23,TO MY READERS,
24,EARLIER POEMS (1830-1836).,EARLIER POEMS (1830-1836).
25,OLD IRONSIDES,OLD IRONSIDES
26,THE LAST LEAF,THE LAST LEAF
27,THE CAMBRIDGE CHURCHYARD,THE CAMBRIDGE CHURCHYARD
28,TO AN INSECT,TO AN INSECT
29,THE DILEMMA,THE DILEMMA
30,MY AUNT,MY AUNT
31,REFLECTIONS OF A PROUD PEDESTRIAN,REFLECTIONS OF A PROUD PEDESTRIAN
32,"DAILY TRIALS, BY A SENSITIVE MAN","DAILY TRIALS, BY A SENSITIVE MAN"
33,"EVENING, BY A TAILOR","EVENING, BY A TAILOR"
34,THE DORCHESTER GIANT,THE DORCHESTER GIANT
35,"TO THE PORTRAIT OF ""A LADY""","TO THE PORTRAIT OF ""A LADY"""
36,THE COMET,THE COMET
37,THE COMET,THE Music-GRINDERS
38,THE TREADMILL SONG,THE TREADMILL SONG
39,THE SEPTEMBER GALE,THE SEPTEMBER GALE
40,THE HEIGHT OF THE RIDICULOUS,THE HEIGHT OF THE RIDICULOUS
41,THE LAST READER,THE LAST READER
42,POETRY: A METRICAL ESSAY,POETRY: A METRICAL ESSAY
43,POETRY: A METRICAL ESSAY,
44,ADDITIONAL POEMS (1837-1848):,ADDITIONAL POEMS (1837-1848):
45,THE PILGRIM'S VISION,THE PILGRIM'S VISION
46,THE STEAMBOAT,THE STEAMBOAT
47,LEXINGTON,LEXINGTON
48,ON LENDING A PUNCH BOWL,ON LENDING A PUNCH BOWL
49,"A SONG FOR THE CENTENNIAL CELEBRATION OF HARVARD COLLEGE,","A SONG FOR THE CENTENNIAL CELEBRATION OF HARVARD COLLEGE,"
50,THE ISLAND HUNTING-SONG,THE ISLAND HUNTING-SONG
51,DEPARTED DAYS,DEPARTED DAYS
52,THE ONLY DAUGHTER,THE ONLY DAUGHTER
53,SONG WRITTEN FOR THE DINNER GIVEN TO CHARLES,SONG WRITTEN FOR THE DINNER GIVEN TO CHARLES
54,"DICKENS, BY THE YOUNG MEN OF BOSTON, FEBRUARY 1, 1842","DICKENS, BY THE YOUNG MEN OF BOSTON, FEBRUARY 1, 1842"
55,LINES RECITED AT THE BERKSHIRE JUBILEE,LINES RECITED AT THE BERKSHIRE JUBILEE
