,Poem Title,Stanza
7,ISBN #: 0-9729587-0-3,"Published by: Fox Print Books 137 Emery Street Portland, ME 04102 "
9,ISBN #: 0-9729587-0-3,"Some of these poems first appeared in: Poetry East-West, The Maine Sunday Telegram, The Maine Times, Nostoc, Backwoods Broadsides, H.O.M.E., Headcheese, Chants, Backwoods Broadsides Chaplet Series, Café Review, and To Keep You Company. "
11,J.M.W.,"I had a book of Chinese and Japanese poems that I gave to a friend on the west coast. It was a very small book with a yellow cover, stapled together. No adornments. Just the poems, alive after hundreds of years. J.M.W. "
13,J.M.W.,"Without haste, gathering scrape of the trowel, slap of cement, reaching for a block, setting and tapping it level, turning with the wheelbarrow, graceful, sweating, freed of every moment. "
16,J.M.W.,"Even if somebody did steal my battery, generator, oil cap, visegrips last night, I passed the test to be a taxi driver, and even if I don't have the money to buy a _Charley's Taxi_ shirt, congratulations to me. I'll figure something out. I'll have coffee in _Everybody's Bake Shop; _ I'll write Varve and Finn, tell them I love them, tell them sweet Hawaii going to be our new home. "
23,J.M.W.,"Handsome Rob. Half the women hate you; the other half will give you anything. Deep in Nam: your buddy shot, tracheotomy. ""He died happy,"" you told me, ""he believed I was going to save him."" Perhaps he knew he would lie in your arms forever. "
25,J.M.W.,"Listening to Schubert while Great-Aunt Hannah embroiders on the wall, and darkness closes-- what have we come to? We've gone wrong, too big to find our way by song, light falling on a face and handkerchief, illumination in the manner of Rembrandt. "
27,J.M.W.,"Little Blue Heron, young, still white, by the north causeway bridge-- stick legs, too thin for the swelling body, the visual weight of feathers, stepping slowly in shallow water, long toes trailing limply, then extending, three splayed forward, one back. Brilliant neck curving, poised. Dagger beak the same gray as legs and toes. Why is nature beautiful? The lust for pattern, Peter said. The heron's head rose and twisted, circular eye, light brown, orange rimmed, ancient intelligence asking a different question. I was unmoving, not dangerous. The heron turned to hunt, brush, a cloud above the river. "
30,J.M.W.,Dolphins surge up and under. Mozart's soprano stitches the heart together. Washes for a watercolor. 
31,J.M.W.,"An ant crosses my foot. Wallace Klitgaard; _Epitome of Splendor_-- ants, sun, one's lot. He typed it himself, showed it to me on the bus 38 years ago. He was grinning, the glad no age that we become, bent to making clumsy prayer. "
33,J.M.W.,"Early mist breaking on low tide, mud smell. Ducks, the small birds, the rooster down the road begin to sing the air, the light, the whole enormous chance "
34,J.M.W.,"grateful as the old people reclaiming Pauahi Street, seeing each other in doorways after the night. "
36,J.M.W.,In 1948 I walked all the way to 14th Street to buy a bow and arrow. It was 30 cents; I had 29. 
37,J.M.W.,The woman sold it to me anyway and I was free and happy on Sixth Avenue as any Indian. 
38,J.M.W.,"If I could find her tonight, I would keep death far away. "
40,J.M.W.,"Why cannot blue be enough? Light in the sky, dark in the sea, the shades between. The green of fields, red clover, buttercups. Bridal white of apple blossoms, burial earth, hawk's feather, snakeskin. Monarchs, Anita, feeding on purple aster, fluttering up, sun glowing orange, brown, bronze through black edged wings, twenty joining twenty joining a hundred, down, up, over, from color to color to Mexico. "
41,J.M.W.,"Clouds booming over the washed woods, blue sun, Finn eats chop suey from a pot while I shave. Six months to dismantle the dead rooms of a marriage, down to a borrowed tent, patches of snow, and invisibly, all around us, sap rising in its own sweet time. "
44,J.M.W.,"Icons, coal mines, Ten Mile Creek, the Monongahela, a long way to this house by the Kennebec, sitting erect, brushing your hair, fire and peace in your cheeks, preparing for the further steppes of feeling. "
