,Poem Title,Stanza
6,TO MAURICE HEWLETT,"HEWLETT! as ship to ship Let us the ensign dip. There may be who despise For dross our merchandise, Our balladries, our bales Of woven tales; Yet, Hewlett, the glad gales Favonian! And what spray Our dolphins toss'd in play, Full in old Triton's beard, on Iris' shimmering veils! "
7,TO MAURICE HEWLETT,"Scant tho' the freight of gold Commercial in our hold, Pæstum, Eridanus Perchance have barter'd us 'Bove chrematistic care "
9,IN HER DAUGHTER'S EYES,"THE VIGIL OF VENUS PERVIGILIUM VENERIS THE REGENT--A DRAMA IN ONE ACT POEMS EXMOOR VERSES VASHTI'S SONG SATURN DERELICTION TWO FOLK SONGS THE SOLDIER THE MARINE MARY LESLIE JENIFER'S LOVE TWO DUETS THE STATUES AND THE TEAR NUPTIAL NIGHT HESPERUS CHANT ROYAL OF HIGH VIRTUE ENVOY CORONATION HYMN THREE MEN OF TRURO ALMA MATER CHRISTMAS EVE THE ROOT TO A FRIEND WHO SENT ME A BOX OF VIOLETS OF THREE CHILDREN CHOOSING A CHAPLET OF VERSE EPILOGUE: TO A MOTHER, ON SEEING HER SMILE REPEATED IN HER DAUGHTER'S EYES "
11,THE VIGIL OF VENUS,"The _Pervigilium Veneris_--of unknown authorship, but clearly belonging to the late literature of the Roman Empire--has survived in two MSS., both preserved at Paris in the _Bibliothèque Nationale_. "
12,THE VIGIL OF VENUS,"Of these two MSS. the better written may be assigned (at earliest) to the close of the seventh century; the other (again at earliest) to the close of the ninth. Both are corrupt; the work of two illiterate copyists who--strange to say--were both smatterers enough to betray their little knowledge by converting _Pervigilium_ into _Per Virgilium_ (_scilicet_, ""by Virgil""): thus helping us to follow the process of thought by which the Middle Ages turned Virgil into a wizard. Here and there the texts become quite silly, separately or in consent; and just where they agree in the most surprising way--_i.e._ in the arrangement of the lines--the conjectural emendator is invited to do his worst by a note at the head of the older Codex, ""Sunt vero versus xxii""--""There are rightly twenty-two lines."" "
13,THE VIGIL OF VENUS,"This has started much ingenious guess-work. But no really convincing rearrangement has been achieved as yet; and I have been content to take the text pretty well as it stands, with a few corrections upon which most scholars agree. With a poem of ""paratactic structure"" the best of us may easily go astray by transposing lines, or blocks of lines, to correspond with _our_ sequence of thought; and I shall be content if, following the only texts to which appeal can be made,[1] my translation be generally intelligible. "
14,THE VIGIL OF VENUS,"It runs pretty closely, line for line, with the original; because one may love and emulate classical terseness even while despairing to rival it. But it does not attempt to be literal; for even were it worth doing, I doubt if it be possible for anyone in our day to hit precisely the note intended by an author or heard by a reader in the eighth century. Men change subtly as nations succeed to nations, religions to religions, philosophies to philosophies; and it is a property of immortal poetry to shift its appeal. It does not live by continuing to mean the some thing. It grows as we grow. We smile, for instance, when some interlocutor in a dialogue of Plato takes a line from the _Iliad_ and applies it seriously _au pied de la lettre_. We can hardly conceive what the great line conveyed to him; but it may mean something equally serious to us, though in a different way. "
15,THE VIGIL OF VENUS,"[1] Facsimiles of the two Codices can be studied in a careful edition of the _Pervigilum_ by Mr Cecil Clementi, published by Mr B.H. Blackwell of Oxford, 1911. "
17,PERVIGILIUM VENERIS,"_Cras amet qui nunquam amavit; quique amavit cras amet_. Ver novum, ver jam canorurn, vere natus orbis est; Vere concordant amores, vere nubunt alites, Et nemus comam resolvit de maritis imbribus. Cras amorum copulatrix inter umbras arborum     5 Inplicat casas virentes de flagello myrteo: Cras Dione jura dicit fulta sublimi throno. _Cras amet qui nunquam amavit; quique amavit cras amet_. "
18,PERVIGILIUM VENERIS,"_To-morrow--What news of to-morrow? Now learn ye to love who loved never--now ye who have loved, love anew_! It is Spring, it is chorussing Spring; 'tis the birthday of Earth, and for you! It is Spring; and the Loves and the birds wing together and woo to accord Where the bough to the rain has unbraided her locks as a bride to her lord. For she walks--she our Lady, our Mistress of Wedlock--the woodlands atween,     5 And the bride-bed she weaves them, with myrtle enlacing, with curtains of green. Look aloft! list the law of Dione, sublime and enthroned in the blue: _Now learn ye to love who loved never--now ye who have loved, love anew_! "
