,Poem Title,Stanza
10,H. BELLINGHAM SMITH,"All round the year the changing suns and rains Beat on men's work--to wreck and to decay-- But nature builds more perfectly than they, Her changing unchanged sea resists, remains. "
11,H. BELLINGHAM SMITH,"All round the year new flowers spring up to shew How gloriously life is more strong than death; And in our hearts are seeds of love and faith, Ah, sun and showers, be kind, and let them grow. "
15,RESURGAM.,"Swift pass the hours, or lengthened by our hearts Uncertain measurement of time, And when we dream the year has just awoke, We wake to find her in her prime. "
16,RESURGAM.,"We sadden with the dying Autumn leaves, Yet falling seeds their promise bring; Through long dark Winter days we only wait A resurrection in the coming Spring. "
17,RESURGAM.,"Within each hour the precious minutes lie Like seeds awaiting Spring's first breath, God's harvest-time shall show us if they bear The flowers of life or death. "
21,RESURGAM.,"Cold is the earth, the flowers below, Fearful of Winter's hand, lie curled; But Spring will come again you know, And glorify the world. "
23,RESURGAM.,"Dark is the night, no stars or moon; But at its blackest night is done; All after hastens to the noon, The triumph of the sun! "
24,RESURGAM.,"And life is short, and love is brief-- Be patient! There will be--they say New life, divine beyond belief, Somewhere, somehow, some day! "
28,MARCH VIOLETS.,"This busy, dusty wind that blows Along the cruel streets, Right to the heart of violets goes, And robs them of their sweets. And as along the cruel street The keen wind robs the flowers, So the cold kindness that we meet Blights these poor hearts of ours. "
29,MARCH VIOLETS.,"But if you tend with warmth, you know, Your violets, they give Sweet scent again, as if to show How glad they are to live. We think if some one loved us too Our hearts would break to prove By all that we could say or do, How glad we were to love! "
32,MARCH VIOLETS.,"Dream footsteps wandering past us in our sleep, A restless presence stirring with the light, The cry of waters where the snow was white, A violet's whisper where dead leaves lay deep; The dim wood's music makes a sudden leap, Broken notes, blending in a wild delight, And lo! the whole world changes in our sight. Promise is ended--we must turn and reap Fulfilment, for the Spring with all her wealth Is with us, and compels us to her will. Yet if the sun-dawn we should shun by stealth Yearning for shadows and the darkened hours, Sweet Lord, be pitiful, remembering still One lieth low beneath the budding flowers. "
35,MARCH VIOLETS.,"Never a hand on the cottage door To call me forth in the evening light, My days grow old, and I watch no more The cowslips gold and the may-buds white. Primroses nestle beneath the hedge Where we kissed and wept and said good-bye-- For twenty years I have watched them bud, For twenty years I have seen them die. "
36,MARCH VIOLETS.,"Yet now that the Spring once more has turned The sea to silver, the earth to gold, I shall watch no more from the primrose lane, Where I waited and watched in the days of old. Yet the children weave me their daisy chains, The woodland music is sweet and clear, Though the footsteps have wandered beyond recall, That I watched and waited so long to hear! "
39,MARCH VIOLETS.,"The swans along the water glide, Unfettered and yet side by side-- So should true lovers ever be, Together ever--ever free. "
40,MARCH VIOLETS.,"A chain upon the white swan's neck, What were it good for--save to break? And swans who wear and break a chain Swim never side by side again. "
42,MARCH VIOLETS.,"My best beloved, the Spring is fair, The woods are green and life is good, Come out with me and let us tread By field and fold and sweet wet wood-- The wind-flower blanches all the copse, With hyacinth the hedge is blue, And every wakened leaf is fair, But not so fair as you! "
43,MARCH VIOLETS.,"The black-birds sing on hazel boughs Beneath the overarching trees, The cuckoo's distant song is borne Across the meadow by the breeze, The thrush's song is sweetest far But saddens as the hours go by. You hear? The nightingale's in love, But not so much as I! "
46,MARCH VIOLETS.,"Girdled with gold my little lady's bower Stands at the portals of a world in flower, And down her ways the changing blossoms mark How the Spring grows each day from dawn to dark. "
48,MARCH VIOLETS.,"When forth she moves, her dainty foot is set, On cowslip, hyacinth and violet, And all day long the woodland minstrels sing Changes of measure for her pleasuring. "
49,MARCH VIOLETS.,"And all night long a passionate music stirs Without her walls--the darkened belt of firs; Hushed in their waving boughs the low winds brood, Murmuring the sea's song for an interlude. "
52,MARCH VIOLETS.,The last bright relic of the moon's full gold Burns on the swiftly flowing river's breast; No sound but restless dipping of strong oars To break the charm of nature's perfect rest. 
