,Poem Title,Stanza
6,"'THE CROCK OF GOLD,' ETC.","'THE CHARWOMAN'S DAUGHTER,' 'THE HILL OF VISION,' 'THE CROCK OF GOLD,' ETC. "
13,THE ADVENTURES OF SEUMAS BEG,The Cherry Tree Breakfast Time In the Orchard Day and Night The Devil's Bag A Visit from Abroad The Wood of Flowers The White Window Midnight Behind the Hill The Secret April Showers The Turn of the Road The Coral Island The Cow The Old Man What the Snake saw The Horse The Apple Tree The Appointment Check When I was Young 
15,THE ROCKY ROAD TO DUBLIN,The Patriot's Bed Grafton Street Portobello Bridge York Street The Fifteen Acres College Green Mount Street Westland Row The College of Science The Canal Bank By Ana Liffey From Hawk and Kite The Gombeen-man Beresford Place At the Fair The Fur Coat Dublin Men O'Connell Bridge Charlotte Street George's Street Holles Street Katty Gollagher Cork Hill The Piper The Shadow Custom House Quay Stephen's Green The College of Surgeons Merrion Square The Bare Trees Dunphy's Corner The Dodder Bank White Fields The Paps of Dana Donnelly's Orchard Donnybrook 
18,THE CHERRY TREE,"_Come from your bed my drowsy gentleman! And you, fair lady, rise and braid your hair, And let the children wash, if wash they can; If not, assist you them, and make them fair As is the morning and the morning sky, And every tree and bush and bird in air._ "
19,THE CHERRY TREE,"_The sun climbed on the heights three hours ago, He laughed above the hills and they were glad; With bubbled pearl he made the rivers flow And laced their mists in silver, and he clad The meads in fragrant pomp of green and gold, And bade the world forget it had been sad._ "
20,THE CHERRY TREE,"_So lift yourself, good sir! and you, sweet dame, Unlash your evening eyes of pious grey; Call on the children by each loved name, And set them on the grass and let them play; And play with them a while, and sing with them Beneath the cherry bush a roundelay._ "
22,BREAKFAST TIME,"The sun is always in the sky Whenever I get out of bed, And I often wonder why It's never late.--My sister said She did not know who did the trick, And that she did not care a bit, And I should eat my porridge quick. ... I think it's mother wakens it. "
24,IN THE ORCHARD,"There was a giant by the Orchard Wall Peeping about on this side and on that, And feeling in the trees: he was as tall As the big apple tree, and twice as fat: His beard was long, and bristly-black, and there Were leaves and bits of grass stuck in his hair. "
25,IN THE ORCHARD,"He held a great big club in his right hand, And with the other felt in every tree For something that he wanted.  You could stand Beside him and not reach up to his knee So mighty big he was--I feared he would Turn round, and trample down to where I stood. "
26,IN THE ORCHARD,"I tried to get away, but, as I slid Under a bush, he saw me, and he bent Far down and said, ""_Where is the Princess hid?_"" I pointed to a place, and off he went-- But while he searched I turned and simply flew Round by the lilac bushes back to you. "
28,DAY AND NIGHT,"When the bright eyes of the day Open on the dusk, to see Mist and shadow fade away And the sun shine merrily, Then I leave my bed and run Out to frolic in the sun. "
29,DAY AND NIGHT,"Through the sunny hours I play Where the stream is wandering, Plucking daisies by the way; And I laugh and dance and sing, While the birds fly here and there Singing on the sunny air. "
30,DAY AND NIGHT,"When the night comes, cold and slow, And the sad moon walks the sky, When the whispering wind says ""_Boh, Little boy!_"" and makes me cry, By my mother I am led Home again and put to bed. "
