,Poem Title,Stanza
12,"COPYRIGHT, 1891, 1893, 1894, 1895, 1896, 1897, 1898,","COPYRIGHT, 1891, 1893, 1894, 1895, 1896, 1897, 1898, 1899, 1900, 1901, 1902, 1903, 1907, 1909 "
29,PART IV,"IV.   Baa, Baa, Black Sheep (from ""Under the Deodars,"" etc.)                       143 "
30,PART IV,"V.    Wee Willie Winkie (from ""Under the Deodars,"" etc.)                           188 "
31,PART IV,"VI.   The Dove of Dacca (from ""Departmental Ditties and Ballads and Barrack-room Ballads"")                                 205 "
32,PART IV,"VII.  The Smoke upon Your Altar Dies (from ""Departmental Ditties and Ballads and Barrack-room Ballads"")        207 "
36,PART V,"I.    The Sing-Song of Old Man Kangaroo (from ""Just So Stories"")                  213 "
37,PART V,"II.   Fuzzy Wuzzy  (from ""Departmental Ditties and Ballads and Barrack-room Ballads"")                                 222 "
38,PART V,"III.  The English Flag (from ""Departmental Ditties and Ballads and Barrack-room Ballads"")                      225 "
40,PART V,"V.    To the Unknown Goddess (from ""Departmental Ditties and Ballads and Barrack-room Ballads"")                    234 "
41,PART V,"VI.   The Galley Slave (from ""Departmental Ditties and Ballads and Barrack-room Ballads"")                    235 "
42,PART V,"VII.  The Ship That Found Herself (from ""The Day's Work"")                         238 "
44,PART VI,"I.    A Trip Across a Continent (from ""Captains Courageous"")                    267 "
45,PART VI,"II.   The Children of the Zodiac (from ""Many Inventions"")                        274 "
48,PART VI,"V.    Our Lady of the Snows (from ""The Five Nations"")                            353 "
49,PART VI,"VI.   The Song of the Women (from ""The Naulahka"")                                356 "
50,PART VI,"VII.  The White Man's Burden (from ""The Five Nations"")                            359 "
54,ILLUSTRATIONS BY RUDYARD KIPLING,A picture of Old Man Kangaroo when he was the Different Animal with four short legs         215 
55,ILLUSTRATIONS BY RUDYARD KIPLING,"Old Man Kangaroo at five in the afternoon, when he had got his beautiful hind legs just as Big God Nqong had promised                217 "
59,BY CHARLES ELIOT NORTON,"The deep and widespread interest which the writings of Mr. Rudyard Kipling have excited has naturally led to curiosity concerning their author and to a desire to know the conditions of his life. Much has been written about him which has had little or no foundation in truth. It seems, then, worth while, in order to prevent false or mistaken reports from being accepted as trustworthy, and in order to provide for the public such information concerning Mr. Kipling as it has a right to possess, that a correct and authoritative statement of the chief events in his life should be given to it. This is the object of the following brief narrative. "
61,BY CHARLES ELIOT NORTON,"Rudyard Kipling was born at Bombay on the 30th of December, 1865. His mother, Alice, daughter of the Rev. G. B. Macdonald, a Wesleyan preacher, eminent in that denomination, and his father, John Lockwood Kipling, the son also of a Wesleyan preacher, were both of Yorkshire birth. They had been married in London early in the year, and they named their first-born child after the pretty lake in Staffordshire on the borders of which their acquaintance had begun. Mr. Lockwood Kipling, after leaving school, had served his apprenticeship in one of the famous Staffordshire potteries at Burslem, had afterward worked in the studio of the sculptor, Mr. Birnie Philip, and from 1861 to 1865 had been engaged on the decorations of the South Kensington Museum. During our American war and in the years immediately following, the trade of Bombay was exceedingly flourishing, the city was immensely prosperous, a spirit of inflation possessed the Government and the people alike, there were great designs for the improvement and rebuilding of large portions of the town, and a need was felt for artistic oversight and direction of the works in hand and contemplated. The distinction which Mr. Lockwood Kipling had already won by his native ability and thorough training led to his being appointed in 1865 to go to Bombay as the professor of Architectural Sculpture in the British School of Art which had been established there. "
62,BY CHARLES ELIOT NORTON,"It was thus that Rudyard Kipling came to be born in the most cosmopolitan city of the Eastern world, and it was there and in its neighbourhood that the first three years of the boy's life were spent, years in which every child receives ineffaceable impressions, shaping his conceptions of the world, and in which a child of peculiarly sensitive nature and active disposition, such as this boy possessed, lies open to myriad influences that quicken and give colour to the imagination. "
63,BY CHARLES ELIOT NORTON,"In the spring of 1868 he was taken by his mother for a visit to England, and there, in the same year, his sister was born. In the next year his mother returned to India with both her children, and the boy's next two years were spent at and near Bombay. "
64,BY CHARLES ELIOT NORTON,"He was a friendly and receptive child, eager, interested in all the various entertaining aspects of life in a city which, ""gleaning all races from all lands,"" presents more diversified and picturesque varieties of human condition than any other, East or West. A little incident which his mother remembers is not without a pretty allegoric significance. It was at Nasik, on the Dekhan plain, not far from Bombay: the little fellow trudging over the ploughed field, with his hand in that of the native husbandman, called back to her in the Hindustani, which was as familiar to him as English, ""Good-bye, this is my brother."" "
65,BY CHARLES ELIOT NORTON,"In 1871 Mr. and Mrs. Kipling went with their children to England, and being compelled to return to India the next year, they took up the sorrow common to Anglo-Indian lives, in leaving their children ""at home,"" in charge of friends at Southsea, near Portsmouth. It was a hard and sad experience for the boy. The originality of his nature and the independence of his spirit had already become clearly manifest, and were likely to render him unintelligible and perplexing to whosoever might have charge of him unless they were gifted with unusual perceptions and quick sympathies. Happily his mother's sister, Mrs. (now Lady) Burne-Jones, was near at hand, in case of need, to care for him. "
66,BY CHARLES ELIOT NORTON,"In the spring of 1877 Mrs. Kipling came to England to see her children, and was followed the next year by her husband. The children were removed from Southsea, and Rudyard, grown into a companionable, active-minded, interesting boy, now in his thirteenth year, had the delight of spending some weeks in Paris, with his father, attracted thither by the exhibition of that year. His eyesight had been for some time a source of trouble to him, and the relief was great from glasses, which were specially fitted to his eyes, and with which he has never since been able to dispense. "
67,BY CHARLES ELIOT NORTON,"On the return of his parents to India, early in 1878, Rudyard was placed at the school of Westward Ho, at Bideford, in Devon. This school was one chiefly intended for the sons of members of the Indian services, most of whom were looking forward to following their fathers' careers as servants of the Crown. It was in charge of an admirable head-master, Mr. Cormell Price, whose character was such that he won the affection of his boys no less than their respect. The young Kipling was not an easy boy to manage. He chose his own way. His talents were such that he might have held a place near the highest in his studies, but he was content to let others surpass him in lessons, while he yielded to his genius in devoting himself to original composition and to much reading in books of his own choice. He became the editor of the school paper, he contributed to the columns of the local Bideford _Journal_, he wrote a quantity of verse, and was venturesome enough to send a copy of verses to a London journal, which, to his infinite satisfaction, was accepted and published. Some of his verses were afterward collected in a little volume, privately printed by his parents at Lahore, with the title ""Schoolboy Lyrics."" All through his time at school his letters to his parents in India were such as to make it clear to them that his future lay in the field of literature. "
68,BY CHARLES ELIOT NORTON,"His literary gifts came to him by inheritance from both the father and mother, and they were nurtured and cultivated in the circle of relatives and family friends with whom his holidays were spent. A sub-master at Westward Ho, though little satisfied with the boy's progress in the studies of the school, gave to him the liberty of his own excellent library. The holidays were spent at the Grange, in South Kensington, the home of his aunt and uncle, Mr. and Mrs. Burne-Jones, and here he came under the happiest possible domestic influences, and was brought into contact with men of highest quality, whose lives were given to letters and the arts, especially with William Morris, the closest intimate of the household of the Grange. Other homes were open to him where the pervading influence was that of intellectual pursuits, and where he had access to libraries through which he was allowed to wander and to browse at his will. The good which came to him, directly and indirectly, from these opportunities can hardly be overstated. To know, to love, and to be loved by such a man as Burne-Jones was a supreme blessing in his life. "
69,BY CHARLES ELIOT NORTON,"In the autumn of 1882, having finished his course at school, a position was secured for him on the _Civil and Military Gazette_, Lahore, and he returned to his parents in India, who had meanwhile removed from Bombay to Lahore, where his father was at the head of the most important school of the arts in India. The _Civil and Military Gazette_ is the chief journal of northwestern India, owned and conducted by the managers and owners of the Allahabad _Pioneer_, the ablest and most influential of all Indian newspapers published in the interior of the country. "
70,BY CHARLES ELIOT NORTON,"For five years he worked hard and steadily on the _Gazette_. Much of the work was simple drudgery. He shirked nothing. The editor-in-chief was a somewhat grim man, who believed in snubbing his subordinates, and who, though he recognized the talents of the ""clever pup,"" as he called him, and allowed him a pretty free hand in his contributions to the paper, yet was inclined to exact from him the full tale of the heavy routine work of a newspaper office. "
71,BY CHARLES ELIOT NORTON,"But these were happy years. For the youth was feeling the spring of his own powers, was full of interest in life, was laying up stores of observation and experience, and found in his own home not only domestic happiness, but a sympathy in taste and a variety of talent and accomplishment which acted as a continual stimulus to his own genius. Father, mother, sister, and brother all played and worked together with rare combination of sympathetic gifts. In 1885 some of the verses with the writing of which he and his sister had amused themselves were published at Lahore, in a little volume entitled ""Echoes,"" because most of them were lively parodies on some of the poems of the popular poets of the day. The little book had its moment of narrowly limited success and opened the way for the wider notoriety and success of a volume into which were gathered the ""Departmental Ditties"" that had appeared from time to time in the _Gazette_. Many of the stories also which were afterward collected under the now familiar title of ""Plain Tales from the Hills"" made their first appearance in the _Gazette_, and attracted wide attention in the Anglo-Indian community. "
72,BY CHARLES ELIOT NORTON,"Kipling's work for five years at Lahore had indeed been of such quality that it was not surprising that he was called down to Allahabad, in 1887, to take a place upon the editorial staff of the _Pioneer_. The training of an Anglo-Indian journalist is peculiar. He has to master knowledge of many kinds, to become thoroughly acquainted with the affairs of the English administration and the conditions of Anglo-Indian life, and at the same time with the interests, the modes of life, and thought of the vast underlying native population. The higher positions in Indian journalism are places of genuine importance and of large emolument, worthy objects of ambition for a young man conscious of literary faculty and inspired with zeal for public ends. "
73,BY CHARLES ELIOT NORTON,"The _Pioneer_ issued a weekly as well as a daily edition, and in addition to his regular work upon the daily paper, Kipling continued to write for the weekly issue stories similar to those which had already won him reputation, and they now attracted wider attention than ever. His home at Allahabad was with Professor Hill, a man of science attached to the Allahabad College. But the continuity of his life was broken by various journeys undertaken in the interest of the paper--one through Rajputana, from which he wrote a series of descriptive letters, called ""Letters of Marque""; another to Calcutta and through Bengal, which resulted in ""The City of Dreadful Night"" and other letters describing the little-known conditions of the vast presidency; and, finally, in 1889, he was sent off by the _Pioneer_ on a tour round the world, on which he was accompanied by his friends, Professor and Mrs. Hill. Going first to Japan, he thence came to America, writing on the way and in America the letters which appeared in the _Pioneer_ under the title of ""From Sea to Sea""; and in September, 1889, he arrived in London. "
74,BY CHARLES ELIOT NORTON,"His Indian repute had not preceded him to such degree as to make the way easy for him through the London crowd. But after a somewhat dreary winter, during which he had been making acquaintances and had found irregular employment upon newspapers and magazines, arrangements were made with Messrs. Macmillan & Co. for the publication of an edition of ""Plain Tales from the Hills."" The book appeared in June. Its success was immediate. It was republished at once in America, and was welcomed as warmly on this side of the Atlantic as on the other. The reprint of Kipling's other Indian stories and of his ""Departmental Ditties"" speedily followed, together with the new tales and poems which showed the wide range of his creative genius. Each volume was a fresh success; each extended the circle of Mr. Kipling's readers, till now he is the most widely known of English authors. "
75,BY CHARLES ELIOT NORTON,"In 1891 Mr. Kipling left England for a long voyage to South Africa, Australia, New Zealand, and Ceylon, and thence to visit his parents at Lahore. On his return to England, he was married in London to Miss Balestier, daughter of the late Mr. Wolcott Balestier of New York. Shortly after their marriage, Mr. and Mrs. Kipling visited Japan, and in August they came to America. They established their home at Brattleboro, Vermont, where Mrs. Kipling's family had a large estate: and here, in a pleasant and beautifully situated house which they had built for themselves, their two eldest children were born, and here they continued to live till September, 1896. "
76,BY CHARLES ELIOT NORTON,"During these four years Mr. Kipling made three brief visits to England to see his parents, who had left India and were now settled in the old country. "
77,BY CHARLES ELIOT NORTON,"The winter of 1897-98 was spent by Mr. Kipling and his family, accompanied by his father, in South Africa. He was everywhere received with the utmost cordiality and friendliness. "
