,Poem Title,Stanza
5,ARTHUR MEE,ARTHUR MEE Editor and Founder of the Book of Knowledge 
13,WM. H. WISE & CO.,GOETHE (_Continued_)                                PAGE Goetz von Berlichingen                             1 Iphigenia in Tauris                               18 
19,"HUGO, VICTOR","HUGO, VICTOR Hernani                                          110 Marion de Lorme                                  123 Ruy Blas                                         134 The King Amuses Himself                          146 The Legend of the Alps                           159 "
31,MILTON,MILTON Paradise Lost                                    319 Paradise Regained                                342 Samson Agonistes                                 349 
32,MOLIÈRE,MOLIÈRE The Doctor in Spite of Himself                   362 (MOLIÈRE: _Continued in Vol. XVIII_) 
34,MOLIÈRE,A Complete Index of THE WORLD'S GREATEST BOOKS will be found at the end of Volume XX. 
40,"MAX STUMPF, SIEVERS, METZLER, LINK, KOHL,","THE EMPEROR MAXIMILIAN           THE BISHOP OF BAMBERG GOETZ VON BERLICHINGEN           FRANZ LERSE ADELBERT VON WEISLINGEN          ELIZABETH, _wife to Goetz_ FRANZ VON SICKINGEN              MARIE, _his sister_ HANS VON SELBITZ                 ADELHEID VON WALLDORF FRANZ, _page to Weislingen_      IMPERIAL COUNCILLOR GEORGE, _page to Goetz_          USHER FAUD MAX STUMPF, SIEVERS, METZLER, LINK, KOHL, _Leaders of the rebel peasants_ "
42,GEORGE.,SCENE I.--_Forest; a poor hut in the background_. GOETZ _and_ GEORGE. 
43,GEORGE.,"GOETZ: Where can my men be? Up and down I have to walk, lest sleep should overcome me. Five days and nights already in ambush. But when I get thee, Weislingen, I shall make up for it! You priests may send round your obliging Weislingen to decry me--I am awake. You escaped me, bishop! So your dear Weislingen may pay the piper. George! George! (_Enter_ GEORGE.) Tell Hans to get ready. My scouts may be back any moment. And give me some more wine! "
44,GEORGE.,GEORGE: Hark! I hear some horses galloping--two--it must be your men! 
46,GEORGE.,"[_Enter_ FAUD, _who reports to_ GOETZ _that_ WEISLINGEN _is approaching. Exit_ GOETZ _and his men_. "
47,GEORGE.,"GEORGE: Oh, St. George! Make me strong and brave! And give me spear, armour, and horse!                                            [_Exit._ "
49,GEORGE.,"MARIE: If I had a husband who always exposed himself to danger, I should die the first year. "
50,GEORGE.,"ELIZABETH: Thank God, I am made of harder stuff! God grant that my boy may take after his father, and not become a treacherous hypocrite, like Weislingen. "
51,GEORGE.,"MARIE: You are very bitter against him. Yet report speaks well of him. Your own husband loved him, when they were pages together to the margrave. "
53,GEORGE.,"ELIZABETH: There he returns with his spoil! I must get the meal ready. Here, take the cellar keys and let them have of the best wine! They have deserved it. "
56,GEORGE.,"GOETZ (_taking off his helmet and sword_): Unstrap my cuirass and give me my doublet! Weislingen, you've given us hard work! Be of good cheer. Where are your clothes? I could lend you some of mine--a neat, clean suit, which I wore at the wedding of my gracious lord the Count Palatine, when your bishop got so vexed with me, because I made him shake hands with me, unknown, after having taken two of his ships a fortnight before on the Main. "
58,GEORGE.,"GOETZ: Why? Pray, be cheerful. You are in my power, and I shall not abuse it. You know my knight's duty is sacred to me. And now I must go to see my wife.                                             [_Exit._ "
59,GEORGE.,"WEISLINGEN: Oh, that it were all a dream! In Berlichingen's power--and he, the old true-hearted Goetz! Back again in the hall, where we played as boys, where I loved him with all my heart! How strangely past and present seem to intermingle here. "
61,GEORGE.,"GOETZ: Let us drink, until the meal is ready. Come, you are at home. It is a long time since we last shared a bottle. (_Raising his goblet_) A gay heart! "
63,GEORGE.,"GOETZ: Heaven forbid! Though merrier days we may not find. If you had only followed me to Brabant, instead of taking to that miserable life at court! Are you not as free and nobly born as anyone in Germany? Independent, subject only to the emperor? And you submit to vassals, who poison the emperor's ear against me! They want to get rid of me. And you, Weislingen, are their tool! "
65,GEORGE.,"GOETZ: No more of it! I hate explanations. They only lead to deceiving one or the other, or both. "
66,GEORGE.,"[_They stand apart, their backs turned to each other. Enter_ MARIE. "
67,GEORGE.,MARIE (_to_ WEISLINGEN): I come to greet and to invite you in my sister's name. What is it? Why are you silent both? You are host and guest. Be guided by a woman's voice. 
70,GEORGE.,"MARIE: Draw near each other, be reconciled! (_The men shake hands_.) The union of brave men is the most ardent wish of all good women. "
73,ACT II,"MARIE: You say you love me. I willingly believe it, and hope to be happy with you and to make you happy. "
74,ACT II,WEISLINGEN: Blessed be your brother and the day he rode out to capture me!                                          [_Enter_ Goetz. 
75,ACT II,"GOETZ: Your page is back. Whatever his news, Adelbert, you are free! All I ask is your word that you will not aid and abet my enemies. "
76,ACT II,WEISLINGEN: I take your hand. And may I at the same time take the hand of this noblest of all women? 
77,ACT II,"GOETZ: May I say ""yes"" for you, Marie? You need not blush--your eyes have answered clearly. Well, then, Weislingen, take her hand, and I say Amen, friend and brother! I must call my wife. Elizabeth! (_Enter_ ELIZABETH.) Join your hand in theirs and say ""God bless you!"" They are a pair. Adelbert is going back to Bamberg to detach himself openly from the bishop, and then to his estates to settle his affairs. And now we'll leave him undisturbed to hear his boy's report. [_Exit with_ Marie _and_ Elizabeth. "
79,ACT II,"FRANZ: God save you, noble sir! I bring you greetings from everybody in Bamberg--from the bishop down to the jester. How they are distressed at your mishap! I am to tell you to be patient--they will think the more impatiently of your deliverance; for they cannot spare you. "
80,ACT II,"WEISLINGEN: They will have to. I'll return, but not to stay long. "
81,ACT II,"FRANZ: Not to stay? My lord, if you but knew what I know! If you had but seen her--the angel in the shape of woman, who makes Bamberg a forecourt of heaven--Adelheid von Walldorf! "
82,ACT II,WEISLINGEN: I have heard much of her beauty. Is her husband at court? 
83,ACT II,"FRANZ: She has been widowed for four months, and is at Bamberg for amusement. If she looks upon you, it is as though you were basking in spring sunshine. "
84,ACT II,"WEISLINGEN: Her charms would be lost on me. I am betrothed. Marie will be the happiness of my life. And now pack up. First to Bamberg, and then to my castle.                                    [_Exeunt._ "
85,ACT II,"SCENE II.--_A forest. Some Nuremberg merchants, who, attacked on their way to the Frankfurt Fair by_ Goetz _and his men, have escaped, leaving their goods in the hands of the knights. The page_ George _has, however, recaptured two of the merchants as_ Goetz _and his men enter_. "
87,ACT II,GEORGE (_stepping forward_): I've done some preparatory work. Here they are. 
88,ACT II,"GOETZ: Welcome, good lad! Keep them well guarded! (_Exit his men with the merchants_.) And now, what news of Weislingen? "
89,ACT II,"GEORGE: Bad news! He looked confused when I said to him, ""A few words from your Berlichingen."" He tried to put me off with empty words, but when I pressed him he said he was under no obligation to you, and would have nothing to do with you. "
90,ACT II,"GOETZ: Enough! I shall not forget this infamous treachery. Whoever gets into my power shall feel it. (_Exit_ GEORGE.) I'll revel in their agony, deride their fear. And how, Goetz, are you thus changed? Should other people's faults and vices make you renounce your chivalry, and abandon yourself to vulgar cruelty? I'll drag him back in chains, if I can't get him any other way. And there's an end of it, Goetz; think of your duty! [_Enter_ GEORGE _with a casket_. "
91,ACT II,"GEORGE: Now let your joke be ended, they are frightened enough. One of them, a handsome young man, gave me this casket, and said, ""Take this as ransom! The jewels I meant to take to my betrothed. Take them, and let me escape."" "
92,ACT II,"GOETZ (_examining the jewels_): This time, Marie, I shall not be tempted to bring it to you as a birthday gift. Even in your misfortune you would rejoice in the happiness of others. Take it, George. Give it back to the lad. Let him take it to his bride, with greeting from Goetz! And let all the prisoners free at sunset. "
94,ACT III,"SCENE I.--_Pleasure-garden at Augsburg. The_ EMPEROR, _the_ BISHOP OF BAMBERG, WEISLINGEN, _the_ LADY ADELHEID, COURTIERS. "
95,ACT III,"EMPEROR: I am tired of these merchants with their eternal complaints! Every shopkeeper wants help, and no one will stir against the common enemy of the empire and of Christianity. "
96,ACT III,WEISLINGEN: Who would be active abroad while he is threatened at home? 
97,ACT III,"BISHOP: If we could only remove that proud Sickingen and Berlichingen, the others would soon fall asunder. "
98,ACT III,"EMPEROR: Brave, noble men at heart, who must be spared and used against the Turks. "
99,ACT III,WEISLINGEN: The consequences may be dangerous. Better to capture them and leave them quietly upon their knightly parole in their castles. 
100,ACT III,"EMPEROR: If they then abide by the law, they might again be honourably and usefully employed. I shall open the session of the Diet to-morrow with this proposal. "
101,ACT III,WEISLINGEN: A clamour of joyful assent will spare your majesty the end of the speech. 
