,Poem Title,Stanza
4,CHRISTOPHER MORLEY,"_""He that high growth on cedars did bestow, Gave also lowly mushrumps leave to grow.""_ --R. Southwell, 1562-95 "
9,TO THE LITTLE HOUSE,"Dear little house, dear shabby street, Dear books and beds and food to eat! How feeble words are to express The facets of your tenderness. "
10,TO THE LITTLE HOUSE,How white the sun comes through the pane! In tinkling music drips the rain! How burning bright the furnace glows! What paths to shovel when it snows! 
11,TO THE LITTLE HOUSE,O dearly loved Long Island trains! O well remembered joys and pains.... How near the housetops Beauty leans Along that little street in Queens! 
12,TO THE LITTLE HOUSE,Let these poor rhymes abide for proof Joy dwells beneath a humble roof; Heaven is not built of country seats But little queer suburban streets! 
15,"ONE MOMENT, PLEASE","At fifty cents per agate line Kind editors will buy your verse; They'll make you swear that you resign All claims, for better or for worse. The book, dramatic, photoplay, And interplanetary rights They seize; but do not feel dismay-- Their barks are fiercer than their bites! "
16,"ONE MOMENT, PLEASE","I thank, for leave to print these rhymes, And for unfailing courtesy, _Everybody's_, _New York Times_, The _Outlook_ and the _Century_; The _Boston Transcript_, _L. H. J._, The _Tribune_, _Mail_, and _Evening Post_, The _Book News Monthly_, chastely gay-- But _Life_ and _Collier's_ I thank most. "
17,"ONE MOMENT, PLEASE","The _Independent_ and _McClure's_ And _Argosy_ have borne my flights: Dear scribblers, how this reassures-- Their barks are fiercer than their bites! "
19,TO A GRANDMOTHER . . . . . . . . . . . . . . . . . . . .  45,"SONGS FOR A LITTLE HOUSE PAGE BAYBERRY CANDLES . . . . . . . . . . . . . . . . . . . .  13 SECRET LAUGHTER  . . . . . . . . . . . . . . . . . . . .  14 A CHARM FOR OUR NEW FIREPLACE  . . . . . . . . . . . . .  15 SIX WEEKS OLD  . . . . . . . . . . . . . . . . . . . . .  16 THE YOUNG MOTHER . . . . . . . . . . . . . . . . . . . .  17 PETER PAN  . . . . . . . . . . . . . . . . . . . . . . .  18 THE 5:42 . . . . . . . . . . . . . . . . . . . . . . . .  19 READING ALOUD  . . . . . . . . . . . . . . . . . . . . .  21 THE MOON-SHEEP . . . . . . . . . . . . . . . . . . . . .  22 MAR QUONG, CHINESE LAUNDRYMAN  . . . . . . . . . . . . .  23 THE MILKMAN  . . . . . . . . . . . . . . . . . . . . . .  24 IN HONOUR OF TAFFY TOPAZ . . . . . . . . . . . . . . . .  25 THE CEDAR CHEST  . . . . . . . . . . . . . . . . . . . .  26 O PRAISE ME NOT THE COUNTRY  . . . . . . . . . . . . . .  27 ANIMAL CRACKERS  . . . . . . . . . . . . . . . . . . . .  29 THE WAKEFUL HUSBAND  . . . . . . . . . . . . . . . . . .  30 LIGHT VERSE  . . . . . . . . . . . . . . . . . . . . . .  32 FULL MOON  . . . . . . . . . . . . . . . . . . . . . . .  33 MY WIFE  . . . . . . . . . . . . . . . . . . . . . . . .  34 WASHING THE DISHES . . . . . . . . . . . . . . . . . . .  36 THE FURNACE  . . . . . . . . . . . . . . . . . . . . . .  38 THE CHURCH OF UNBENT KNEES . . . . . . . . . . . . . . .  39 THE NEW ALTMAN BUILDING  . . . . . . . . . . . . . . . .  40 THE MADONNA OF THE CURB  . . . . . . . . . . . . . . . .  41 MY PIPE  . . . . . . . . . . . . . . . . . . . . . . . .  43 TO A GRANDMOTHER . . . . . . . . . . . . . . . . . . . .  45 "
21,THE LAST SONNET  . . . . . . . . . . . . . . . . . . . .  59,"I  . . . . . . . . . . . . . . . . . . . . . . . . . . .  49 II . . . . . . . . . . . . . . . . . . . . . . . . . . .  50 PEDOMETER  . . . . . . . . . . . . . . . . . . . . . . .  51 ARS DURA . . . . . . . . . . . . . . . . . . . . . . . .  52 O. HENRY--APOTHECARY . . . . . . . . . . . . . . . . . .  53 FOR THE CENTENARY OF KEATS'S SONNET (1816) . . . . . . .  54 TWO O'CLOCK  . . . . . . . . . . . . . . . . . . . . . .  55 THE COMMERCIAL TRAVELLER . . . . . . . . . . . . . . . .  56 THE WEDDED LOVER . . . . . . . . . . . . . . . . . . . .  57 TO YOU, REMEMBERING THE PAST . . . . . . . . . . . . . .  58 THE LAST SONNET  . . . . . . . . . . . . . . . . . . . .  59 "
23,ON VIMY RIDGE  . . . . . . . . . . . . . . . . . . . . .  90,"IRONY  . . . . . . . . . . . . . . . . . . . . . . . . .  63 TO A FRENCH BABY . . . . . . . . . . . . . . . . . . . .  64 AFTER HEARING GERMAN MUSIC . . . . . . . . . . . . . . .  65 IN MEMORY OF THE AMERICAN AVIATORS KILLED IN FRANCE  . .  66 THE FLAGS ON FIFTH AVENUE  . . . . . . . . . . . . . . .  67 ""THEY"" . . . . . . . . . . . . . . . . . . . . . . . . .  68 BALLAD OF FRENCH RIVERS  . . . . . . . . . . . . . . . .  70 PEASANT AND KING . . . . . . . . . . . . . . . . . . . .  72 TILL TWISTON WENT  . . . . . . . . . . . . . . . . . . .  74 TO RUDYARD KIPLING . . . . . . . . . . . . . . . . . . .  76 TO A U-BOAT  . . . . . . . . . . . . . . . . . . . . . .  77 KITCHENER  . . . . . . . . . . . . . . . . . . . . . . .  78 MARCH 1915 . . . . . . . . . . . . . . . . . . . . . . .  79 DEAD SHIPS . . . . . . . . . . . . . . . . . . . . . . .  80 ENGLAND, JULY 1913 (TO RUPERT BROOKE)  . . . . . . . . .  81 TO THE OXFORD MEN IN THE WAR . . . . . . . . . . . . . .  85 FOR THE PRESENT TIME . . . . . . . . . . . . . . . . . .  87 AMERICA, 1917  . . . . . . . . . . . . . . . . . . . . .  89 ON VIMY RIDGE  . . . . . . . . . . . . . . . . . . . . .  90 "
25,A GRUB STREET RECESSIONAL  . . . . . . . . . . . . . . . 113,"HAY FEVER, IF RUDYARD KIPLING HAD IT . . . . . . . . . .  93 HAY FEVER, IF AMY LOWELL HAD IT  . . . . . . . . . . . .  94 HAY FEVER, IF HILAIRE BELLOC HAD IT  . . . . . . . . . .  96 HAY FEVER, IF EDGAR LEE MASTERS HAD IT . . . . . . . . .  97 HYMN TO THE DAIRYMAIDS ON BEACON STREET  . . . . . . . .  98 ON FIRST LOOKING INTO A SUBWAY EXCAVATION  . . . . . . . 100 BALLAD OF NEW AMSTERDAM  . . . . . . . . . . . . . . . . 101 CASUALTY . . . . . . . . . . . . . . . . . . . . . . . . 102 AT THE WOMEN'S CLUBS . . . . . . . . . . . . . . . . . . 103 ELEGY WRITTEN IN A COUNTRY COAL-BIN  . . . . . . . . . . 105 MOONS WE SAW AT SEVENTEEN  . . . . . . . . . . . . . . . 107 AT THE DOG SHOW  . . . . . . . . . . . . . . . . . . . . 108 THE OLD SWIMMER  . . . . . . . . . . . . . . . . . . . . 110 TO ALL MY FRIENDS  . . . . . . . . . . . . . . . . . . . 112 A GRUB STREET RECESSIONAL  . . . . . . . . . . . . . . . 113 "
28,BAYBERRY CANDLES,"Dear sweet, when dusk comes up the hill, The fire leaps high with golden prongs; I place along the chimneysill The tiny candles of my songs. "
29,BAYBERRY CANDLES,"And though unsteadily they burn, As evening shades from grey to blue Like candles they will surely learn To shine more clear, for love of you. "
32,SECRET LAUGHTER,"There is a secret laughter That often comes to me, And though I go about my work As humble as can be, There is no prince or prelate I envy--no, not one. No evil can befall me-- By God, I have a son! "
35,A CHARM,"O wood, burn bright; O flame, be quick; O smoke, draw cleanly up the flue-- My lady chose your every brick And sets her dearest hopes on you! "
36,A CHARM,"Logs cannot burn, nor tea be sweet, Nor white bread turn to crispy toast, Until the charm be made complete By love, to lay the sooty ghost. "
37,A CHARM,"And then, dear books, dear waiting chairs, Dear china and mahogany, Draw close, for on the happy stairs My brown-eyed girl comes down for tea! "
39,SIX WEEKS OLD,"He is so small, he does not know The summer sun, the winter snow; The spring that ebbs and comes again, All this is far beyond his ken. "
40,SIX WEEKS OLD,"A little world he feels and sees: His mother's arms, his mother's knees; He hides his face against her breast, And does not care to learn the rest. "
42,THE YOUNG MOTHER,"Of what concern are wars to her, Or treaties broken on the seas? Or all the cruelties of men? She has her baby on her knees. "
43,THE YOUNG MOTHER,"In blessed singleness of heart, What heed has she for nations' wrath? She sings a little peaceful hymn As she prepares the baby's bath. "
44,THE YOUNG MOTHER,"As in a dream, she hears the talk Of mine, torpedo, bomb and gun-- She shudders, but her thoughts are all Encradled with her little son. "
46,PETER PAN,"""The boy for whom Barrie wrote Peter Pan--the original of Peter Pan--has died in battle."" --New York Times. "
47,PETER PAN,"And Peter Pan is dead? not so! When mothers turn the lights down low And tuck their little sons in bed, They know that Peter is not dead.... "
48,PETER PAN,"That little rounded blanket-hill; Those prayer-time eyes, so deep and still-- However wise and great a man He grows, he still is Peter Pan. "
49,PETER PAN,"And mothers' ways are often queer: They pause in doorways, just to hear A tiny breathing; think a prayer; And then go tiptoe down the stair. "
51,THE 5:42,"Lilac, violet, and rose Ardently the city glows; Sunset glory, purely sweet, Gilds the dreaming byway-street, And, above the Avenue, Winter dusk is deepening blue. "
52,THE 5:42,"(Then, across Long Island meadows, Darker, darker, grow the shadows: Patience, little waiting lass! Laggard minutes slowly pass; Patience, laughs the yellow fire: Homeward bound is heart's desire!) "
53,THE 5:42,"Hark, adown the canyon street Flows the merry tide of feet; High the golden buildings loom Blazing in the purple gloom; All the town is set with stars, _Homeward_ chant the Broadway cars! "
54,THE 5:42,"All down Thirty-second Street _Homeward_, _Homeward_, say the feet! Tramping men, uncouth to view, Footsore, weary, thrill anew; Gone the ringing telephones, Blessed nightfall now atones. Casting brightness on the snow Golden the train windows go. "
55,THE 5:42,"Then (how long it seems) at last All the way is overpast. Heart that beats your muffled drum, Lo, your venturer is come! Wide the door! Leap high, O fire! Home at length is heart's desire! Gone is weariness and fret, At the sill warm lips are met. Once again may be renewed The conjoined beatitude. "
57,READING ALOUD,"Once we read Tennyson aloud In our great fireside chair; Between the lines, my lips could touch Her April-scented hair. "
58,READING ALOUD,"How very fond I was, to think The printed poems fair, When close within my arms I held A living lyric there! "
