,Poem Title,Stanza
4,"JOHN MURRAY, ALBEMARLE STREET, W.","FIRST EDITION....... _September, 1910_ _Reprinted_.....  _December, 1910_ _Reprinted_.....      _June, 1911_ _Reprinted_.....    _August, 1923_ "
6,ALL RIGHTS RESERVED,"_Printed in Great Britain by_ _Hazell, Watson & Viney, Ld., London and Aylesbury._ "
8,PREFACE,"These verses were written in India between the years 1881 and 1899, mostly during my researches on malaria. Friends who have read that part of them which is called _In Exile_ complained that they could not easily follow the movement of it; and as I am now publishing the poems together with a text-book on malaria—and also because I desire very strongly to rid my mind of this subject which has occupied it for twenty years—I take the opportunity to give such explanation of the work as I can find expression for. "
9,PREFACE,"In 1881 I joined the military medical service of India, and was called upon to serve during the next seven years in Madras, Bangalore, Burma, and the Andaman Islands. Having abundant leisure, I occupied most of it in the study of various sciences and arts, in all of which I attempted some works to the best of my ability. For this I make no excuse to my conscience, since to my mind art and science are the same, and efforts in both, however poor the result may be, are to be commended more than idleness. Near the end of the seven years, however, I began to be drawn toward certain thoughts which from the first had occurred to me in my profession, especially as to the cause of the widespread sickness and of the great misery and decadence of the people of India. Racked by poverty, swept by epidemics, housed in hovels, ruled by superstitions, they presented the spectacle of an ancient civilisation fallen for centuries into decay. One saw there both physical and mental degeneration. Since the time of the early mathematicians science had died; and since that of the great temples art had become ornament, and religion dogma. Here was the living picture of the fate which destroyed Greece, Rome, and Spain; and I saw in it the work of nescience—the opposite of science. . . . Returning to Britain in 1888, I qualified myself for pathological researches, and about 1890 or 1891 entered upon a careful study of malarial fever, in the hope of finding out accurately how it is caused and may be prevented. On August 20, 1897, I was fortunate enough to find the clue to the problem—which, I believe, would not have been discovered but for such good fortune; and the next year I ascertained the principal facts which I had been in search of. "
10,PREFACE,"These poems are the notes of the wayside. As for _In Exile_, I do not remember the date—but it was early in the course of the labour—when my thoughts began to shape themselves into a kind of sonnet of three short stanzas. It was a pleasure and relief after the day’s work to mould them thus, for each set of stanzas required a different balance and structure within its narrow limits, and was, so to speak, inscribed on small squares of stone, to be put away and arranged thereafter. Later, when my researches had attained to success, a sudden disastrous interruption of them compelled me to set aside the verses also, and it was not until nine years afterwards that I found time to arrange them for rough printing. They were then put nearly in the order of writing, some fragments being finished but most omitted. I have blamed myself for this, because the omissions give to the whole a more sombre cast than is natural to me, or than I had intended; but now I judge I was right in it. The poem, such as it is, is not a diary in verse, but rather the figure of a work and of a philosophy. . . . I find I cannot rise with those who would soar above reason in the chase of something supernal. Infinities and absolutes are still beyond us; though we may hope to come nearer to them some day by the patient study of little things. Our first duty is the opposite of that which many prophets enjoin upon us—or so I think. We must not accept any speculations merely because they now appear pleasant, flattering, or ennobling to us. We must be content to creep upwards step by step; planting each foot on the firmest finding of the moment; using the compass and such other instruments as we have; observing without either despair or contempt the clouds and precipices above and beneath us. Especially our duty at present is to better our present foothold; to investigate; to comprehend the forces of nature; to set our state rationally in order; to stamp down disease in body, mind, and government; to lighten the monstrous misery of our fellows, not by windy dogmas, but by calm science. The sufferings of the world are due to this, that we despise those plain earthly teachers, reason, work, and discipline. Lost in many speculations, we leave our house disordered, unkept, and dirty. We indulge too much in dreams; in politics which organise not prosperity but contention; in philosophies which expressly teach irrationalism, fakirism, and nescience. The poor fakir seated begging by the roadside; with his visions—and his sores! Such is man. . . . An old philosophy this—like the opposite one. The poem gathers itself under it and attempts to use the great symbols of that wonderful Land, the drought, the doubt, the pains of self, the arid labour, the horrors of whole nations diseased, the crime of Nescience, parodying God’s words, and the victory of His thunder and rain. "
11,PREFACE,"The dated stanzas near the end, except the first two lines of the second quatrain, were written the day after the discovery of the parasites of malaria in mosquitos. There are some repetitions, and I fear worse faults; but it is too late to mend them. I am much indebted to Mr. John Masefield and Mrs. Masefield for assisting me in the correction of the proofs. "
15,THE THREE ANGELS...................    5,INDIA..............................    1 THOUGHT............................    2 SCIENCE............................    2 POWER..............................    3 DOGMA..............................    4 FROTH..............................    4 LIBERTY............................    5 THE THREE ANGELS...................    5 
17,ALASTOR............................   13,RETURN.............................    6 THE STAR AND THE SUN...............    6 THE WORLD’S INHERITORS.............    7 DEATH-SONG OF SAVAGERY.............    9 OCEAN AND THE DEAD.................   10 OCEAN AND THE ROCK.................   11 THE BROTHERS.......................   12 ALASTOR............................   13 
19,PETITION...........................   22,SONNET.............................   15 VISION.............................   16 THOUGHT AND ACTION.................   18 THE INDIAN MOTHER..................   20 GANGES-BORNE.......................   20 INDIAN FEVERS......................   21 THE STAR...........................   21 PETITION...........................   22 
21,REPLY..........................   53,PART I.............................   23 DESERT.........................   23 PART II............................   26 VOX CLAMANTIS..................   26 SELF-SORROWS...................   29 EXILE..........................   30 PART III...........................   32 SOUL-SCORN.....................   32 RESOLVE........................   33 DESERT-THOUGHTS................   33 THE GAINS OF TIME..............   35 INVOCATION.....................   36 DESPAIRS.......................   37 PART IV............................   38 INDURATION.....................   38 WISDOM’S COUNSEL...............   39 IMPATIENCE.....................   40 WORLD-SORROWS..................   40 PHILOSOPHIES...................   41 LIES...........................   43 TRUTH-SERVICE AND SELF-SERVICE.   43 WRATHS.........................   45 VISION OF NESCIENCE............   45 PART V.............................   46 THE DEEPS......................   46 LOSS...........................   47 PART VI............................   49 DEATH..........................   49 PART VII...........................   51 THE MONSOON....................   51 REPLY..........................   53 
24,WORLD-SONG.........................   56,Transcriber’s Notes can be found at the end of this eBook. 
28,INDIA,"Here from my lonely watch-tower of the East An ancient race outworn I see— With dread, my own dear distant Country, lest The same fate fall on thee. "
29,INDIA,Lo here the iron winter of curst caste Has made men into things that creep; The leprous beggars totter trembling past; The baser sultans sleep. 
30,INDIA,"Not for a thousand years has Freedom’s cry The stillness of this horror cleaved, But as of old the hopeless millions die, That yet have never lived. "
31,INDIA,"Man has no leisure but to snatch and eat, Who should have been a god on earth; The lean ones cry; the fat ones curse and beat, And wealth but weakens worth. "
32,INDIA,"O Heaven, shall man rebelling never take From Fate what she denies, his bliss? Cannot the mind that made the engine make A nobler life than this? "
36,THOUGHT,"Spirit of Thought, not thine the songs that flow To fill with love or lull Idalian hours. Thou wert not nurtured ’mid the marish flowers, Or where the nightshade blooms, or lilies blow: But on the mountains. From those keeps of snow Thou seëst the heavens, and earth, and marts and towers Of teeming man; the battle smoke that lours Above the nations where they strive below;— The gleam of golden cohorts and the cloud Of shrieking peoples yielding to the brink— The gleam, the gold, the agony, the rage; The civic virtue of a race unbow’d; The reeling empire, lost in license, sink; And chattering pigmies of a later age. "
40,SCIENCE,"I would rejoice in iron arms with those Who, nobly in the scorn of recompense, Have dared to follow Truth alone, and thence To teach the truth—nor fear’d the rage that rose. No high-piled monuments are theirs who chose Her great inglorious toil—no flaming death; To them was sweet the poetry of prose, But wisdom gave a fragrance to their breath. Alas! we sleep and snore beyond the night, Tho’ these great men the dreamless daylight show; But they endure—the Sons of simple Light— And, with no lying lanthorne’s antic glow, Reveal the open way that we must go. "
44,POWER,"Caligula, pacing thro’ his pillar’d hall, Ere yet the last dull glimmer of his mind Had faded in the banquet, where reclined He spent all day in drunken festival, "
45,POWER,"Made impious pretence that Jove with him, Unseen, walk’d, talk’d and jested; for he spoke To nothing by his side; or frown’d; or broke In answering smiles; or shook a playful rim "
46,POWER,"Of raiment coyly. ‘Earth,’ he said, ‘is mine— No vapour. Yet Caligula, brother Jove, Will love thee if he find thee worthy love; If not, his solid powers shall war with thine "
47,POWER,"And break them, God of Cloud.’ The courtiers round, As in the presence of two deities, bent In servile scorn: when, like a warning sent, An utterance of earthquake shook the ground, "
48,POWER,"Awful, but which no human meaning bore. With glaring eyeballs narrowing in dismay, The huddled creature fallen foaming lay, Glass’d in the liquid marbles of the floor. "
52,DOGMA,"To a poor martyr perisht in the flame Lo suddenly the cool and calm of Heaven, And One who gently touch’d and tended, came. ‘For thee, O Lord,’ he cried, ‘my life was given.’ "
53,DOGMA,"When thus the Pitiful One: ‘O suffering man, I taught thee not to die, but how to live; But ye have wrongly read the simple plan, And turn to strife the Heav’nly gift I give. "
54,DOGMA,"I taught the faith of works, the prayer of deeds, The sacrament of love. I gave, not awe, But praise; no church but God’s; no form, no creeds; No priest but conscience and no lord but law. "
55,DOGMA,"Behold, my brother, by my side in Heaven Judas abhor’d by men and Nero next. How then, if such as these may be forgiven, Shall one be damn’d who stumbles at a text?’ "
59,FROTH,"This bubbling gossip here of fops and fools, Who have no care beyond the coming chance, Rough-rubs the angry soul to arrogance And puts puff’d wisdom out of her own rules. True, knowledge comes on all winds, without schools, And every folly has her saw: perchance Some costly gem from silliest spodomance May be unash’d; and mind has many tools. But still, love here rains not her heav’nly dew, Nor friendship soothes the folly-fretted sense; But pride and ignorance, the empty two, Strut arm-in-arm to air their consequence, And toil bleeds tears of gold for idle opulence. "
63,LIBERTY,"When Cassius fell and Brutus died, Resentful Liberty arose, Where from aloft the mountain snows She watch’d the battle’s breaking tide; And as she rent her azure robe Darkness descended o’er the globe. "
64,LIBERTY,"‘Break never, Night,’ she cried, ‘nor bring Before I come again the morn With all her heav’nly light, for scorn Of this base world so slumbering; Where men for thrice five hundred years Their sin shall mourn, and me, in tears.’ "
68,THE THREE ANGELS,"Heav’n vex’d in heaven heard the World And all the grief thereof, and sent The angel Strength. Swift he unfurl’d His wings and flasht his sword and went: But still the cry of Earth rang to the firmament. "
