,Poem Title,Stanza
6,"THE BRENDA SERIES, ETC.","AUTHOR OF SERBIA; A SKETCH NAPOLEON'S YOUNG NEIGHBOR THE BRENDA SERIES, ETC. "
10,HELEN LEAH REED,_This book is sold for the benefit of work for blinded soldiers_ 
12,"SOLDIER, SCHOLAR, FRIEND","TO THE MEMORY OF THOMAS WENTWORTH HIGGINSON SOLDIER, SCHOLAR, FRIEND "
13,"SOLDIER, SCHOLAR, FRIEND",The author thanks the editors of the following publications for the right to reprint certain poems of hers that they first published: 
14,"SOLDIER, SCHOLAR, FRIEND","_Scribner's Magazine_, Horace III-29. _Collier's Weekly_, Horace I-14. _Poet Lore_, Horace I-11. _Chicago Interocean_, The Fading Vision. _The Christian Union_, Jack Frost and the Flowers. _New York Sun_, The Rivals. _Metropolitan Magazine_, Strength Renewed. _Christian Endeavor World_, Town and Country. _Boston Transcript_, Summer in London; His Monument; Memorial Day. _Boston Herald_, The Cry of the Women. _Ladies' Home Journal_, The Christmas Letter. _Woman's Home Companion_, Frightened. _The Delineator_, The Victim; A Modern Grandmother. _The Youth's Companion_, A Curiosity. "
93,_MEMORIAL DAY_,"No warrior he, a village lad, needing nor words nor other prod To point his duty; he was glad to tread the path his fathers trod. Week days he worked in wood and field; with homely joys he decked his life; The sword of hate he would not wield, nor take a part in cankering strife. On Sunday in the little choir he sang of Peace and brotherly love, And as his thoughts soared higher and higher, they reached unmeasured heights above. "
94,_MEMORIAL DAY_,"A cry for Freedom rent the Land-- ""Our Country calls, come, come, 'tis War; Together let us firmly stand;"" he answered, though his heart beat sore At leaving home, and kin, and one in whose fond eyes too late he read That life for her had but begun with the farewells he sadly said. "
95,_MEMORIAL DAY_,"A half a century has passed-- and more--since all those myriads fell; For he was one of those who cast sweet life into a Battle's hell. The village has become a town, brick buildings the old graveyard gird; Of him who fought not for renown, no one now hears a spoken word, But on the Monument his name in gold is lettered with the rest. Without a sordid thought of fame he to his Country gave his best. "
96,_MEMORIAL DAY_,"Strew flowers, then, Memorial Day for him, for all who for us fought. With speech and music honors pay; teach what our brave defenders taught. And now our sons are setting out; the call for Right rings to the sky, ""Our Country! Freedom!"" hear them shout, re-echoing their Grandsires' cry. "
98,_FLOWERS FOR BRAVE SOLDIERS_,"Flowers for brave soldiers, Flowers for those who gave us A Country undivided. Flowers for the dead! "
99,_FLOWERS FOR BRAVE SOLDIERS_,"With flags we are marking Their last earth-dwelling. Our hearts are bending In gratitude, While we are praying That this our Nation Pass safe through peril, Through deadly war. "
100,_FLOWERS FOR BRAVE SOLDIERS_,"Flowers for brave soldiers-- Flowers for those who loved us, Flowers to their memory, This fair spring day! "
102,_HIS MONUMENT_,"From top to pedestal you scan it lightly-- Capped head to lettered base--and you are smiling. What see you there to set your lips a-quiver? An awkward figure cut from ugly granite, Aye, roughly hewn, as if unhelped by chisel, This peaceful man of war, sculptured grotesquely. Still--there is metal in the gun he is holding, And in the cannon balls piled up before him-- The artist's symbols of a real soldier. Yet jeer no longer! Before you is a soldier of the Union, Crowned with the tears and prayers of many mourners. The Village set him here for all to honor, Here, in the centre of their foot-worn common, Where on long, summer evenings boys at baseball May gaze and gaze, and make him an example; A hero they would follow. Beholding him I see no granite figure, But face a man who fought to save his country, Whose heart was pierced when wife, and child and mother Clung to him closely in that tearful parting. Yet brave he marched away while flags were fluttering, Though in his soul he knew that never, never, Might he again see those he loved so dearly, Nor look again upon the old white steeple, Upon the little streets and shabby buildings Straggling unevenly toward the Common; Or if he came back, he'd be maimed and battered, Subject to hateful pity. Therefore I smile not at the queer, gaunt figure, The tilted cap--the wide and baggy trousers, The long loose overcoat, the dangling knapsack, This is the man who fought to save our country! Who, in his millions, marched from every village, From every city of our mighty Nation; Who heard the drums and trumpets blithely playing-- ""Tramp, tramp, tramp, the boys are marching."" So there it stands--thank-offering of a people-- Whether of rough-hewn stone, or bronze, or marble-- Proving our debt to those who saved the Union, Pointing the way for those who'd like to follow-- Who to the death would fight were we in peril-- The Soldier's Monument! "
