,Poem Title,Stanza
17,CHARLES ROUSSEAU AND THE VICOMTE DE BORELLI,"SONGS. AFTER VICTOR HUGO, ARMAND SILVESTRE, CHARLES ROUSSEAU AND THE VICOMTE DE BORELLI "
19,WITH THE LATE SIR AUGUSTUS HARRIS),A PUZZLED PAINTER. (WRITTEN IN COLLABORATION WITH THE LATE SIR AUGUSTUS HARRIS) 
23,CHAPTER I.,"There is a vast deal talked in the present day about Freewill. We like to feel that we are independent agents and are ready to overlook the fact that our surroundings and circumstances and the hundred and one subtle and mysterious workings of the fate we can none of us escape, control our actions and are responsible for our movements, and make us to a great extent what we are. "
24,CHAPTER I.,"A man is not even a free agent when he takes the most important step of his whole life, and marries a wife. He is impelled to it by considerations outside of himself; it affects not only his own present and future, but that of others, very often, and he must be guided accordingly. "
25,CHAPTER I.,"Emerson says; ""The soul has inalienable rights, and the first of these is love,"" but he does not say marriage. Love is the business of the idle and the idleness of the busy, but marriage is quite another affair--a grave matter, and not to be undertaken lightly, since it is the one step that can never be retraced, save through the unsavoury channels of shame and notoriety, or death itself. "
26,CHAPTER I.,"But perhaps Jack Chetwynd was hampered with fewer restraining influences than most men, for he was alone in the world, without kith or kin, and might be fairly allowed to please himself, and pleasing himself in this case meant leading to the altar, or rather to the Registry Office, Miss Bella Blackall, music-hall singer and step dancer. "
27,CHAPTER I.,"It was unquestionably a case of love at first sight. The girl was barely seventeen, and her girlishness attracted him quite as much as her beauty, which was exceptional. There was nothing meretricious about it, for as yet she owed nothing to art--brown hair, warm lips, soft blue eyes, and a complexion like the leaf of a white rose--a woman blossom. Then, too, she was a happy creature, full of life and happiness and bubbling over with childish merriment--no one could help liking her, he told himself, but it was something warmer than that. What makes the difference between liking and love? It is so little and yet so much. There was an air of refinement about her, too, which to his fancy seemed to protest against the vulgarities of her surroundings. He thought he could discern the stuff that meant an actress in her, and prophesied that she would before long be playing Juliet at the Haymarket. He was still at the age when the habit is to discover geniuses in unlikely places, especially when the women are pretty. He raved about her when he adjourned with his companions to the bar, and they chaffed him a good deal to his face and sneered at him behind his back. He was there the next night, and the night, after and by-and-by he managed to get introduced to her. "
28,CHAPTER I.,"She was prettier off the stage than on, and her manner was charming, and her voice delicious with its racy accent. "
29,CHAPTER I.,"She was an American, and had been in London only a few months; and he was duly taken to a second-rate lodging in a side street near the Waterloo Road, and presented to ""Ma,""--a black satined and beaded type of the race. There was also a sister, whom, truth to tell, he objected to more than her maternal relative, for she was distinctly professional, not to say loud, and the little mannerisms which were so taking in his inamorata were very much the reverse in Miss Saidie Blackall. "
30,CHAPTER I.,"Still, he told himself, he was not going to marry the whole family; which might be true in a sense and yet might not mean the entire independence it implied. Bella's relations must, if he made her his wife, mean more or less to him. "
31,CHAPTER I.,"However, youth is sanguine, and Jack Chetwynd did not look too closely at the thorns which hedged his dainty rose-bud round. She at least was all he could wish her to be--unsophisticated as a child, and pure and good at heart. "
32,CHAPTER I.,"After a month's acquaintance it began to be understood that he was engaged to her. ""Ma"" wept copious tears, and reckoned her Bella was a lucky girl to get such an ""elegant"" husband; and Saidie wished him happiness in a voice like a corn-crake, and declared that her sister was ""just the sweetest and best girl out of N'York,"" which she was; ""and born to lead a private life,"" which she wasn't. "
33,CHAPTER I.,"Bella herself had very little to say. She blushed rosily when Jack made fervent love to her; acquiesced confusedly when he told her she must give up the music-hall stage, and seemed to take happily to the idea of a quiet, uneventful life as Mrs. Jack Chetwynd. "
34,CHAPTER I.,"They took a small house in Camberwell New Road. Jack put up a brass plate with his name on it, and M.D. in imposing letters, and invested in a telephone for the accommodation of night callers; and Bella began to busy herself about the furnishing. "
