,Poem Title,Stanza
10,TO OLD FRIENDS WITH YOUNG HEARTS AND YOUNG HEARTS GROWING OLD.,TO OLD FRIENDS WITH YOUNG HEARTS AND YOUNG HEARTS GROWING OLD. 
11,TO OLD FRIENDS WITH YOUNG HEARTS AND YOUNG HEARTS GROWING OLD.,"Dear Friends of our youth, should you happen to look At the curious things in this curious book, And should you, with quizzical countenance, ask The how and the why of our curious task-- We could truly reply To the query of ""why--"" To the smile on your lip, and your questioning eye, That the work was begun In a spirit of fun, To amuse when the work of the daylight was done; And continued, because we believed it would be Amusement to such as were weary as we To drift for awhile among goblins and elves, Or haply make shadows and rhymes for themselves. For though years have passed since we drifted apart, We're all of us more or less children at heart. And maybe yourselves and the youngsters 't will please To dwell for an hour with such creatures as these. "
14,TO OLD FRIENDS WITH YOUNG HEARTS AND YOUNG HEARTS GROWING OLD.,"Now, some one has said, in a moment of spleen, We cannot make pictures of what we've not seen; But such an assertion deserves only scorn, For the shape of the Gobolink never was born. He comes like the marvelous mimes of our dreams, When one has been supping on salads and creams, And curious changes of vision take place-- The horse may appear with an elephant face-- The goat with a cane, and the goose with a hat-- Six legs on the dog, and two tails on the cat; We never can tell, though we're sorely perplexed, What shape will be shown us, or what will come next; And these are the things that our Gobolinks do-- Dear friends, and dear children, we give them to you. "
18,THE GOBOLINK AND HOW TO MAKE HIM.,Drop a little ink on a sheet of white paper. Fold the sheet in the center and press the ink-spots together with the fingers. All of the pictures in this book were made in this manner----none of them having been touched with a pen or brush. 
19,THE GOBOLINK AND HOW TO MAKE HIM.,"A great deal of practice will only go to show that the Gobolink, as his name implies, is a veritable goblin of the ink-bottle, and the way he eludes the artist's design proves him a self-made eccentric creature of a superior imagination. "
20,THE GOBOLINK AND HOW TO MAKE HIM.,"It is hardly to be expected that the animals and birds of prey referred to under more or less familiar names in the accompanying rhymes will be strikingly correct as to anatomy; and because, as upon page 15, the elephants, or whatever they may be, happen to have each a row of interesting tails continuing along the full length of the spinal column, no unkind criticism should be made upon the ability of the overworked and conscientious artists, who would have made fewer tails if they could, and have added nothing to the price of the book on account of undue liberality in the matter of caudal appendages. "
22,THE GOBOLINK AND HOW TO MAKE HIM.,"In fact the most unexpected and startling results will often occur--results grotesquely and strangely beautiful, well worthy of preservation. The authors of this book will be glad to receive a few examples of some of the more unusual Gobolinks or Shadow-Pictures that may occur to those interested in the amusement. They may be sent care of The Century Co. "
24,THE GAME OF GOBOLINK.,"Persons of all ages may obtain amusement out of Gobolinks, or Shadow-Pictures, as they are also called. "
26,THE GAME OF GOBOLINK.,The following is a very good method for playing the game: 
27,THE GAME OF GOBOLINK.,"Let three of the company be selected by the hostess as judges. To each of the others she then distributes from five to ten sheets of paper, from which they must produce at least one completed picture and rhyme in a given length of time, say five minutes, at the end of which the hostess rings a bell and the judges proceed at once to take up the pictures. These are then passed upon by them while the hostess is distributing a fresh round of paper, and the best two and the worst one are laid aside. "
28,THE GAME OF GOBOLINK.,"Those whose pictures have been selected now act as judges, surrendering their places at the tables to their predecessors, and another lot of pictures and rhymes are made. "
29,THE GAME OF GOBOLINK.,"The game is continued in this manner until the hostess announces the arrival of the time for final judgment, or until a certain hour specified in the beginning. "
31,THE GAME OF GOBOLINK.,"The three judges then in office now select one of the company as ""reader,"" and such person selected shall take up his position in strong light, and after reading the verses on each picture shall display it in full view of all present. It should then be pinned to a suspended sheet or screen where it may be easily examined by the company. "
32,THE GAME OF GOBOLINK.,"This shall be continued until all the pictures selected by the judges have been so treated and displayed. The reader then acts as chairman, and the company proceed to vote on them for first, second, and booby prizes. "
