,Poem Title,Stanza
5,PART THE FIRST.,"It is an ancient Mariner, And he stoppeth one of three. ""By thy long grey beard and glittering eye, Now wherefore stopp'st thou me? "
6,PART THE FIRST.,"""The Bridegroom's doors are opened wide, And I am next of kin; The guests are met, the feast is set: May'st hear the merry din."" "
7,PART THE FIRST.,"He holds him with his skinny hand, ""There was a ship,"" quoth he. ""Hold off! unhand me, grey-beard loon!"" Eftsoons his hand dropt he. "
8,PART THE FIRST.,"He holds him with his glittering eye-- The Wedding-Guest stood still, And listens like a three years child: The Mariner hath his will. "
9,PART THE FIRST.,"The Wedding-Guest sat on a stone: He cannot chuse but hear; And thus spake on that ancient man, The bright-eyed Mariner. "
10,PART THE FIRST.,"The ship was cheered, the harbour cleared, Merrily did we drop Below the kirk, below the hill, Below the light-house top. "
11,PART THE FIRST.,"The Sun came up upon the left, Out of the sea came he! And he shone bright, and on the right Went down into the sea. "
12,PART THE FIRST.,"Higher and higher every day, Till over the mast at noon-- The Wedding-Guest here beat his breast, For he heard the loud bassoon. "
13,PART THE FIRST.,"The bride hath paced into the hall, Red as a rose is she; Nodding their heads before her goes The merry minstrelsy. "
14,PART THE FIRST.,"The Wedding-Guest he beat his breast, Yet he cannot chuse but hear; And thus spake on that ancient man, The bright-eyed Mariner. "
15,PART THE FIRST.,"And now the STORM-BLAST came, and he Was tyrannous and strong: He struck with his o'ertaking wings, And chased south along. "
16,PART THE FIRST.,"With sloping masts and dipping prow, As who pursued with yell and blow Still treads the shadow of his foe And forward bends his head, The ship drove fast, loud roared the blast, And southward aye we fled. "
17,PART THE FIRST.,"And now there came both mist and snow, And it grew wondrous cold: And ice, mast-high, came floating by, As green as emerald. "
18,PART THE FIRST.,And through the drifts the snowy clifts Did send a dismal sheen: Nor shapes of men nor beasts we ken-- The ice was all between. 
19,PART THE FIRST.,"The ice was here, the ice was there, The ice was all around: It cracked and growled, and roared and howled, Like noises in a swound! "
20,PART THE FIRST.,"At length did cross an Albatross: Thorough the fog it came; As if it had been a Christian soul, We hailed it in God's name. "
21,PART THE FIRST.,"It ate the food it ne'er had eat, And round and round it flew. The ice did split with a thunder-fit; The helmsman steered us through! "
22,PART THE FIRST.,"And a good south wind sprung up behind; The Albatross did follow, And every day, for food or play, Came to the mariners' hollo! "
23,PART THE FIRST.,"In mist or cloud, on mast or shroud, It perched for vespers nine; Whiles all the night, through fog-smoke white, Glimmered the white Moon-shine. "
24,PART THE FIRST.,"""God save thee, ancient Mariner! From the fiends, that plague thee thus!-- Why look'st thou so?""--With my cross-bow I shot the ALBATROSS. "
26,PART THE SECOND.,"The Sun now rose upon the right: Out of the sea came he, Still hid in mist, and on the left Went down into the sea. "
27,PART THE SECOND.,"And the good south wind still blew behind But no sweet bird did follow, Nor any day for food or play Came to the mariners' hollo! "
28,PART THE SECOND.,"And I had done an hellish thing, And it would work 'em woe: For all averred, I had killed the bird That made the breeze to blow. Ah wretch! said they, the bird to slay That made the breeze to blow! "
29,PART THE SECOND.,"Nor dim nor red, like God's own head, The glorious Sun uprist: Then all averred, I had killed the bird That brought the fog and mist. 'Twas right, said they, such birds to slay, That bring the fog and mist. "
30,PART THE SECOND.,"The fair breeze blew, the white foam flew, The furrow followed free: We were the first that ever burst Into that silent sea. "
31,PART THE SECOND.,"Down dropt the breeze, the sails dropt down, 'Twas sad as sad could be; And we did speak only to break The silence of the sea! "
32,PART THE SECOND.,"All in a hot and copper sky, The bloody Sun, at noon, Right up above the mast did stand, No bigger than the Moon. "
33,PART THE SECOND.,"Day after day, day after day, We stuck, nor breath nor motion; As idle as a painted ship Upon a painted ocean. "
34,PART THE SECOND.,"Water, water, every where, And all the boards did shrink; Water, water, every where, Nor any drop to drink. "
35,PART THE SECOND.,"The very deep did rot: O Christ! That ever this should be! Yea, slimy things did crawl with legs Upon the slimy sea. "
36,PART THE SECOND.,"About, about, in reel and rout The death-fires danced at night; The water, like a witch's oils, Burnt green, and blue and white. "
37,PART THE SECOND.,And some in dreams assured were Of the spirit that plagued us so: Nine fathom deep he had followed us From the land of mist and snow. 
38,PART THE SECOND.,"And every tongue, through utter drought, Was withered at the root; We could not speak, no more than if We had been choked with soot. "
39,PART THE SECOND.,"Ah! well a-day! what evil looks Had I from old and young! Instead of the cross, the Albatross About my neck was hung. "
41,PART THE THIRD.,"There passed a weary time.  Each throat Was parched, and glazed each eye. A weary time! a weary time! How glazed each weary eye, When looking westward, I beheld A something in the sky. "
42,PART THE THIRD.,"At first it seemed a little speck, And then it seemed a mist: It moved and moved, and took at last A certain shape, I wist. "
