,Poem Title,Stanza
9,RICHARD G BADGER & CO.,"The poem herewith presented was first published some ten years ago in a volume entitled _Days and Dreams_. The original verses have been re-written throughout and extensively added to, making it comparatively a new poem. "
11,OF MANY DAYS.,TO G. F. M. THIS VOLUME IS INSCRIBED IN MEMORY OF MANY DAYS. 
12,OF MANY DAYS.,"_What though I dreamed of mountain heights, Of peaks, the barriers of the world, Around whose tops the Northern Lights And tempests are unfurled._ "
13,OF MANY DAYS.,"_Mine are the footpaths leading through Life's lowly fields and woods,--with rifts, Above, of heaven's Eden blue,-- By which the violet lifts_ "
14,OF MANY DAYS.,"_Its shy appeal; and holding up Its chaliced gold, like some wild wine, Along the hillside, cup on cup, Blooms bright the celandine._ "
15,OF MANY DAYS.,_Where soft upon each flowering stock The butterfly spreads damask wings; And under grassy loam and rock The cottage cricket sings._ 
16,OF MANY DAYS.,"_Where overhead eve blooms with fire, In which the new moon bends her bow, And, arrow-like, one white star by her Burns through the afterglow._ "
17,OF MANY DAYS.,"_I care not, so the sesame I find; the magic flower there, Whose touch unseals each mystery In water, earth and air._ "
18,OF MANY DAYS.,"_That in the oak tree lets me hear Its heart's deep speech, its soul's wise words; And to my mind makes crystal clear The melodies of birds._ "
19,OF MANY DAYS.,"_Why should I care, who live aloof Beyond the din of life and dust, While dreams still share my humble roof, And love makes sweet my crust?_ "
24,LATE SPRING,"_The mottled moth at eventide Beats glimmering wings against the pane; The slow, sweet lily opens wide, White in the dusk like some dim stain; The garden dreams on every side And breathes faint scents of rain. Among the flowering stocks they stand: A crimson rose is in his hand._ "
27,LATE SPRING,"Herein the dearness of her is; The thirty perfect days of June Made one, in maiden loveliness Were not more sweet to clasp and kiss, With love not more in tune. "
28,LATE SPRING,"Ah me! I think she is too true, Too spiritual for life's rough way; For in her eyes her soul looks new-- Two bluet blossoms, watchet-blue, Are not so pure as they. "
29,LATE SPRING,"So good, so beautiful is she, So soft and white, so fond and fair, Sometimes my heart fears she may be Not long for me, and secretly A sister of the air. "
32,LATE SPRING,"The whippoorwills are calling where The golden west is graying; ""'Tis time,"" they say, ""to meet him there-- Why are you still delaying? "
33,LATE SPRING,"""He waits you where the old beech throws Its gnarly shadow over Wood-violet and the bramble rose, Frail maiden-fern and clover. "
34,LATE SPRING,"""Where elder and the sumach creep Above your garden's paling, Whereon at noon the lizards sleep Like lichens on the railing. "
35,LATE SPRING,"""Come! ere the early rising moon's Gold floods the violet valleys; Where mists, like phantom picaroons Anchor their stealthy galleys. "
36,LATE SPRING,"""Come! while the deepening amethyst Of dusk above is falling-- 'Tis time to tryst! 'tis time to tryst!"" The whippoorwills are calling. "
37,LATE SPRING,"They call you to these twilight ways With dewy odor dripping-- Ah, girlhood, through the rosy haze Come like a moonbeam slipping. "
40,LATE SPRING,"There is a fading inward of the day, And all the pansy heaven clasps one star; The dwindling acres eastward glimmer gray, While all the world to westward smoulders far. "
41,LATE SPRING,"Now to your glass will you pass for the last time? Pass! humming some ballad, I know,-- Here where I wait it is late and is past time-- Late! and the moments are slow, are slow. "
42,LATE SPRING,"There is a drawing downward of the night; The bridegroom Heaven bends down to kiss the moon; Above, the heights hang silver in her light; Below, the woods stretch purple, deep in June. "
43,LATE SPRING,"There in the dew is it you hiding lawny? You, or a moth in the vines?-- You!--by your hand, where the band twinkles tawny! You!--by your ring, like a glowworm, that shines! "
54,SHE,"As many a girl before,-- Ah, dear, you will forgive me? "
58,SHE,"Love trusts, and that's enough, my dear. Trust wins to trust; whereof, my dear, Love holds to love; and love, my dear, Is--well, that's all my lore. "
60,HE,"Come, pay me or I'll scold you.-- Give me the kiss you owe.-- You fly when I'd enfold you? "
62,SHE,"No! no! I say! now, no! How often have I told you, You must not treat me so? "
64,HE,"More sweet the dusk for this is, For lips that meet in kisses.-- Come! come! why run from blisses As from a mortal foe? "
67,HE,"How many words in the asking! How easily I can grieve you!-- My ""no"" in a ""yes"" was a-masking, Nor thought, dear, to deceive you.-- A kiss?--the humming-bird happiness here In my heart consents.... But what are words, When the thought of two souls in speech accords? Affirmative, negative--what are they, dear? I wished to say ""yes,"" but somehow said ""no."" The woman within me thought you would know Thought that your heart would hear. "
69,HE,"So many hopes in a wooing!-- Therein you could not deceive me; Some things are sweeter for the pursuing-- I knew what you meant, believe me.-- Bunched bells of the blush pomegranate, to fix At your throat ... six drops of fire they are.... Will you look where the moon and its following star Rise silvery over yon meadow ricks? While I hold--while I lean your head back, so-- For I know it is ""yes"" though you whisper ""no,"" And my kisses, sweet, are six. "
72,HE,"Look!--where the fiery Glow-worm in briery Banks of the moon-mellowed bowers Sparkles--how hazily Pinioned and arily Delicate, warily, Drowsily, lazily, Flutter the moths to the flowers. "
