,Poem Title,Stanza
9,GRACE BARTLETT STRYKER,"Words fail me when I strive to say What you’ve meant to me--for so long a day Hope--Inspiration--Sympathy. Steadfast and true, whate’er might be. O priv’lege rarest to the end As in the past, to call you--_friend_. "
11,AUTHOR’S NOTE,"The poems contained within the following pages are _children of the brain_ which at intervals obtruded their company, and which, such as they are, at the solicitation of my friends, I have ventured to set down. "
58,TO-DAY,"The Yesterdays we might have called our own But which, in our blindness, we let slip by, Alas! they know not to return again, Deep-buried doth each, within its grave, lie. "
59,TO-DAY,"But O belov’ed, now that we have made The golden secret ours--to hold alway We will not sorrow o’er departed hours-- Just live in God’s great glorious--To-day! "
61,JEWELS,"Oh, not the gracious deeds your kindness knew, dear, When shone my sun and skies were ever fair; But the more precious sympathies you tendered In sorrow’s hour. _Those_ my jewels rare Which dearer, than off’ring wealth knows to proffer, I’ll keep beside me whate’er may attend, Nor render up so long as Life’s day lasteth,-- Aye, and take with me, when shall plead its end. "
63,SOMETHING GONE,"You come to me--you take my hand, You try to make me see Things should become as they once were, ’Twixt you and me. "
64,SOMETHING GONE,"I listen to each word, you say, I mark well ev’ry tone, Only to find--you plead in vain,-- There’s something gone. "
65,SOMETHING GONE,"Something gone--that cannot come back again, Tho’ most entreatingly you pray. Yet, not mine the fault,--but yours alone, It went away. "
67,A-MAYING,"We will go a-Maying dear, Just you and I together, Oh, the glory of God’s blossoming Sunshiny weather! Ev’ry ill we will forget, Nor remember a regret, For ’twill never do to fret Whilst we are a-straying. Only laughter ringing clear, Waking echo far and near; You and I so happy dear; A-Maying! A-Maying! "
69,TRIBUTE,"To prove myself--aye, that’s my aim, To prove myself for those Who took me by the hand and held, Nor cared if others chose To notice or pass coldly by. Thro’ stormiest of weather Stood ever at my side, and said We’ll face the world together! "
72,GOOD-BYE,"Good-bye, yes, I’ve decided It’s best--it should not go _on_, The quite delightful companionship You and I, for some time, have known. "
73,GOOD-BYE,"No, do not try to dissuade me, I’ve thought it most carefully o’er, To arrive at but one conviction-- We must see each other no more. "
75,GOOD-BYE,"And you think to sever our friendship By a mere putting away, Letting the same, as it were, slip from us Nor permitting me to say, "
76,GOOD-BYE,"A word in defence of its going As if I’d no _right_ to share In the matter of decision I ask you,--Is it fair? "
78,GOOD-BYE,"Man-like you refuse to _reason_ To see it’s the only way, That the step really should have been taken Even _before_ to-day. "
79,GOOD-BYE,"With you ’tis quite diff’rent,--the matter,-- You’ve priv’lege entire of your life; But my freedom bows to restriction,-- I am another man’s wife. "
81,GOOD-BYE,"Yes, another man’s wife, but the honor The Fates have conferred, it would seem He doesn’t the quite appreciate,-- At least, ’tis the knowledge I gleam. "
82,GOOD-BYE,"From observing his attitude towards you, Which I’m sure,--and you can but agree, Is not in the least in keeping with what A husband’s towards a wife _should_ be. "
84,GOOD-BYE,"And his failing you think permits me Favor to accept at _your_ hands, That the vow I took at the altar Ceases to impose its demands. "
85,GOOD-BYE,"In sickness or health I promised, “For better or worse”,--till the day, He who gave should in his judgment See fit to take away. "
87,GOOD-BYE,"And you’ll let it bind you, that promise, To a man who does not care; Whose int’rest is the thoroughly selfish, In whose secrets--you do not share, "
88,GOOD-BYE,"Listen, dear, the priv’lege of Mortals,-- To get what we can out of life. Free yourself from the bond that is irksome And find happiness, as my wife. "
90,GOOD-BYE,"Nay, not so, the rule of living Holds faithful but to the one test; Nor counts it--another’s transgression, We must give of _ourselves_--our best. "
91,GOOD-BYE,"Of no use to appeal the exception, The truth remains fix’ed alway, So, good-bye, it _must_ be,--and, God bless you,-- _There is nothing more to say_. "
93,THE WONDROUS SONG,"I longed to sing a wondrous song, So wondrous, ’twould compel The admiration unreserved Of one and all as well. "
94,THE WONDROUS SONG,"My pen I took in hand and strove The magic words to write, Alas! I could not of my Muse Inspiration invite. "
95,THE WONDROUS SONG,"She would not humor, tho’ I begged Persistently and long For the right metre--the right thought, To best set down my song. "
96,THE WONDROUS SONG,"’Twas stately phrase I coveted, The Laurel I would court-- That of the world’s acknowledgment Of unsurpass´ed thought. "
97,THE WONDROUS SONG,"At length disheartened, my appeal Knew, but to be denied, I rose and to the window moved, And marked the scene outside. "
98,THE WONDROUS SONG,"All quiet stretched the land before, Enwrapt in the soft haze Which with such rare enchantment clothes Autumn’s initial days. "
99,THE WONDROUS SONG,"Idly my glance the expanse swept Till it came to where lay Outside the gate, the winding road Leading to far-away. "
100,THE WONDROUS SONG,"Then with the moment light was mine-- Yet not complex its thought, The inspiration which appealed Was diff’rent, from that sought. "
101,THE WONDROUS SONG,"The winding road--the simple theme-- They who followed after-- The toll it wrested of sad tears, For short dole of laughter. "
102,THE WONDROUS SONG,"The tranquil ways bidden farewell, To seek of its unrest, The truth alas! too oft brought home, The paths forsook, were best. "
103,THE WONDROUS SONG,"Could I but so compose a lay, That one who heard might pause, Nor continue to sacrifice In an unrighteous cause. "
104,THE WONDROUS SONG,"And keep his soul tho’ it should be By cruelest conflict wrung, I need not further supplicate-- My wondrous song were sung. "
106,MILADI,"Miladi is so wonderful in furbelows and laces; Miladi is so wonderful of such beguiling graces; My poor faint heart goes pit-a-pat when she her Slave addresses I wonder if how _much_ I love, Miladi guesses! "
107,MILADI,"Miladi is so wonderful, her dimples and her curls; Miladi is so wonderful, my mind bewildered whirls; Oh would some pow’r benign might make it plain for me to see How much it is, in very truth, Miladi thinks of _me_. "
109,THE SOMETHING MY LIFE HAS MISSED,"It whispers in the murmur Of the breezes passing by, Pulsates in the azure Of ev’ry flawless sky. And oh! when twilight gathers And its curtain gently falls, The-something-my-life-has-missed Calls and calls. "
110,THE SOMETHING MY LIFE HAS MISSED,"Part of the Throng have found it, The light within their eyes Pleads of too great a radiance The truth to disguise. Their world is all they wish for, Nor know they to implore From off Destiny’s altar Happiness more. "
