,Poem Title,line
0,,
1,THE YEAR'S AT THE SPRING,THE YEAR'S AT THE SPRING
2,THE YEAR'S AT THE SPRING,an anthology of recent poetry
3,THE YEAR'S AT THE SPRING,
4,THE YEAR'S AT THE SPRING,
5,THE YEAR'S AT THE SPRING,"[Illustration: ""AND I SHALL HAVE SOME PEACE THERE,"
6,"FOR PEACE COMES DROPPING SLOW""]","FOR PEACE COMES DROPPING SLOW""]"
7,"FOR PEACE COMES DROPPING SLOW""]",
8,"FOR PEACE COMES DROPPING SLOW""]",
9,THE YEAR'S AT THE SPRING,THE YEAR'S AT THE SPRING
10,AN ANTHOLOGY OF RECENT POETRY,AN ANTHOLOGY OF RECENT POETRY
11,COMPILED BY L.D'O WALTERS AND,COMPILED BY L.D'O WALTERS AND
12,ILLUSTRATED BY HARRY CLARKE,ILLUSTRATED BY HARRY CLARKE
13,WITH AN INTRODUCTION BY HAROLD MONRO,WITH AN INTRODUCTION BY HAROLD MONRO
14,WITH AN INTRODUCTION BY HAROLD MONRO,
15,WITH AN INTRODUCTION BY HAROLD MONRO,
16,BRENTANO'S,BRENTANO'S
17,BRENTANO'S,
18,BRENTANO'S,FIFTH AVENUE &amp; 27TH STREET NEW YORK
19,BRENTANO'S,
20,BRENTANO'S,1920
21,BRENTANO'S,
22,BRENTANO'S,
23,BRENTANO'S,[Illustration]
24,BRENTANO'S,
25,BRENTANO'S,
26,INTRODUCTION,INTRODUCTION
27,INTRODUCTION,
28,INTRODUCTION,
29,INTRODUCTION,The best poetry is always about the earth itself and all the strange
30,INTRODUCTION,and lovely things that compose and inhabit it. When a 'great poet'
31,INTRODUCTION,"sets himself the task of some 'big theme' he needs only to hold, as"
32,INTRODUCTION,"it were, a magnifying glass to the earth. We who are born and live"
33,INTRODUCTION,"here like very much to imagine other worlds, and we have even mentally"
34,INTRODUCTION,constructed such another in which to exist after dying on this one; but
35,INTRODUCTION,"we were careful to make it a glorified version of our own earth, with"
36,INTRODUCTION,everything we most love here intensified and improved to the utmost
37,INTRODUCTION,stretch of human imagination.
38,INTRODUCTION,
39,INTRODUCTION,To each man his 'best poetry' is that which he is able most to enjoy.
40,INTRODUCTION,"The first object of poetry is to give pleasure. Pleasure is various,"
41,INTRODUCTION,but it cannot exist where the emotions or the imagination have not
42,INTRODUCTION,"been powerfully stirred. Whether it be called sensual or intellectual,"
43,INTRODUCTION,pleasure cannot be willed. It is impossible to feel happy because one
44,INTRODUCTION,"wants to feel happy, or sad because one wishes to feel sad. But such"
45,INTRODUCTION,bodily or mental conditions may be induced from outside through a
46,INTRODUCTION,"natural agency such as poetry, or music."
47,INTRODUCTION,
48,INTRODUCTION,Now those dreary people who would maintain that poetry should deal
49,INTRODUCTION,"(some say exclusively) with what they call 'big themes,' or 'the"
50,INTRODUCTION,"larger life', are merely advocating more use of the magnifying glass"
51,INTRODUCTION,as against intensive cultivation of the natural eye. The poet is
