,Poem Title,line
0,,
1,,
2,,
3,,
4,,Produced by Al Haines
5,,
6,,
7,,
8,,
9,,
10,,
11,,
12,,
13,PICTURE-SHOW,PICTURE-SHOW
14,PICTURE-SHOW,
15,PICTURE-SHOW,
16,BY,BY
17,BY,
18,SIEGFRIED SASSOON,SIEGFRIED SASSOON
19,SIEGFRIED SASSOON,
20,AUTHOR OF,AUTHOR OF
21,"""THE OLD HUNTSMAN,"" ""COUNTER-ATTACK,"" ETC.","""THE OLD HUNTSMAN,"" ""COUNTER-ATTACK,"" ETC."
22,"""THE OLD HUNTSMAN,"" ""COUNTER-ATTACK,"" ETC.",
23,"""THE OLD HUNTSMAN,"" ""COUNTER-ATTACK,"" ETC.",
24,"""THE OLD HUNTSMAN,"" ""COUNTER-ATTACK,"" ETC.",
25,NEW YORK,NEW YORK
26,E. P. DUTTON & COMPANY,E. P. DUTTON & COMPANY
27,681 FIFTH AVENUE,681 FIFTH AVENUE
28,681 FIFTH AVENUE,
29,681 FIFTH AVENUE,
30,681 FIFTH AVENUE,
31,681 FIFTH AVENUE,
32,"COPYRIGHT, 1920,","COPYRIGHT, 1920,"
33,BY E. P. DUTTON & COMPANY,BY E. P. DUTTON & COMPANY
34,BY E. P. DUTTON & COMPANY,
35,BY E. P. DUTTON & COMPANY,_All Rights Reserved_
36,BY E. P. DUTTON & COMPANY,
37,BY E. P. DUTTON & COMPANY,
38,BY E. P. DUTTON & COMPANY,
39,BY E. P. DUTTON & COMPANY,Printed in the United States of America
40,BY E. P. DUTTON & COMPANY,
41,BY E. P. DUTTON & COMPANY,
42,BY E. P. DUTTON & COMPANY,
43,BY E. P. DUTTON & COMPANY,
44,TO,TO
45,JOHN MASEFIELD,JOHN MASEFIELD
46,JOHN MASEFIELD,
47,JOHN MASEFIELD,
48,JOHN MASEFIELD,
49,JOHN MASEFIELD,
50,CONTENTS,CONTENTS
51,CONTENTS,
52,PICTURE-SHOW,PICTURE-SHOW
53,RECONCILIATION,RECONCILIATION
54,CONCERT PARTY,CONCERT PARTY
55,NIGHT ON THE CONVOY,NIGHT ON THE CONVOY
56,THE DUG-OUT,THE DUG-OUT
57,BATTALION-RELIEF,BATTALION-RELIEF
58,IN AN UNDERGROUND DRESSING STATION,IN AN UNDERGROUND DRESSING STATION
59,I STOOD WITH THE DEAD,I STOOD WITH THE DEAD
60,MEMORIAL TABLET,MEMORIAL TABLET
61,ATROCITIES,ATROCITIES
62,TO LEONIDE MASSINE,TO LEONIDE MASSINE
63,MEMORY,MEMORY
64,TO A VERY WISE MAN,TO A VERY WISE MAN
65,EARLY CHRONOLOGY,EARLY CHRONOLOGY
66,ELEGY,ELEGY
67,MIRACLES,MIRACLES
68,THE GOLDSMITH,THE GOLDSMITH
69,DEVOTION TO DUTY,DEVOTION TO DUTY
