,Poem Title,line
0,,
1,,
2,,
3,,
4,,"Produced by JoAnn Greenwood, Bryan Ness and the Online"
5,,Distributed Proofreading Team at http://www.pgdp.net (This
6,,file was produced from images generously made available
7,,by The Internet Archive/Canadian Libraries)
8,,
9,,
10,,
11,,
12,,
13,,
14,,
15,,
16,,
17,,
18,LAUDS AND LIBELS,LAUDS AND LIBELS
19,LAUDS AND LIBELS,
20,LAUDS AND LIBELS,[Illustration]
21,LAUDS AND LIBELS,
22,BY THE SAME AUTHOR,BY THE SAME AUTHOR
23,BY THE SAME AUTHOR,
24,THE HAWARDEN HORACE,THE HAWARDEN HORACE
25,MORE HAWARDEN HORACE,MORE HAWARDEN HORACE
26,HUMOURS OF THE FRAY,HUMOURS OF THE FRAY
27,PARTY PORTRAITS,PARTY PORTRAITS
28,THE BRAIN OF THE NATION,THE BRAIN OF THE NATION
29,WAR’S SURPRISES,WAR’S SURPRISES
30,WAR’S SURPRISES,
31,WAR’S SURPRISES,
32,WAR’S SURPRISES,
33,WAR’S SURPRISES,
34,LAUDS AND LIBELS,LAUDS AND LIBELS
35,LAUDS AND LIBELS,
36,BY,BY
37,C. L. GRAVES,C. L. GRAVES
38,C. L. GRAVES,
39,LONDON,LONDON
40,"SIDGWICK & JACKSON, LTD.","SIDGWICK & JACKSON, LTD."
41,"SIDGWICK & JACKSON, LTD.",1918
42,"SIDGWICK & JACKSON, LTD.",
43,"SIDGWICK & JACKSON, LTD.",
44,"SIDGWICK & JACKSON, LTD.",
45,"SIDGWICK & JACKSON, LTD.",
46,CONTENTS,CONTENTS
47,CONTENTS,
48,CONTENTS,
49,"MEN, WOMEN, AND BOOKS—                  PAGE","MEN, WOMEN, AND BOOKS—                  PAGE"
50,"MEN, WOMEN, AND BOOKS—                  PAGE",
51,PICCADILLY                               9,PICCADILLY                               9
52,PICCADILLY                               9,
53,TO “MARTIN ROSS”                        11,TO “MARTIN ROSS”                        11
54,TO “MARTIN ROSS”                        11,
55,TO STEPHEN LEACOCK                      14,TO STEPHEN LEACOCK                      14
56,TO STEPHEN LEACOCK                      14,
57,TO “BARTIMEUS”                          16,TO “BARTIMEUS”                          16
58,TO “BARTIMEUS”                          16,
59,ON RE-READING “BARCHESTER TOWERS”       18,ON RE-READING “BARCHESTER TOWERS”       18
60,ON RE-READING “BARCHESTER TOWERS”       18,
61,“BLEAK HOUSE”                           20,“BLEAK HOUSE”                           20
62,“BLEAK HOUSE”                           20,
63,LINES ON A NEW HISTORY                  22,LINES ON A NEW HISTORY                  22
64,LINES ON A NEW HISTORY                  22,
65,TO MY GODSON                            24,TO MY GODSON                            24
66,TO MY GODSON                            24,
67,THE HOUSE-MASTER                        27,THE HOUSE-MASTER                        27
68,THE HOUSE-MASTER                        27,
69,THE OLD MATRON                          29,THE OLD MATRON                          29
70,THE OLD MATRON                          29,
