,Poem Title,line
0,,
1,,
2,,
3,,
4,,Produced by Alan Light
5,,
6,,
7,,
8,,
9,,
10,,
11,,
12,,
13,,
14,,"[Note on text:  Italicized words or phrases are capitalized,"
15,,"placed in single quotes, or otherwise marked as needed."
16,,Lines longer than 78 characters are broken and the continuation
17,,is indented two spaces.  Some obvious errors have been corrected.]
18,,
19,,"[Alan Seeger, American (New York) Poet.  22 June 1888 - 04 July 1916.]"
20,,
21,,
22,,
23,,
24,,
25,,
26,,Poems
27,,
28,,
29,,by
30,,
31,,Alan Seeger
32,,
33,,
34,,With an introduction by William Archer
35,,
36,,
37,,
38,,
39,,
40,,
41,,Contents
42,,
43,,Introduction by William Archer
44,,
45,,
46,,Juvenilia
47,,
48,,An Ode to Natural Beauty
49,,The Deserted Garden
50,,The Torture of Cuauhtemoc
51,,The Nympholept
52,,The Wanderer
53,,The Need to Love
54,,El Extraviado
55,,La Nue
56,,All That's Not Love . . .
57,,Paris
58,,The Sultan's Palace
59,,Fragments
60,,
61,,Thirty Sonnets:
62,,Sonnet I
63,,Sonnet II
64,,Sonnet III
65,,Sonnet IV
66,,Sonnet V
67,,Sonnet VI
68,,Sonnet VII
69,,Sonnet VIII
70,,Sonnet IX
71,,Sonnet X
72,,Sonnet XI
73,,Sonnet XII
74,,Sonnet XIII
75,,Sonnet XIV
76,,Sonnet XV
77,,Sonnet XVI
78,,Kyrenaikos
79,,Antinous
80,,Vivien
81,,I Loved . . .
82,,Virginibus Puerisque . . .
83,,With a Copy of Shakespeare's Sonnets on Leaving College
84,,Written in a Volume of the Comtesse de Noailles
85,,Coucy
86,,Tezcotzinco
87,,"The Old Lowe House, Staten Island"
88,,Oneata
89,,"On the Cliffs, Newport"
90,,To England at the Outbreak of the Balkan War
91,,"At the Tomb of Napoleon Before the Elections in America--November, 1912"
92,,
93,,The Rendezvous
94,,Do You Remember Once . . .
95,,The Bayadere
96,,Eudaemon
97,,Broceliande
98,,Lyonesse
99,,Tithonus
100,,An Ode to Antares
101,,
102,,
103,,Translations
104,,
105,,"Dante.  Inferno, Canto XXVI"
106,,"Ariosto.  Orlando Furioso, Canto X, 91-99"
107,,On a Theme in the Greek Anthology
108,,After an Epigram of Clement Marot
109,,
110,,
111,,Last Poems
112,,
113,,The Aisne (1914-15)
114,,Champagne (1914-15)
115,,The Hosts
116,,Maktoob
117,,I Have a Rendezvous with Death . . .
118,,
119,,Sonnets:
120,,- Sonnet I -
121,,- Sonnet II -
122,,- Sonnet III -
123,,- Sonnet IV -
124,,- Sonnet V -
125,,- Sonnet VI -
126,,- Sonnet VII -
127,,- Sonnet VIII -
128,,- Sonnet IX -
129,,- Sonnet X -
130,,- Sonnet XI -
131,,- Sonnet XII -
132,,
133,,Bellinglise
134,,Liebestod
135,,Resurgam
136,,A Message to America
137,,Introduction and Conclusion of a Long Poem
