,Poem Title,line
0,,
1,,
2,,E-text prepared by Al Haines
3,,
4,,
5,,
6,RHYMES OF THE ROOKIES,RHYMES OF THE ROOKIES
7,RHYMES OF THE ROOKIES,
8,RHYMES OF THE ROOKIES,Sunny Side of Soldier Service
9,RHYMES OF THE ROOKIES,
10,RHYMES OF THE ROOKIES,by
11,RHYMES OF THE ROOKIES,
12,W. E. CHRISTIAN,W. E. CHRISTIAN
13,W. E. CHRISTIAN,
14,W. E. CHRISTIAN,1917
15,W. E. CHRISTIAN,
16,W. E. CHRISTIAN,
17,W. E. CHRISTIAN,
18,W. E. CHRISTIAN,
19,W. E. CHRISTIAN,
20,W. E. CHRISTIAN,
21,W. E. CHRISTIAN,
22,W. E. CHRISTIAN,To the Colors
23,W. E. CHRISTIAN,
24,W. E. CHRISTIAN,Here's to the Red of the Firing Line;
25,W. E. CHRISTIAN,Here's to a World White-Free;
26,W. E. CHRISTIAN,Here's to the Blue of the Yankee Sign;
27,W. E. CHRISTIAN,Here's to Liberty!
28,W. E. CHRISTIAN,
29,--W. E. C,--W. E. C
30,--W. E. C,
31,--W. E. C,
32,--W. E. C,
33,--W. E. C,
34,--W. E. C,To
35,--W. E. C,
36,THEODORE ROOSEVELT,THEODORE ROOSEVELT
37,THEODORE ROOSEVELT,Colonel of the Rough Riders
38,THEODORE ROOSEVELT,
39,THEODORE ROOSEVELT,"Who, more than any other one man"
40,THEODORE ROOSEVELT,gives out
41,THEODORE ROOSEVELT,The Spirit and the Meaning
42,THEODORE ROOSEVELT,of the
43,AMERICAN SOLDIER,AMERICAN SOLDIER
44,AMERICAN SOLDIER,
45,AMERICAN SOLDIER,
46,AMERICAN SOLDIER,
47,AMERICAN SOLDIER,
48,CONTENTS,CONTENTS
49,CONTENTS,
50,MY BUNKIE,MY BUNKIE
51,OUR OFFICERS,OUR OFFICERS
52,PAY DAY,PAY DAY
53,THE ARMY GROUCH,THE ARMY GROUCH
54,WEANING TIME,WEANING TIME
55,"""HANDS ACROSS THE SEA""","""HANDS ACROSS THE SEA"""
56,THE HIKE,THE HIKE
57,A-B-C OF ARMY LIFE,A-B-C OF ARMY LIFE
58,A SOLDIER'S PRIMER,A SOLDIER'S PRIMER
59,THE TALE AND WAIL OF A ROOKIE,THE TALE AND WAIL OF A ROOKIE
60,A MARINE'S HYMN,A MARINE'S HYMN
61,HERE'S TO THE SIXTEENTH,HERE'S TO THE SIXTEENTH
62,HIKING IN THE PHILIPPINES,HIKING IN THE PHILIPPINES
63,THE MOUNTAIN BATTERY SONG,THE MOUNTAIN BATTERY SONG
64,THE CAVALRY SONG,THE CAVALRY SONG
65,THE RED GUIDON,THE RED GUIDON
66,THE CONSCRIPT,THE CONSCRIPT
67,THE SLACKER,THE SLACKER
68,PREPAREDNESS,PREPAREDNESS
69,"""BEANS""","""BEANS"""
