,Poem Title,line
0,,
1,,
2,,
3,,
4,,"Produced by David Edwards, John Campbell and the Online"
5,,Distributed Proofreading Team at http://www.pgdp.net (This
6,,file was produced from images generously made available
7,,by The Internet Archive)
8,,
9,,
10,,
11,,
12,,
13,,
14,,
15,,
16,,
17,TRANSCRIBER’S NOTE,TRANSCRIBER’S NOTE
18,TRANSCRIBER’S NOTE,
19,TRANSCRIBER’S NOTE,Italic text is denoted by _underscores_.
20,TRANSCRIBER’S NOTE,
21,TRANSCRIBER’S NOTE,Some minor changes are noted at the end of the book.
22,TRANSCRIBER’S NOTE,
23,TRANSCRIBER’S NOTE,
24,TRANSCRIBER’S NOTE,
25,TRANSCRIBER’S NOTE,
26,THE LAUGHING WILLOW,THE LAUGHING WILLOW
27,THE LAUGHING WILLOW,
28,OLIVER HERFORD,OLIVER HERFORD
29,OLIVER HERFORD,
30,OLIVER HERFORD,
31,OLIVER HERFORD,[Illustration: _Apropos de Rien_]
32,OLIVER HERFORD,
33,OLIVER HERFORD,
34,OLIVER HERFORD,
35,OLIVER HERFORD,
36,THE,THE
37,LAUGHING WILLOW,LAUGHING WILLOW
38,LAUGHING WILLOW,
39,VERSES AND PICTURES,VERSES AND PICTURES
40,VERSES AND PICTURES,
41,BY,BY
42,BY,
43,OLIVER HERFORD,OLIVER HERFORD
44,OLIVER HERFORD,
45,OLIVER HERFORD,"Author of “Artful Antics,” “The Child’s Primer of Natural"
46,OLIVER HERFORD,"History,” “Overheard in a Garden,” “Fairy Godmother-in-Law,”"
47,OLIVER HERFORD,“Astonishing Tale of a Pen and Ink
48,OLIVER HERFORD,"Puppet,” “The Confessions of a"
49,OLIVER HERFORD,"Caricaturist,” etc."
50,OLIVER HERFORD,
51,OLIVER HERFORD,[Illustration: (Publisher’s colophon)]
52,OLIVER HERFORD,
53,OLIVER HERFORD,
54,NEW YORK,NEW YORK
55,GEORGE H. DORAN COMPANY,GEORGE H. DORAN COMPANY
56,GEORGE H. DORAN COMPANY,
57,GEORGE H. DORAN COMPANY,
58,GEORGE H. DORAN COMPANY,
59,GEORGE H. DORAN COMPANY,
60,GEORGE H. DORAN COMPANY,"_Copyright, 1918,"
61,GEORGE H. DORAN COMPANY,By George H. Doran Company_
62,GEORGE H. DORAN COMPANY,
63,GEORGE H. DORAN COMPANY,
64,GEORGE H. DORAN COMPANY,_Printed in the United States of America_
65,GEORGE H. DORAN COMPANY,
66,GEORGE H. DORAN COMPANY,
67,GEORGE H. DORAN COMPANY,
68,GEORGE H. DORAN COMPANY,
69,TO PEG,TO PEG
70,TO PEG,
71,TO PEG,
72,TO PEG,"_Oh, should some power the giftie gie her"
73,TO PEG,"To see hersel’ as ithers see her,"
74,TO PEG,I’m thinking Peg would grow sae vain
75,TO PEG,He’d take the giftie back again._
76,TO PEG,
77,TO PEG,
78,TO PEG,
