,Poem Title,line
0,,
1,,
2,,
3,,
4,,"Produced by Brian Coe, Chuck Greif and the Online"
5,,Distributed Proofreading Team at http://www.pgdp.net (This
6,,file was produced from images generously made available
7,,by The Internet Archive)
8,,
9,,
10,,
11,,
12,,
13,,
14,,
15,,
16,,
17,,
18,HOW RIFLEMAN BROWN,HOW RIFLEMAN BROWN
19,CAME TO VALHALLA,CAME TO VALHALLA
20,CAME TO VALHALLA,
21,BY,BY
22,GILBERT FRANKAU,GILBERT FRANKAU
23,GILBERT FRANKAU,
24,NEW YORK,NEW YORK
25,FEDERAL PRINTING COMPANY,FEDERAL PRINTING COMPANY
26,FEDERAL PRINTING COMPANY,1916
27,FEDERAL PRINTING COMPANY,
28,FEDERAL PRINTING COMPANY,"Copyright, 1916"
29,FEDERAL PRINTING COMPANY,
30,FEDERAL PRINTING COMPANY,Gilbert Frankau
31,FEDERAL PRINTING COMPANY,
32,FEDERAL PRINTING COMPANY,_All rights reserved_
33,FEDERAL PRINTING COMPANY,
34,FEDERAL PRINTING COMPANY,
35,FEDERAL PRINTING COMPANY,
36,FEDERAL PRINTING COMPANY,
37,FEDERAL PRINTING COMPANY,How Rifleman Brown Came to Valhalla
38,FEDERAL PRINTING COMPANY,
39,FEDERAL PRINTING COMPANY,By GILBERT FRANKAU
40,FEDERAL PRINTING COMPANY,
41,FEDERAL PRINTING COMPANY,
42,FEDERAL PRINTING COMPANY,"To the lower Hall of Valhalla, to the heroes of no renown,"
43,FEDERAL PRINTING COMPANY,"Relieved from his spell at the listening-post, came Rifleman Joseph Brown."
44,FEDERAL PRINTING COMPANY,"With never a rent in his khaki, nor smear of blood on his face,"
45,FEDERAL PRINTING COMPANY,He flung his pack from his shoulders and made for an empty place.
46,FEDERAL PRINTING COMPANY,The Killer-men of Valhalla looked up from the banquet board
47,FEDERAL PRINTING COMPANY,"At the unfouled breech of his rifle, at the unfleshed point of his sword,"
48,FEDERAL PRINTING COMPANY,"And the unsung dead of the trenches, the kings who have never a crown,"
49,FEDERAL PRINTING COMPANY,Demanded his pass to Valhalla from Rifleman Joseph Brown.
50,FEDERAL PRINTING COMPANY,"“_Who comes, unhit, to the party?_” A one-legged Corporal spoke,"
51,FEDERAL PRINTING COMPANY,And the gashed heads nodded approval through the rings of the Endless
52,FEDERAL PRINTING COMPANY,Smoke.
53,FEDERAL PRINTING COMPANY,“_Who comes for the beer and the Woodbines of the never-closed Canteen_
54,FEDERAL PRINTING COMPANY,_With the barrack shine on his bayonet and a full-charged magazine?_”
55,FEDERAL PRINTING COMPANY,"Then Rifleman Brown looked round him at the nameless men of The Line,"
56,FEDERAL PRINTING COMPANY,"At the wounds of the shell and the bullet, at the burns of the bomb"
57,FEDERAL PRINTING COMPANY,and the mine;
58,FEDERAL PRINTING COMPANY,"At the khaki, virgin of medals but crimson-clotted of blood;"
