,Poem Title,line
0,,
1,,
2,,
3,,
4,,"Produced by Michael McDermott, from scans obtained at the"
5,,Internet Archive
6,,
7,,
8,,
9,,
10,,
11,,
12,,
13,,
14,,
15,,
16,,Trench Ballads and Other Verses
17,,
18,,
19,,
20,,
21,,
22,,[Portrait of Erwin Clarkson Garrett]
23,,
24,,Trench Ballads
25,,and Other Verses
26,,
27,,By
28,,Erwin Clarkson Garrett
29,,"Author of ""Army Ballads and Other Verses"""
30,,
31,PHILADELPHIA,PHILADELPHIA
32,THE JOHN C. WINSTON COMPANY,THE JOHN C. WINSTON COMPANY
33,THE JOHN C. WINSTON COMPANY,1919
34,THE JOHN C. WINSTON COMPANY,
35,THE JOHN C. WINSTON COMPANY,"Copyright, 1919,"
36,THE JOHN C. WINSTON COMPANY,by The John C. Winston Co.
37,THE JOHN C. WINSTON COMPANY,
38,THIS BOOK IS DEDICATED TO THE MEMORY OF,THIS BOOK IS DEDICATED TO THE MEMORY OF
39,"MY FATHER,","MY FATHER,"
40,"MY FATHER,","the late Captain George L. Garrett, of the Union"
41,"MY FATHER,","Army, during the Civil War"
42,AND TO,AND TO
43,"MY MOTHER,","MY MOTHER,"
44,"MY MOTHER,","whose lifelong devotion, unselfishness, tenderness"
45,"MY MOTHER,","and loyalty to me, as to all her family and"
46,"MY MOTHER,","friends, make this dedication a pleasure"
47,"MY MOTHER,",and a joy only commensurate
48,"MY MOTHER,",with my thought of her.
49,"MY MOTHER,",
50,"MY MOTHER,",
51,"MY MOTHER,",
52,"MY MOTHER,",
53,"MY MOTHER,",
54,PREFACE,PREFACE
55,PREFACE,
56,PREFACE,
57,PREFACE,
58,PREFACE,
59,PREFACE,"I have divided this book into three distinct parts. Part I, Trench"
60,PREFACE,"Ballads, consists of forty American soldier poems of America's"
61,PREFACE,"participation in the World War, 1917-19, based entirely on actual facts"
62,PREFACE,"and incidents, and almost exclusively on my own personal experiences and"
63,PREFACE,"observations, when a private in Company G, 16th Infantry, First"
64,PREFACE,"Division, of the American Expeditionary Forces in France. Part II,"
65,PREFACE,"Pre-war Poems, consists of three sets of verses written just before the"
66,PREFACE,"active entry of America in the war, and appertaining to, but not an"
67,PREFACE,"integral part of, it, and therefore grouped separately. Part III, Other"
68,PREFACE,"Poems, contains those of a general and non-military character."
69,PREFACE,
70,PREFACE,"It is highly desirable the ""Notes"" at the end of this volume should be"
71,PREFACE,"consulted, and that it be realized that with few exceptions, all these"
72,PREFACE,"Trench Ballads were written in France, many scribbled on odd pieces of"
73,PREFACE,"paper or on old envelopes in the trenches themselves, and consequently,"
74,PREFACE,"when present locality is intimated, it is always France, that is to say,"
75,PREFACE,from the standpoint that I am speaking in and from the seat of
76,PREFACE,"operations. For example, when I use the term ""over here,"" it really"
77,PREFACE,"means what the people at home in America would call ""over there."""
