,Poem Title,line
0,,
1,,
2,,
3,,
4,,Produced by David Widger
5,,
6,,
7,,
8,,
9,,
10,,"THE WORKS OF JOHN GREENLEAF WHITTIER, Volume IV. (of VII)"
11,,
12,PERSONAL POEMS,PERSONAL POEMS
13,PERSONAL POEMS,
14,PERSONAL POEMS,
15,PERSONAL POEMS,By John Greenleaf Whittier
16,PERSONAL POEMS,
17,PERSONAL POEMS,
18,CONTENTS,CONTENTS
19,CONTENTS,
20,PERSONAL POEMS,PERSONAL POEMS
21,A LAMENT,A LAMENT
22,TO THE MEMORY OF CHARLES B. STORRS,TO THE MEMORY OF CHARLES B. STORRS
23,LINES ON THE DEATH OF S. OLIVER TORREY,LINES ON THE DEATH OF S. OLIVER TORREY
24,"TO ----, WITH A COPY OF WOOLMAN'S JOURNAL","TO ----, WITH A COPY OF WOOLMAN'S JOURNAL"
25,LEGGETT'S MONUMENT,LEGGETT'S MONUMENT
26,"TO A FRIEND, ON HER RETURN FROM EUROPE","TO A FRIEND, ON HER RETURN FROM EUROPE"
27,LUCY HOOPER,LUCY HOOPER
28,FOLLEN,FOLLEN
29,TO J. P.,TO J. P.
30,CHALKLEY HALL,CHALKLEY HALL
31,GONE,GONE
32,TO RONGE,TO RONGE
33,CHANNING,CHANNING
34,TO MY FRIEND ON THE DEATH OF HIS SISTER,TO MY FRIEND ON THE DEATH OF HIS SISTER
35,DANIEL WHEELER,DANIEL WHEELER
36,TO FREDRIKA BREMER,TO FREDRIKA BREMER
37,TO AVIS KEENE,TO AVIS KEENE
38,THE HILL-TOP,THE HILL-TOP
39,ELLIOTT,ELLIOTT
40,ICHABOD,ICHABOD
41,THE LOST OCCASION,THE LOST OCCASION
42,WORDSWORTH,WORDSWORTH
43,TO ---- LINES WRITTEN AFTER A SUMMER DAY'S EXCURSION,TO ---- LINES WRITTEN AFTER A SUMMER DAY'S EXCURSION
44,IN PEACE,IN PEACE
45,BENEDICITE,BENEDICITE
46,KOSSUTH,KOSSUTH
47,TO MY OLD SCHOOLMASTER,TO MY OLD SCHOOLMASTER
48,THE CROSS,THE CROSS
49,THE HERO,THE HERO
50,RANTOUL,RANTOUL
51,WILLIAM FORSTER,WILLIAM FORSTER
52,TO CHARLES SUMNER,TO CHARLES SUMNER
53,BURNS,BURNS
54,TO GEORGE B. CHEEVER,TO GEORGE B. CHEEVER
55,TO JAMES T. FIELDS,TO JAMES T. FIELDS
56,THE MEMORY OF BURNS,THE MEMORY OF BURNS
57,IN REMEMBRANCE OF JOSEPH STURGER,IN REMEMBRANCE OF JOSEPH STURGER
58,BROWN OF OSSAWATOMIE,BROWN OF OSSAWATOMIE
59,NAPLES,NAPLES
60,A MEMORIAL,A MEMORIAL
61,BRYANT ON HIS BIRTHDAY,BRYANT ON HIS BIRTHDAY
62,THOMAS STARR KING,THOMAS STARR KING
