,Poem Title,line
0,,
1,,
2,,
3,,
4,,
5,,
6,,Ballads and Other Poems
7,,
8,,
9,,
10,,
11,BALLADS,BALLADS
12,AND,AND
13,OTHER POEMS,OTHER POEMS
14,OTHER POEMS,
15,BY,BY
16,GEORGE LANSING RAYMOND,GEORGE LANSING RAYMOND
17,GEORGE LANSING RAYMOND,
18,"_FOURTH EDITION, REVISED_","_FOURTH EDITION, REVISED_"
19,"_FOURTH EDITION, REVISED_",
20,G. P. PUTNAM’S SONS,G. P. PUTNAM’S SONS
21,NEW YORK AND LONDON,NEW YORK AND LONDON
22,NEW YORK AND LONDON,The Knickerbocker Press
23,NEW YORK AND LONDON,
24,“BALLADS OF THE REVOLUTION”,“BALLADS OF THE REVOLUTION”
25,"COPYRIGHT, 1886","COPYRIGHT, 1886"
26,BY,BY
27,GEORGE LANSING RAYMOND,GEORGE LANSING RAYMOND
28,GEORGE LANSING RAYMOND,
29,“SKETCHES IN SONG”,“SKETCHES IN SONG”
30,"COPYRIGHT, 1887","COPYRIGHT, 1887"
31,BY,BY
32,GEORGE LANSING RAYMOND,GEORGE LANSING RAYMOND
33,GEORGE LANSING RAYMOND,
34,"THIRD EDITION, COPYRIGHT, 1908","THIRD EDITION, COPYRIGHT, 1908"
35,BY,BY
36,GEORGE LANSING RAYMOND,GEORGE LANSING RAYMOND
37,GEORGE LANSING RAYMOND,
38,"FOURTH EDITION, COPYRIGHT, 1916","FOURTH EDITION, COPYRIGHT, 1916"
39,BY,BY
40,GEORGE LANSING RAYMOND,GEORGE LANSING RAYMOND
41,GEORGE LANSING RAYMOND,
42,GEORGE LANSING RAYMOND,[Illustration]
43,GEORGE LANSING RAYMOND,
44,GEORGE LANSING RAYMOND,Made in the United States of America
45,GEORGE LANSING RAYMOND,
46,GEORGE LANSING RAYMOND,
47,GEORGE LANSING RAYMOND,
48,GEORGE LANSING RAYMOND,
49,CONTENTS.,CONTENTS.
50,CONTENTS.,
51,CONTENTS.,
52,PAGE,PAGE
53,PAGE,
54,_BALLADS OF THE REVOLUTION._,_BALLADS OF THE REVOLUTION._
55,_BALLADS OF THE REVOLUTION._,
56,OUR FIRST BREAK WITH THE BRITISH                                     3,OUR FIRST BREAK WITH THE BRITISH                                     3
57,OUR FIRST BREAK WITH THE BRITISH                                     3,
58,THE LAST CRUISE OF THE GASPEE                                       22,THE LAST CRUISE OF THE GASPEE                                       22
59,THE LAST CRUISE OF THE GASPEE                                       22,
60,THE LEBANON BOYS IN BOSTON                                          37,THE LEBANON BOYS IN BOSTON                                          37
61,THE LEBANON BOYS IN BOSTON                                          37,
62,THE CROWN’S FIGHT AGAINST THE TOWN’S RIGHT                          55,THE CROWN’S FIGHT AGAINST THE TOWN’S RIGHT                          55
63,THE CROWN’S FIGHT AGAINST THE TOWN’S RIGHT                          55,
