,Poem Title,line
0,,
1,,
2,,"E-text prepared by Larry B. Harrison, Paul Marshall, and the Online"
3,,Distributed Proofreading Team (http://www.pgdp.net) from page images
4,,generously made available by HathiTrust Digital Library
5,,(https://www.hathitrust.org)
6,,
7,,
8,,
9,,Note: Images of the original pages are available through
10,,HathiTrust Digital Library. See
11,,https://babel.hathitrust.org/cgi/pt?id=nnc1.0114481022;view=1up;seq=5
12,,
13,,
14,,Transcriber’s note:
15,,
16,,Text enclosed by underscores is in italics (_italics_).
17,,
18,,Small capitals have been converted to SOLID capitals.
19,,
20,,
21,,
22,,
23,,
24,"ALHALLA, OR THE LORD OF TALLADEGA.","ALHALLA, OR THE LORD OF TALLADEGA."
25,"ALHALLA, OR THE LORD OF TALLADEGA.",
26,"ALHALLA, OR THE LORD OF TALLADEGA.",A Tale of the Creek War.
27,"ALHALLA, OR THE LORD OF TALLADEGA.","With Some Selected Miscellanies,"
28,"ALHALLA, OR THE LORD OF TALLADEGA.",Chiefly of Early Date.
29,"ALHALLA, OR THE LORD OF TALLADEGA.",
30,"ALHALLA, OR THE LORD OF TALLADEGA.",by
31,"ALHALLA, OR THE LORD OF TALLADEGA.",
32,HENRY ROWE COLCRAFT.,HENRY ROWE COLCRAFT.
33,HENRY ROWE COLCRAFT.,
34,HENRY ROWE COLCRAFT.,
35,HENRY ROWE COLCRAFT.,
36,HENRY ROWE COLCRAFT.,
37,HENRY ROWE COLCRAFT.,
38,HENRY ROWE COLCRAFT.,
39,HENRY ROWE COLCRAFT.,New-York and London:
40,HENRY ROWE COLCRAFT.,Wiley and Putnam.
41,MDCCCXLIII.,MDCCCXLIII.
42,MDCCCXLIII.,
43,MDCCCXLIII.,"Entered according to Act of Congress, in the year 1843,"
44,MDCCCXLIII.,"by Henry Rowe Colcraft,"
45,MDCCCXLIII.,in the Clerk’s Office of the District Court of the
46,MDCCCXLIII.,Southern District of New-York.
47,MDCCCXLIII.,
48,MDCCCXLIII.,"John F. Trow, Printer,"
49,MDCCCXLIII.,33 Ann-street.
50,MDCCCXLIII.,
51,MDCCCXLIII.,
52,MDCCCXLIII.,
53,MDCCCXLIII.,
54,"TO WILLIAM CULLEN BRYANT, ESQ. OF NEW-YORK.","TO WILLIAM CULLEN BRYANT, ESQ. OF NEW-YORK."
55,"TO WILLIAM CULLEN BRYANT, ESQ. OF NEW-YORK.",
56,"TO WILLIAM CULLEN BRYANT, ESQ. OF NEW-YORK.",
57,"TO WILLIAM CULLEN BRYANT, ESQ. OF NEW-YORK.",SIR:—Whatever may be the particular estimate set upon the intellectual
58,"TO WILLIAM CULLEN BRYANT, ESQ. OF NEW-YORK.","character of the American aborigines, or the decision had on the"
59,"TO WILLIAM CULLEN BRYANT, ESQ. OF NEW-YORK.","perplexing question of their remote origin, or their actual and varying"
