,Poem Title,line
0,,
1,,
2,,
3,,
4,,This eBook was produced by David Widger
5,,
6,,
7,,
8,,
9,,
10,PERSONAL POEMS,PERSONAL POEMS
11,PERSONAL POEMS,
12,BY,BY
13,BY,
14,JOHN GREENLEAF WHITTIER,JOHN GREENLEAF WHITTIER
15,JOHN GREENLEAF WHITTIER,
16,JOHN GREENLEAF WHITTIER,
17,CONTENTS:,CONTENTS:
18,CONTENTS:,
19,THE CROSS,THE CROSS
20,THE HERO,THE HERO
21,RANTOUL,RANTOUL
22,WILLIAM FORSTER,WILLIAM FORSTER
23,TO CHARLES SUMNER,TO CHARLES SUMNER
24,BURNS,BURNS
25,TO GEORGE B. CHEEVER,TO GEORGE B. CHEEVER
26,TO JAMES T. FIELDS,TO JAMES T. FIELDS
27,THE MEMORY OF BURNS,THE MEMORY OF BURNS
28,IN REMEMBRANCE OF JOSEPH STURGER,IN REMEMBRANCE OF JOSEPH STURGER
29,BROWN OF OSSAWATOMIE,BROWN OF OSSAWATOMIE
30,NAPLES,NAPLES
31,A MEMORIAL,A MEMORIAL
32,BRYANT ON HIS BIRTHDAY,BRYANT ON HIS BIRTHDAY
33,THOMAS STARR KING,THOMAS STARR KING
34,LINES ON A FLY-LEAF,LINES ON A FLY-LEAF
35,GEORGE L. STEARNS,GEORGE L. STEARNS
36,GARIBALDI,GARIBALDI
37,TO LYDIA MARIA CHILD,TO LYDIA MARIA CHILD
38,THE SINGER,THE SINGER
39,HOW MARY GREW,HOW MARY GREW
40,SUMNER,SUMNER
41,THIERS,THIERS
42,FITZ-GREENE HALLECK,FITZ-GREENE HALLECK
43,WILLIAM FRANCIS BARTLETT,WILLIAM FRANCIS BARTLETT
44,BAYARD TAYLOR,BAYARD TAYLOR
45,OUR AUTOCRAT,OUR AUTOCRAT
46,WITHIN THE GATE,WITHIN THE GATE
47,IN MEMORY: JAMES T. FIELDS,IN MEMORY: JAMES T. FIELDS
48,WILSON,WILSON
49,THE POET AND THE CHILDREN,THE POET AND THE CHILDREN
50,A WELCOME TO LOWELL,A WELCOME TO LOWELL
51,AN ARTIST OF THE BEAUTIFUL,AN ARTIST OF THE BEAUTIFUL
52,MULFORD,MULFORD
53,TO A CAPE ANN SCHOONER,TO A CAPE ANN SCHOONER
54,SAMUEL J. TILDEN,SAMUEL J. TILDEN
55,SAMUEL J. TILDEN,
56,SAMUEL J. TILDEN,
57,THE CROSS.,THE CROSS.
58,THE CROSS.,
59,THE CROSS.,"Richard Dillingham, a young member of the Society of Friends, died"
60,THE CROSS.,"in the Nashville penitentiary, where he was confined for the act of"
61,THE CROSS.,aiding the escape of fugitive slaves.
62,THE CROSS.,
63,THE CROSS.,"""The cross, if rightly borne, shall be"
64,THE CROSS.,"No burden, but support to thee;"""
65,THE CROSS.,"So, moved of old time for our sake,"
