,Poem Title,line
0,,
1,,
2,,
3,,
4,,This eBook was produced by David Widger
5,,
6,,
7,,
8,,
9,,
10,AT SUNDOWN,AT SUNDOWN
11,AT SUNDOWN,
12,BY,BY
13,BY,
14,JOHN GREENLEAF WHITTIER,JOHN GREENLEAF WHITTIER
15,JOHN GREENLEAF WHITTIER,
16,JOHN GREENLEAF WHITTIER,
17,JOHN GREENLEAF WHITTIER,
18,JOHN GREENLEAF WHITTIER,
19,AT SUNDOWN.,AT SUNDOWN.
20,TO E. C. S.,TO E. C. S.
21,THE CHRISTMAS OF 1888.,THE CHRISTMAS OF 1888.
22,THE VOW OF WASHINGTON,THE VOW OF WASHINGTON
23,THE CAPTAIN'S WELL,THE CAPTAIN'S WELL
24,AN OUTDOOR RECEPTION,AN OUTDOOR RECEPTION
25,"R. S. S., AT DEER ISLAND ON THE MERRIMAC","R. S. S., AT DEER ISLAND ON THE MERRIMAC"
26,BURNING DRIFT-WOOD.,BURNING DRIFT-WOOD.
27,O. W. HOLMES ON HIS EIGHTIETH BIRTHDAY,O. W. HOLMES ON HIS EIGHTIETH BIRTHDAY
28,JAMES RUSSELL LOWELL,JAMES RUSSELL LOWELL
29,HAVERHILL. 1640-1890,HAVERHILL. 1640-1890
30,TO G. G.,TO G. G.
31,"PRESTON POWERS, INSCRIPTION FOR BASS-RELIEF","PRESTON POWERS, INSCRIPTION FOR BASS-RELIEF"
32,"LYDIA H. SIGOURNEY, INSCRIPTION ON TABLET","LYDIA H. SIGOURNEY, INSCRIPTION ON TABLET"
33,"MILTON, ON MEMORIAL WINDOW","MILTON, ON MEMORIAL WINDOW"
34,THE BIRTHDAY WREATH,THE BIRTHDAY WREATH
35,THE WIND OF MARCH,THE WIND OF MARCH
36,BETWEEN THE GATES,BETWEEN THE GATES
37,THE LAST EVE OF SUMMER,THE LAST EVE OF SUMMER
38,THE LAST EVE OF SUMMER,"TO OLIVER WENDELL HOLMES, 8TH Mo. 29TH, 1892"
39,THE LAST EVE OF SUMMER,
40,THE LAST EVE OF SUMMER,
41,THE LAST EVE OF SUMMER,
42,AT SUNDOWN,AT SUNDOWN
43,AT SUNDOWN,
44,TO  E. C. S.,TO  E. C. S.
45,TO  E. C. S.,
46,TO  E. C. S.,"Poet and friend of poets, if thy glass"
47,TO  E. C. S.,"Detects no flower in winter's tuft of grass,"
48,TO  E. C. S.,Let this slight token of the debt I owe
49,TO  E. C. S.,"Outlive for thee December's frozen day,"
50,TO  E. C. S.,"And, like the arbutus budding under snow,"
51,TO  E. C. S.,Take bloom and fragrance from some morn of May
52,TO  E. C. S.,When he who gives it shall have gone the way
53,TO  E. C. S.,Where faith shall see and reverent trust shall know.
54,TO  E. C. S.,
55,TO  E. C. S.,
56,THE CHRISTMAS OF 1888.,THE CHRISTMAS OF 1888.
57,THE CHRISTMAS OF 1888.,
