,Poem Title,line
0,,
1,,
2,,
3,,
4,,"Produced by David Starner, Suzanne Lybarger and the Online"
5,,Distributed Proofreading Team at http://www.pgdp.net
6,,
7,,
8,,
9,,
10,,
11,,
12,,+------------------------------------------------------------+
13,,| Transcriber's Note:                                        |
14,,|                                                            |
15,,| Obvious typographical errors have been corrected in        |
16,,"| this text. For a complete list, please see the bottom of   |"
17,,| this document.                                             |
18,,+------------------------------------------------------------+
19,,
20,,
21,,
22,,
23,MODERN BRITISH,MODERN BRITISH
24,POETRY,POETRY
25,POETRY,
26,EDITED BY,EDITED BY
27,LOUIS UNTERMEYER,LOUIS UNTERMEYER
28,LOUIS UNTERMEYER,
29,LOUIS UNTERMEYER,"Author of ""_Challenge_,"" ""_Including Horace_,"""
30,LOUIS UNTERMEYER,"""_Modern American Poetry_,"" etc."
31,LOUIS UNTERMEYER,
32,LOUIS UNTERMEYER,
33,NEW YORK,NEW YORK
34,NEW YORK,
35,"HARCOURT, BRACE & COMPANY","HARCOURT, BRACE & COMPANY"
36,"HARCOURT, BRACE & COMPANY",
37,"COPYRIGHT, 1920, BY","COPYRIGHT, 1920, BY"
38,"HARCOURT, BRACE AND HOWE, INC.","HARCOURT, BRACE AND HOWE, INC."
39,"HARCOURT, BRACE AND HOWE, INC.",
40,PRINTED IN THE U. S. A. BY,PRINTED IN THE U. S. A. BY
41,THE QUINN & BODEN COMPANY,THE QUINN & BODEN COMPANY
42,"RAHWAY, N. J.","RAHWAY, N. J."
43,"RAHWAY, N. J.",
44,"RAHWAY, N. J.",
45,"RAHWAY, N. J.",
46,"RAHWAY, N. J.",
47,ACKNOWLEDGMENTS,ACKNOWLEDGMENTS
48,ACKNOWLEDGMENTS,
49,ACKNOWLEDGMENTS,
50,ACKNOWLEDGMENTS,"For permission to reprint the material in this volume, the editor"
51,ACKNOWLEDGMENTS,"wishes, first of all, to acknowledge his debt to those poets whose"
52,ACKNOWLEDGMENTS,co-operation has been of such assistance not only in finally
53,ACKNOWLEDGMENTS,"determining upon the choice of their poems, but in collecting dates,"
54,ACKNOWLEDGMENTS,"biographical data, etc. Secondly, he wishes to thank the publishers,"
55,ACKNOWLEDGMENTS,most of whom are holders of the copyrights. The latter indebtedness is
56,ACKNOWLEDGMENTS,specifically acknowledged to:
57,ACKNOWLEDGMENTS,
58,ACKNOWLEDGMENTS,"DOUBLEDAY, PAGE & COMPANY and A. P. WATT & SON--"
59,ACKNOWLEDGMENTS,
60,ACKNOWLEDGMENTS,"For ""The Return"" from _The Five Nations_ and for ""An"
61,ACKNOWLEDGMENTS,"Astrologer's Song"" from _Rewards and Fairies_ by Rudyard"
62,ACKNOWLEDGMENTS,Kipling. Thanks also are due to Mr. Kipling himself for
63,ACKNOWLEDGMENTS,personal permission to reprint these poems.
64,ACKNOWLEDGMENTS,
