,Poem Title,line
0,,
1,,
2,,
3,,
4,,"Produced by Larry B. Harrison, Chuck Greif and the Online"
5,,Distributed Proofreading Team at http://www.pgdp.net (This
6,,file was produced from images generously made available
7,,by The Internet Archive)
8,,
9,,
10,,
11,,
12,,
13,,
14,,
15,,
16,,
17,,
18,,Purcell Ode
19,,
20,,And Other Poems
21,,
22,,
23,,
24,,
25,,Purcell Ode
26,,
27,,And Other Poems
28,,
29,,By
30,,Robert Bridges
31,,
32,,[Illustration: colophon]
33,,
34,,Chicago
35,,Way & Williams
36,,1896
37,,
38,,
39,COPYRIGHT,COPYRIGHT
40,BY WAY & WILLIAMS,BY WAY & WILLIAMS
41,BY WAY & WILLIAMS,
42,MDCCCXCVI,MDCCCXCVI
43,MDCCCXCVI,
44,MDCCCXCVI,University Press:
45,"JOHN WILSON AND SON, CAMBRIDGE, U. S. A.","JOHN WILSON AND SON, CAMBRIDGE, U. S. A."
46,"JOHN WILSON AND SON, CAMBRIDGE, U. S. A.",
47,"JOHN WILSON AND SON, CAMBRIDGE, U. S. A.",
48,"JOHN WILSON AND SON, CAMBRIDGE, U. S. A.",
49,"JOHN WILSON AND SON, CAMBRIDGE, U. S. A.",Two Hundred Copies printed on Van Gelder paper.
50,"JOHN WILSON AND SON, CAMBRIDGE, U. S. A.",
51,"JOHN WILSON AND SON, CAMBRIDGE, U. S. A.",
52,"JOHN WILSON AND SON, CAMBRIDGE, U. S. A.",
53,"JOHN WILSON AND SON, CAMBRIDGE, U. S. A.",
54,CONTENTS,CONTENTS
55,CONTENTS,
56,CONTENTS,
57,PAGE,PAGE
58,PAGE,
59,ODE TO MUSIC                29,ODE TO MUSIC                29
60,ODE TO MUSIC                29,
61,THE FAIR BRASS              42,THE FAIR BRASS              42
62,THE FAIR BRASS              42,
63,NOVEMBER                    45,NOVEMBER                    45
64,NOVEMBER                    45,
65,THE SOUTH WIND              49,THE SOUTH WIND              49
66,THE SOUTH WIND              49,
67,WINTER NIGHTFALL            53,WINTER NIGHTFALL            53
68,WINTER NIGHTFALL            53,
69,WINTER NIGHTFALL            53,
70,WINTER NIGHTFALL            53,
71,WINTER NIGHTFALL            53,
72,PREFACE,PREFACE
73,PREFACE,
74,PREFACE,
75,PREFACE,The words of the Ode as here given differ slightly from those which
76,PREFACE,"appeared with Dr. Parry’s Cantata, sung at the Leeds Festival and at the"
77,PREFACE,Purcell Commemoration in London last year.
78,PREFACE,
79,PREFACE,"Since the poem was never perfected as a musical ode,--and I was not in"
80,PREFACE,"every particular responsible for it,--I have tried to make it more"
81,PREFACE,"presentable to readers, and in so doing have disregarded somewhat its"
82,PREFACE,"original intention. But it must still ask indulgence, because it still"
83,PREFACE,betrays the liberties and restrictions which seemed to me proper in an
84,PREFACE,attempt to meet the requirements of modern music.
85,PREFACE,
