,Poem Title,line
0,,
1,,
2,,
3,,
4,,Produced by Richard Adicks
5,,
6,,
7,,
8,,
9,,
10,DRAMATIC ROMANCES,DRAMATIC ROMANCES
11,DRAMATIC ROMANCES,
12,FROM THE POETIC WORKS OF ROBERT BROWNING,FROM THE POETIC WORKS OF ROBERT BROWNING
13,FROM THE POETIC WORKS OF ROBERT BROWNING,
14,FROM THE POETIC WORKS OF ROBERT BROWNING,By Robert Browning
15,FROM THE POETIC WORKS OF ROBERT BROWNING,
16,FROM THE POETIC WORKS OF ROBERT BROWNING,
17,FROM THE POETIC WORKS OF ROBERT BROWNING,Introduction and Notes: Charlotte Porter and Helen A. Clarke
18,FROM THE POETIC WORKS OF ROBERT BROWNING,
19,FROM THE POETIC WORKS OF ROBERT BROWNING,From the edition of Browning's poems published by Thomas Y. Crowell and
20,FROM THE POETIC WORKS OF ROBERT BROWNING,"Company, New York, in 1898."
21,FROM THE POETIC WORKS OF ROBERT BROWNING,
22,FROM THE POETIC WORKS OF ROBERT BROWNING,
23,FROM THE POETIC WORKS OF ROBERT BROWNING,Editing conventions:
24,FROM THE POETIC WORKS OF ROBERT BROWNING,
25,FROM THE POETIC WORKS OF ROBERT BROWNING,"Stanza and section numbers have been moved to the left margin, and"
26,FROM THE POETIC WORKS OF ROBERT BROWNING,periods that follow them have been removed.
27,FROM THE POETIC WORKS OF ROBERT BROWNING,
28,FROM THE POETIC WORKS OF ROBERT BROWNING,Periods have been omitted after Roman numerals in the titles of popes
29,FROM THE POETIC WORKS OF ROBERT BROWNING,and nobles.
30,FROM THE POETIC WORKS OF ROBERT BROWNING,
31,FROM THE POETIC WORKS OF ROBERT BROWNING,Quotation marks have been left only at the beginning and end of a
32,FROM THE POETIC WORKS OF ROBERT BROWNING,"multi-line quotation, and at the beginning of each stanza within the"
33,FROM THE POETIC WORKS OF ROBERT BROWNING,"quotation, instead of at the beginning of every line, as in the printed"
34,FROM THE POETIC WORKS OF ROBERT BROWNING,text.
35,FROM THE POETIC WORKS OF ROBERT BROWNING,
36,FROM THE POETIC WORKS OF ROBERT BROWNING,
37,FROM THE POETIC WORKS OF ROBERT BROWNING,
38,CONTENTS,CONTENTS
39,CONTENTS,
40,CONTENTS,Introduction
41,CONTENTS,Incident of the French Camp
42,CONTENTS,The Patriot
43,CONTENTS,My Last Duchess
44,CONTENTS,Count Gismond
45,CONTENTS,The Boy and the Angel
46,CONTENTS,Instans Tyrannus
47,CONTENTS,Mesmerism
48,CONTENTS,The Glove
49,CONTENTS,Time's Revenges
50,CONTENTS,The Italian in England
51,CONTENTS,The Englishman in Italy
52,CONTENTS,In a Gondola
53,CONTENTS,Waring
54,CONTENTS,The Twins
55,CONTENTS,A Light Woman
56,CONTENTS,The Last Ride Together
57,CONTENTS,The Pied Piper of Hamelin:  A Child's Story
