,Poem Title,line
0,,
1,,
2,,
3,,
4,,"Produced by Chuck Greif, deaurider and the Online"
5,,Distributed Proofreading Team at http://www.pgdp.net (This
6,,file was produced from images generously made available
7,,by The Internet Archive)
8,,
9,,
10,,
11,,
12,,
13,,
14,,
15,,
16,,
17,DAGONET DITTIES,DAGONET DITTIES
18,DAGONET DITTIES,
19,WORKS BY GEORGE R. SIMS.,WORKS BY GEORGE R. SIMS.
20,WORKS BY GEORGE R. SIMS.,
21,WORKS BY GEORGE R. SIMS.,
22,WORKS BY GEORGE R. SIMS.,"_Post 8vo., illustrated boards_, =2s.= _each; cloth limp_, =2s. 6d.= _each_."
23,WORKS BY GEORGE R. SIMS.,
24,=ROGUES AND VAGABONDS.=,=ROGUES AND VAGABONDS.=
25,=ROGUES AND VAGABONDS.=,
26,=THE RING O’ BELLS.=,=THE RING O’ BELLS.=
27,=THE RING O’ BELLS.=,
28,=MARY JANE’S MEMOIRS.=,=MARY JANE’S MEMOIRS.=
29,=MARY JANE’S MEMOIRS.=,
30,=MARY JANE MARRIED.=,=MARY JANE MARRIED.=
31,=MARY JANE MARRIED.=,
32,=TALES OF TO-DAY.=,=TALES OF TO-DAY.=
33,=TALES OF TO-DAY.=,
34,=TALES OF TO-DAY.=,=DRAMAS OF LIFE.= With 60 Illustrations.
35,=TALES OF TO-DAY.=,
36,=TALES OF TO-DAY.=,=TINKLETOP’S CRIME.= With a Frontispiece by MAURICE GREIFFENHAGEN.
37,=TALES OF TO-DAY.=,
38,=TALES OF TO-DAY.=,
39,=TALES OF TO-DAY.=,"_Crown 8vo., picture cover_, =1s.= _each; cloth_, =1s. 6d.= _each_."
40,=TALES OF TO-DAY.=,
41,=TALES OF TO-DAY.=,=HOW THE POOR LIVE=; and =HORRIBLE LONDON=.
42,=TALES OF TO-DAY.=,
43,=TALES OF TO-DAY.=,=THE DAGONET RECITER AND READER=: being Readings and Recitations in
44,=TALES OF TO-DAY.=,"Prose and Verse, selected from his own Works by GEORGE R. SIMS."
45,=TALES OF TO-DAY.=,
46,THE CASE OF GEORGE CANDLEMAS.,THE CASE OF GEORGE CANDLEMAS.
47,THE CASE OF GEORGE CANDLEMAS.,
48,THE CASE OF GEORGE CANDLEMAS.,
49,"LONDON: CHATTO & WINDUS, 214, PICCADILLY, W.","LONDON: CHATTO & WINDUS, 214, PICCADILLY, W."
50,"LONDON: CHATTO & WINDUS, 214, PICCADILLY, W.",
51,"LONDON: CHATTO & WINDUS, 214, PICCADILLY, W.",
52,"LONDON: CHATTO & WINDUS, 214, PICCADILLY, W.",
53,"LONDON: CHATTO & WINDUS, 214, PICCADILLY, W.",
54,DAGONET DITTIES,DAGONET DITTIES
55,DAGONET DITTIES,
56,DAGONET DITTIES,
57,[_FROM ‘THE REFEREE’_],[_FROM ‘THE REFEREE’_]
