,Poem Title,line
0,,
1,,
2,,"Transcribed from the 1883 Chatto & Windus edition by David Price, email"
3,,ccx074@pglaf.org
4,,
5,,
6,,
7,,
8,,
9,A CENTURY OF ROUNDELS,A CENTURY OF ROUNDELS
10,A CENTURY OF ROUNDELS,
11,A CENTURY OF ROUNDELS,
12,BY,BY
13,ALGERNON CHARLES SWINBURNE,ALGERNON CHARLES SWINBURNE
14,ALGERNON CHARLES SWINBURNE,
15,ALGERNON CHARLES SWINBURNE,[Picture: Decorative graphic]
16,ALGERNON CHARLES SWINBURNE,
17,_SECOND EDITION_,_SECOND EDITION_
18,_SECOND EDITION_,
19,_SECOND EDITION_,London
20,"CHATTO & WINDUS, PICCADILLY","CHATTO & WINDUS, PICCADILLY"
21,"CHATTO & WINDUS, PICCADILLY",1883
22,"CHATTO & WINDUS, PICCADILLY",
23,"CHATTO & WINDUS, PICCADILLY",[_All rights reserved_]
24,"CHATTO & WINDUS, PICCADILLY",
25,"CHATTO & WINDUS, PICCADILLY",* * * * *
26,"CHATTO & WINDUS, PICCADILLY",
27,LONDON: PRINTED BY,LONDON: PRINTED BY
28,"SPOTTISWOODE AND CO., NEW-STREET SQUARE","SPOTTISWOODE AND CO., NEW-STREET SQUARE"
29,AND PARLIAMENT STREET,AND PARLIAMENT STREET
30,AND PARLIAMENT STREET,
31,AND PARLIAMENT STREET,* * * * *
32,AND PARLIAMENT STREET,
33,AND PARLIAMENT STREET,
34,AND PARLIAMENT STREET,
35,AND PARLIAMENT STREET,
36,DEDICATION,DEDICATION
37,TO,TO
38,CHRISTINA G. ROSSETTI,CHRISTINA G. ROSSETTI
39,CHRISTINA G. ROSSETTI,
40,CHRISTINA G. ROSSETTI,
41,CHRISTINA G. ROSSETTI,"SONGS light as these may sound, though deep and strong"
42,CHRISTINA G. ROSSETTI,"The heart spake through them, scarce should hope to please"
43,CHRISTINA G. ROSSETTI,Ears tuned to strains of loftier thoughts than throng
44,CHRISTINA G. ROSSETTI,Songs light as these.
45,CHRISTINA G. ROSSETTI,
46,CHRISTINA G. ROSSETTI,"Yet grace may set their sometime doubt at ease,"
47,CHRISTINA G. ROSSETTI,Nor need their too rash reverence fear to wrong
48,CHRISTINA G. ROSSETTI,The shrine it serves at and the hope it sees.
49,CHRISTINA G. ROSSETTI,
50,CHRISTINA G. ROSSETTI,For childlike loves and laughters thence prolong
51,CHRISTINA G. ROSSETTI,"Notes that bid enter, fearless as the breeze,"
52,CHRISTINA G. ROSSETTI,"Even to the shrine of holiest-hearted song,"
53,CHRISTINA G. ROSSETTI,Songs light as these.
54,CHRISTINA G. ROSSETTI,
55,CHRISTINA G. ROSSETTI,
56,CHRISTINA G. ROSSETTI,
57,CHRISTINA G. ROSSETTI,
58,CONTENTS.,CONTENTS.
59,CONTENTS.,
60,PAGE,PAGE
