,Poem Title,line
0,,
1,,
2,,
3,,
4,,
5,,
6,POEMS OF ARTHUR HUGH CLOUGH,POEMS OF ARTHUR HUGH CLOUGH
7,POEMS OF ARTHUR HUGH CLOUGH,
8,POEMS OF ARTHUR HUGH CLOUGH,[Illustration]
9,POEMS OF ARTHUR HUGH CLOUGH,
10,POEMS OF ARTHUR HUGH CLOUGH,[Illustration]
11,POEMS OF ARTHUR HUGH CLOUGH,
12,POEMS OF ARTHUR HUGH CLOUGH,
13,POEMS OF ARTHUR HUGH CLOUGH,
14,POEMS OF ARTHUR HUGH CLOUGH,
15,POEMS OF ARTHUR HUGH CLOUGH,[Illustration: _Engraved by C. H. Jeens._]
16,POEMS OF ARTHUR HUGH CLOUGH,
17,POEMS OF ARTHUR HUGH CLOUGH,
18,POEMS OF ARTHUR HUGH CLOUGH,
19,POEMS OF ARTHUR HUGH CLOUGH,
20,POEMS,POEMS
21,OF,OF
22,ARTHUR HUGH CLOUGH,ARTHUR HUGH CLOUGH
23,ARTHUR HUGH CLOUGH,
24,SOMETIME FELLOW OF ORIEL COLLEGE,SOMETIME FELLOW OF ORIEL COLLEGE
25,OXFORD,OXFORD
26,OXFORD,
27,OXFORD,London
28,"MACMILLAN AND CO., LIMITED","MACMILLAN AND CO., LIMITED"
29,NEW YORK: THE MACMILLAN COMPANY,NEW YORK: THE MACMILLAN COMPANY
30,NEW YORK: THE MACMILLAN COMPANY,1898
31,NEW YORK: THE MACMILLAN COMPANY,
32,NEW YORK: THE MACMILLAN COMPANY,First published elsewhere. First printed for MACMILLAN & CO.
33,NEW YORK: THE MACMILLAN COMPANY,"1891. Reprinted 1895, 1898."
34,NEW YORK: THE MACMILLAN COMPANY,
35,NEW YORK: THE MACMILLAN COMPANY,
36,NEW YORK: THE MACMILLAN COMPANY,
37,NEW YORK: THE MACMILLAN COMPANY,
38,CONTENTS.,CONTENTS.
39,CONTENTS.,
40,CONTENTS.,
41,PAGE,PAGE
42,PAGE,
43,EARLY POEMS.,EARLY POEMS.
44,EARLY POEMS.,
45,EARLY POEMS.,An Evening Walk in Spring                                          3
46,EARLY POEMS.,
47,EARLY POEMS.,An Incident                                                        5
48,EARLY POEMS.,
49,EARLY POEMS.,The Thread of Truth                                                6
50,EARLY POEMS.,
51,EARLY POEMS.,Revival                                                            7
52,EARLY POEMS.,
53,EARLY POEMS.,The Shady Lane                                                     8
54,EARLY POEMS.,
55,EARLY POEMS.,The Higher Courage                                                 9
56,EARLY POEMS.,
57,EARLY POEMS.,Written on a Bridge                                               10
58,EARLY POEMS.,
59,EARLY POEMS.,A River Pool                                                      10
60,EARLY POEMS.,
61,EARLY POEMS.,In a Lecture-Room                                                 11
62,EARLY POEMS.,
63,EARLY POEMS.,‘Blank Misgivings of a Creature moving about in Worlds not
64,EARLY POEMS.,realised’                                                       12
