,Poem Title,line
0,,
1,,
2,,
3,,
4,,"Produced by Thierry Alberto, Henry Craig, Katherine Ward"
5,,and the Online Distributed Proofreading Team at
6,,https://www.pgdp.net
7,,
8,,
9,,
10,,
11,,
12,,The Poetical Works
13,,of
14,,Elizabeth Barrett Browning
15,,
16,,_In Six Volumes_
17,,
18,,Vol. IV.
19,,
20,,
21,,London
22,,"Smith, Elder, & Co., 15 Waterloo Place"
23,,1890
24,,
25,,
26,,
27,,
28,CONTENTS.,CONTENTS.
29,CONTENTS.,
30,POEMS:--,POEMS:--
31,POEMS:--,A Child's Grave at Florence                                     3
32,POEMS:--,Catarina to Camoens                                            12
33,POEMS:--,Life and Love                                                  20
34,POEMS:--,A Denial                                                       22
35,POEMS:--,Proof and Disproof                                             25
36,POEMS:--,Question and Answer                                            29
37,POEMS:--,Inclusions                                                     30
38,POEMS:--,Insufficiency                                                  32
39,POEMS:--,
40,SONNETS FROM THE PORTUGUESE                                       33,SONNETS FROM THE PORTUGUESE                                       33
41,SONNETS FROM THE PORTUGUESE                                       33,
42,CASA GUIDI WINDOWS:--,CASA GUIDI WINDOWS:--
43,CASA GUIDI WINDOWS:--,First Part                                                     83
44,CASA GUIDI WINDOWS:--,Second Part                                                   134
45,CASA GUIDI WINDOWS:--,
46,POEMS BEFORE CONGRESS:--,POEMS BEFORE CONGRESS:--
47,POEMS BEFORE CONGRESS:--,Napoleon III. in Italy                                        171
48,POEMS BEFORE CONGRESS:--,The Dance                                                     190
49,POEMS BEFORE CONGRESS:--,A Tale of Villafranca                                         195
50,POEMS BEFORE CONGRESS:--,A Court Lady                                                  200
51,POEMS BEFORE CONGRESS:--,An August Voice                                               207
52,POEMS BEFORE CONGRESS:--,Christmas Gifts                                               213
53,POEMS BEFORE CONGRESS:--,Italy and the World                                           217
54,POEMS BEFORE CONGRESS:--,A Curse for a Nation                                          227
55,POEMS BEFORE CONGRESS:--,
56,LAST POEMS:--,LAST POEMS:--
57,LAST POEMS:--,Little Mattie                                                 241
58,LAST POEMS:--,A False Step                                                  246
59,LAST POEMS:--,Void in Law                                                   248
60,LAST POEMS:--,Lord Walter's Wife                                            252
61,LAST POEMS:--,Bianca among the Nightingales                                 259
62,LAST POEMS:--,My Kate                                                       267
63,LAST POEMS:--,A Song for the Ragged Schools of London                       270
64,LAST POEMS:--,May's Love                                                    279
65,LAST POEMS:--,Amy's Cruelty                                                 280
66,LAST POEMS:--,My Heart and I                                                284
67,LAST POEMS:--,The Best Thing in the World                                   287
68,LAST POEMS:--,Where's Agnes?                                                288
69,LAST POEMS:--,
70,LAST POEMS:--,
71,LAST POEMS:--,
72,LAST POEMS:--,
73,POEMS,POEMS
74,POEMS,
75,POEMS,
76,A CHILD'S GRAVE AT FLORENCE.,A CHILD'S GRAVE AT FLORENCE.
