,Poem Title,line
0,,
1,,
2,,
3,,
4,,"Transcribed by David Price, email ccx074@coventry.ac.uk"
5,,
6,,
7,,
8,,
9,ANDROMEDA AND OTHER POEMS,ANDROMEDA AND OTHER POEMS
10,ANDROMEDA AND OTHER POEMS,
11,ANDROMEDA AND OTHER POEMS,
12,ANDROMEDA AND OTHER POEMS,
13,ANDROMEDA AND OTHER POEMS,
14,ANDROMEDA AND OTHER POEMS,Contents:
15,ANDROMEDA AND OTHER POEMS,
16,ANDROMEDA AND OTHER POEMS,Andromeda
17,ANDROMEDA AND OTHER POEMS,Hypotheses Hypochondriacae
18,ANDROMEDA AND OTHER POEMS,Trehill Well
19,ANDROMEDA AND OTHER POEMS,In an Illuminated Missal
20,ANDROMEDA AND OTHER POEMS,The Weird Lady
21,ANDROMEDA AND OTHER POEMS,Palinodia
22,ANDROMEDA AND OTHER POEMS,A Hope
23,ANDROMEDA AND OTHER POEMS,The Poetry of a Root Crop
24,ANDROMEDA AND OTHER POEMS,Child Ballad
25,ANDROMEDA AND OTHER POEMS,Airly Beacon
26,ANDROMEDA AND OTHER POEMS,Sappho
27,ANDROMEDA AND OTHER POEMS,The Bad Squire
28,ANDROMEDA AND OTHER POEMS,Scotch Song
29,ANDROMEDA AND OTHER POEMS,The Young Knight
30,ANDROMEDA AND OTHER POEMS,A New Forest Ballad
31,ANDROMEDA AND OTHER POEMS,The Red King
32,ANDROMEDA AND OTHER POEMS,The Outlaw
33,ANDROMEDA AND OTHER POEMS,Sing Heigh-ho!
34,ANDROMEDA AND OTHER POEMS,A March
35,ANDROMEDA AND OTHER POEMS,A Lament
36,ANDROMEDA AND OTHER POEMS,The Night Bird
37,ANDROMEDA AND OTHER POEMS,The Dead Church
38,ANDROMEDA AND OTHER POEMS,A Parable from Liebig
39,ANDROMEDA AND OTHER POEMS,The Starlings
40,ANDROMEDA AND OTHER POEMS,Old and New
41,ANDROMEDA AND OTHER POEMS,The Watchman
42,ANDROMEDA AND OTHER POEMS,The World's Age
43,ANDROMEDA AND OTHER POEMS,The Sands of Dee
44,ANDROMEDA AND OTHER POEMS,The Tide Rock
45,ANDROMEDA AND OTHER POEMS,Elegiacs
46,ANDROMEDA AND OTHER POEMS,Dartside
47,ANDROMEDA AND OTHER POEMS,My Hunting Song
48,ANDROMEDA AND OTHER POEMS,Alton Locke's Song
49,ANDROMEDA AND OTHER POEMS,The Day of the Lord
50,ANDROMEDA AND OTHER POEMS,A Christmas Carol
51,ANDROMEDA AND OTHER POEMS,The Oubit
52,ANDROMEDA AND OTHER POEMS,The Three Fishers
53,ANDROMEDA AND OTHER POEMS,Sonnet
54,ANDROMEDA AND OTHER POEMS,Margaret to Dolcino
55,ANDROMEDA AND OTHER POEMS,Dolcino to Margaret
56,ANDROMEDA AND OTHER POEMS,The Ugly Princess
