,Poem Title,Stanza
0,,"Transcribed from the 1919 Gay and Hancock edition by David Price, email ccx074@pglaf.org "
1,,[Picture: Book cover] 
2,POEMS OF OPTIMISM,POEMS OF OPTIMISM 
3,BY,BY 
4,ELLA WHEELER WILCOX,ELLA WHEELER WILCOX 
5,ELLA WHEELER WILCOX,[Picture: Decorative graphic] 
6,"GAY AND HANCOCK, LTD.","GAY AND HANCOCK, LTD. "
7,"34 HENRIETTA STREET, COVENT GARDEN","34 HENRIETTA STREET, COVENT GARDEN "
8,LONDON,LONDON 
9,LONDON,1919 
10,LONDON,_All rights reserved_ 
11,LONDON,* * * * * 
12,LONDON,_N.B._—The only volumes of my Poems issued with my approval in the British Empire are published by Messrs. Gay & Hancock. 
13,ELLA WHEELER WILCOX,ELLA WHEELER WILCOX 
14,ELLA WHEELER WILCOX,* * * * * 
15,ELLA WHEELER WILCOX,_Published_ 1913 
16,ELLA WHEELER WILCOX,"_Reprinted_ 1915, 1918, 1919 "
17,CONTENTS,CONTENTS 
18,MISCELLANEOUS,"PAGE WAR Greater Britain                                3 Belgium                                        5 Knitting                                       6 Mobilisation                                   8 Neutral                                       10 A book for the King                           11 The men-made gods                             12 The Ghosts                                    14 The poet’s theme                              16 Europe                                        18 After                                         19 The peace angel                               20 Peace should not come                         21 MISCELLANEOUS The Winds of Fate                             25 Beauty                                        26 The invisible helpers                         29 To the women of Australia                     31 Replies                                       33 Earth bound                                   35 A successful man                              37 Unsatisfied                                   39 Separation                                    42 To the teachers of the young                  46 Beauty making                                 47 On Avon’s breast I saw a stately swan         49 The little go-cart                            50 I am running forth to meet you                52 Martyrs of peace                              54 Home                                          56 The eternal now                               58 If I were a man, a young man                  59 We must send them out to play                 62 Protest                                       65 Reward                                        67 This is my task                               68 The statue                                    70 Behold the earth                              72 What they saw                                 74 His last letter                               77 A dialogue                                    81 A wish                                        84 Justice                                       86 An old song                                   87 Oh, poor, sick world                          90 Praise day                                    93 Interlude                                     95 The land of the gone-away-souls               96 The harp’s song                               98 The pendulum                                  99 An old-fashioned type                        101 The sword                                    104 Love and the seasons                         105 A naughty little comet                       107 The last dance                               110 A vagabond mind                              112 My flower room                               114 My faith                                     117 Arrow and bow                                119 If we should meet him                        123 Faith                                        125 The secret of prayer                         127 The answer                                   129 A vision                                     131 The second coming                            133 "
19,WAR,WAR 
20,GREATER BRITAIN,GREATER BRITAIN 
21,GREATER BRITAIN,"Our hearts were not set on fighting, We did not pant for the fray, And whatever wrongs need righting, We would not have met that way. But the way that has opened before us Leads on thro’ a blood-red field; And we swear by the great God o’er us, We will die, but we will not yield. "
22,GREATER BRITAIN,"The battle is not of our making, And war was never our plan; Yet, all that is sweet forsaking, We march to it, man by man. It is either to smite, or be smitten, There’s no other choice to-day; And we live, as befits the Briton, Or we die, as the Briton may. "
23,GREATER BRITAIN,"We were not fashioned for cages, Or to feed from a keeper’s hand; Our strength which has grown thro’ ages Is the strength of a slave-free land. We cannot kneel down to a master, To our God alone can we pray; And we stand in this world disaster, To fight, like a lion at bay. "
24,BELGIUM,BELGIUM 
25,BELGIUM,"Ruined? destroyed?  Ah, no; though blood in rivers ran Down all her ancient streets; though treasures manifold Love-wrought, Time-mellowed, and beyond the price of gold Are lost, yet Belgium’s star shines still in God’s vast plan. "
26,BELGIUM,"Rarely have Kings been great, since kingdoms first began; Rarely have great kings been great men, when all was told. But, by the lighted torch in mailèd hands, behold, Immortal Belgium’s immortal king, and Man. "
27,KNITTING,KNITTING 
28,KNITTING,"At the concert and the play Everywhere you see them sitting, Knitting, knitting. Women who the other day Thought of nothing but their frocks Or their jewels or their locks, Women who have lived for pleasure, Who have known no work but leisure, Now are knitting, knitting, knitting For the soldiers over there. "
29,KNITTING,"On the trains and on the ships With a diligence befitting, They are knitting. Some with smiles upon their lips, Some with manners debonair, Some with earnest look and air. But each heart in its own fashion, Weaves in pity and compassion In their knitting, knitting, knitting For the soldiers over there. "
30,KNITTING,"Hurried women to and fro From their homes to labour flitting, Knitting, knitting, Busy handed come and go. Broken bits of time they spare, Just to feel they do their share, Just to keep life’s sense of beauty In the doing of a duty, They are knitting, knitting, knitting For the soldiers over there. "
31,MOBILISATION,MOBILISATION 
32,MOBILISATION,"Oh the Kings of earth have mobilised their men. See them moving, valour proving, To the fields of glory going, Banners flowing, bugles blowing, Every one a mother’s son, Brave with uniform and gun, Keeping step with easy swing, Yes, with easy step and light marching onward to the fight, Just to please the warlike fancy of a King; Who has mobilised his army for the strife. "
33,MOBILISATION,"Oh the King of Death has mobilised his men. See the hearses huge and black How they rumble down the track; With their coffins filled with dead, Filled with men who fought and bled; Now from fields of glory coming To the sound of muffled drumming They are lying still and white, But the Kings have had their fight; Death has mobilised his army for the grave. "
34,NEUTRAL,NEUTRAL 
35,NEUTRAL,"That pale word ‘Neutral’ sits becomingly On lips of weaklings.  But the men whose brains Find fuel in their blood, the men whose minds Hold sympathetic converse with their hearts, Such men are never neutral.  That word stands Unsexed and impotent in Realms of Speech. When mighty problems face a startled world No virile man is neutral.  Right or wrong His thoughts go forth, assertive, unafraid To stand by his convictions, and to do Their part in shaping issues to an end. Silence may guard the door of useless words, At dictate of Discretion; but to stand Without opinions in a world which needs Constructive thinking, is a coward’s part. "
36,A BOOK FOR THE KING,A BOOK FOR THE KING 
37,A BOOK FOR THE KING,"A book has been made for the King, A book of beauty and art; To the good king’s eyes A smile shall rise Hiding the ache in his heart— Hiding the hurt and the grief As he turns it, leaf by leaf. "
38,A BOOK FOR THE KING,"A book has been made for the King, A book of blood and of blight; To the Great King’s eyes A look shall rise That will blast and wither and smite— Yes, smite with a just God’s rage, As He turns it, page by page. "
39,THE MEN-MADE GODS,THE MEN-MADE GODS 
40,THE MEN-MADE GODS,"Said the Kaiser’s god to the god of the Czar: ‘Hark, hark, how my people pray. Their faith, methinks, is greater by far Than all the faiths of the others are; They know I will help them slay.’ "
41,THE MEN-MADE GODS,Said the god of the Czar: ‘My people call In a medley of tongues; they know I will lend my strength to them one and all. Wherever they fight their foes shall fall Like grass where the mowers go.’ 
42,THE MEN-MADE GODS,"Then the god of the Gauls spoke out of a cloud To the god of the King nearby: ‘Our people pray, tho’ they pray not loud; They ask for courage to slaughter a crowd, And to laugh, tho’ themselves may die.’ "
43,THE MEN-MADE GODS,"And far out into the heart of Space Where a lonely pathway crept, Up over the stars, to a secret place, Where no light shone but the light of His face, Christ covered His eyes and wept. "
44,THE GHOSTS,THE GHOSTS 
45,THE GHOSTS,"There was no wind, and yet the air Seemed suddenly astir; There were no forms, and yet all space Seemed thronged with growing hosts. They came from Where, and from Nowhere, Like phantoms as they were; They came from many a land and place— The ghosts, the ghosts, the ghosts. "
46,THE GHOSTS,"And some were white, and some were grey, And some were red as blood— Those ghosts of men who met their death Upon the field of war. Against the skies of fading day, Like banks of cloud they stood; And each wraith asked another wraith, ‘What were we fighting for?’ "
47,THE GHOSTS,"One said, ‘I was my mother’s all; And she was old and blind.’ Another, ‘Back on earth, my wife And week-old baby lie.’ Another, ‘At the bugle’s call, I left my bride behind; Love made so beautiful my life I could not bear to die.’ "
48,THE GHOSTS,"In voices like the winds that moan Among pine trees at night, They whispered long, the newly dead, While listening stars came out. ‘We wonder if the cause is known, And if the war was right, That killed us in our prime,’ they said, ‘And what it was about.’ "
49,THE GHOSTS,"They came in throngs that filled all space— Those whispering phantom hosts; They came from many a land and place, The ghosts, the ghosts, the ghosts. "
50,THE POET’S THEME,THE POET’S THEME 
51,THE POET’S THEME,Why should the poet of these pregnant times Be asked to sing of war’s unholy crimes? 
52,THE POET’S THEME,To laud and eulogise the trade which thrives On horrid holocausts of human lives? 
53,THE POET’S THEME,"Man was a fighting beast when earth was young, And war the only theme when Homer sung. "
54,THE POET’S THEME,’Twixt might and might the equal contest lay: Not so the battles of our modern day. 
55,THE POET’S THEME,"Too often now the conquering hero struts, A Gulliver among the Lilliputs. "
56,THE POET’S THEME,"Success no longer rests on skill or fate, But on the movements of a syndicate. "
