,Poem Title,Stanza
0,,"Transcribed from the 1913 Thomas J. Wise pamphlet by David Price, email ccx074@pglaf.org "
1,AND OTHER BALLADS,SIGNELIL A TALE FROM THE CORNISH AND OTHER BALLADS 
2,GEORGE BORROW,BY GEORGE BORROW 
3,PRINTED FOR PRIVATE CIRCULATION,LONDON: PRINTED FOR PRIVATE CIRCULATION 1913 
4,PRINTED FOR PRIVATE CIRCULATION,"_Copyright in the United States of America_ _by Houghton_, _Mifflin & Co. for Clement Shorter_. "
5,SIGNELIL,SIGNELIL 
6,SIGNELIL,"The Lady her handmaid to questioning took: ""Why dost thou so sickly and colourless look?"" _But sorrow gnaws so sorely_! "
7,SIGNELIL,"""'Tis little wonder if sickly I'm growing, _Malfred my lady_! So much am I busied with cutting and sewing."" "
8,SIGNELIL,"""Erewhile was thy cheek as the blooming rose red, But now thou art pale, even pale as the dead."" "
9,SIGNELIL,"""To conceal the truth longer 'tis vain to essay, My gallant young master has led me astray."" "
10,SIGNELIL,"""And if the young noble has led thee astray, Say, what gave he thee for thy virtue in pay?"" "
11,SIGNELIL,"""He gave to me shoes were gold spangled all o'er, And them have I worn with affliction so sore. "
12,SIGNELIL,"""He gave to me also of silk a soft shift, And with sorrow most painful I've worn the fair gift. "
13,SIGNELIL,"""He gave me, Christ sain him! a gold ring so fine, Whose match I can see on no finger of thine."" "
14,SIGNELIL,"""But what will avail thee his presents of price, If he thee will not wed before God and men's eyes?"" "
15,SIGNELIL,"""O, he to espouse me so often has vowed, And rich presents beside upon me has bestowed."" "
16,SIGNELIL,"""What will his vows help thee in secrecy spoke? To many a maid them he has made and has broke."" "
17,SIGNELIL,"""O, I on the gold harp will play me a tune, And the knight to his presence will summon me soon."" "
18,SIGNELIL,"With her fingers so tapering she struck the first chord, That heard, as he dozed in his bed, the young lord. "
19,SIGNELIL,"The gallant young lord to his waiting-boy said: ""Go straight, and call hither my mother's fair maid."" "
20,SIGNELIL,"The bedside he stroked with so gentle an air: ""Dear heart, sit thee down, for thy weight it will bear."" "
21,SIGNELIL,"""O no, by the Saints, I will never do that, For there, noble Sir, I have ne'er before sat."" "
22,SIGNELIL,"""Though thou ne'er hast placed thee upon my bedside, Thou hast slept in my arms embraced many a tide. "
23,SIGNELIL,"""My spouse thou shalt be, yea, my heart's beloved spouse, And I in thine arms every night will repose."" "
24,A TALE FROM THE CORNISH,A TALE FROM THE CORNISH 
25,A TALE FROM THE CORNISH,"In Lavan's parish once of yore, Dwelt on the spot called Tshei an Hor, A loving couple, man and wife, But poverty distressed their life. And thus the man his wife address'd: ""I'll wander forth of work in quest; And you, my dearest, you can earn Your living here till I return."" "
26,A TALE FROM THE CORNISH,"His home he leaves, and, far from gay, Towards the East he took his way. At length a farmer's dwelling reaching, He enter'd it, for work beseeching. ""What work canst do?"" the farmer cried; ""All kinds of work, Sir,"" John replied. Then straight they for a year agree, Three pounds the wages were to be. "
27,A TALE FROM THE CORNISH,"And when the year to end had come The master paid him down the sum. ""John,"" said his master, ""here's your fee; But if you'll it return to me, A point of wisdom I will teach you."" Said John: ""Give it me, I beseech you."" ""No, no, to give is not my way."" ""Take it,"" said John, ""and say your say."" Quoth t'other: ""This in memory hold: _Ne'er for the new road leave the old_."" "
28,A TALE FROM THE CORNISH,"They for another year agree, The wages just the same to be; And when the year its end had reached, The farmer forth the three pounds fetched. ""John,"" said his master, ""here's your fee, But if you'll it return to me, A point of wisdom I will teach you."" ""Give it me, Sir, I do beseech you."" ""For nought I will not speak, not I."" ""Well, take it then,"" was John's reply. Quoth t'other: ""_Lodge not_, _for your life_, _With an old man who's a young wife_."" "
29,A TALE FROM THE CORNISH,"For yet a year they then agree, The wages still the same to be. And when the year to end had roll'd, The three pounds out the master told. ""John,"" said the master, ""here's your fee; But if you'll it return to me, I'll the best point of wisdom learn you."" ""For that, Sir, I'll the wage return you."" The farmer said: ""_Take this advice_, _Ere striking once_, _bethink thee twice_."" "
30,A TALE FROM THE CORNISH,"Now John would serve no longer there, Home to his wife he would repair. ""Go not to-day,"" the farmer spake, ""To-morrow's my wife's day to bake; She shall for you prepare a cake Home to your faithful wife to take."" "
31,A TALE FROM THE CORNISH,"The nine pounds in the loaf they hid, And when John them adieu had bid, The farmer cried: ""I pray thee carry This present home unto your deary; And as ye two there merry make, Then, and not till then, part the cake."" "
32,A TALE FROM THE CORNISH,"John turned him homeward from the door; And when he reach'd St. Eler's Moor, He met three Tre-ryn merchants there Returning home from Exeter. ""We're glad to see thee, John,"" they cried, ""Where hast thou been this long, long tide?"" Says John: ""I'm just from service come, And to my wife am journeying home."" ""O travel with us,"" cried all three, ""And very welcome shalt thou be."" "
33,A TALE FROM THE CORNISH,"Before them two roads they behold; They took the new, John kept the old. And as they passed by Keou Tshoy Un, When they had just lost sight of John, Thieves set upon them furiously, Whereat they raised a doleful cry, Which reaching John's ears on his rout, ""Murder!"" and ""Thieves!"" he bellowed out. "
34,A TALE FROM THE CORNISH,"His clamour scared the robber train, Who from the merchants sped amain. And when they came to Market Jew They to their joy met John anew, And cried: ""What thanks we owe thee, John! We had for certain, every one, Been ruined people, but for thee, Come with us, thou'lt most welcome be."" "
35,A TALE FROM THE CORNISH,"And when they reached the hostelrie At which it was their wont to lie, Quoth John: ""The master I must view."" ""The master! what with him wouldst do?"" They answered, ""we've a mistress here, And young enough she is, and fair; To see the host, if you're inclined, Him in the kitchen you will find."" "
36,A TALE FROM THE CORNISH,"Into the kitchen John he goes, And sees the master of the house, An ancient man who turned the spit. ""O, ho!"" said John, ""this house I quit; No sleeping place of it I'll make, But in the next will quarters take."" ""Do not go yet,"" they cried all three, ""Stay, sup with us, thou'lt welcome be."" "
37,A TALE FROM THE CORNISH,"And now, with grief and shame, I say That with a friar of orders grey The mistress had contrived a plan To murder the poor ancient man, When sleep had bound the merchants fast, And on their heads the crime to cast. "
38,A TALE FROM THE CORNISH,"John in the next house that same night Saw through a hole i' the wall a light. So getting up and gently walking, He heard the friar and woman talking. The friar said: ""Against yon hole My back I'll set, for fear some soul From the next house our deeds should spy."" "
39,A TALE FROM THE CORNISH,"The hostess then most cruelly, With a silk handkerchief she bore, Murdered her ancient husband poor, Strangled him did the accursed slut. But meanwhile through the hole John cut A round piece from the friar's gown, And then in bed again lay down. "
40,A TALE FROM THE CORNISH,"At morn ran out the hostess crying That murdered was her husband lying; And since nor man nor child had been, Except the merchants, in the inn, They should be hanged withouten fail; They thereupon were led to jail. John quickly them a visit paid. ""O, John! we've evil luck,"" they said; ""Last night the host was choked in bed, And upon us the crime is laid."" "
41,A TALE FROM THE CORNISH,"""Dear gentlemen,"" was John's reply, ""Beseech the Justice instantly To cause them who the murder wrought Into his presence to be brought."" "
42,A TALE FROM THE CORNISH,"""But who knows who the deed has done?"" They faltered forth; then answered John: ""If I can't prove who did it, I Will hang for it most willingly."" "
43,A TALE FROM THE CORNISH,"""Speak out,"" they cried.  Said John: ""Last night, Being in bed, I saw a light; I rose, as if I'd had a call-- There was a hole in the house wall, 'Gainst which his back a certain friar Placed, thereby blinding it entire, Lest, as he said, some curious eye From the next house their deeds should spy. I cut, meanwhile, to him unknown, A large round piece from off his gown. To prove that what I've said is true I've in my pouch the piece to shew."" The merchants then were soon set free; The murderers died on gallows tree. "
44,A TALE FROM THE CORNISH,"All three depart from Market Jew, Together with their comrade true, Far as Kuz carn na Huila went, And thence their ways lay different. Now though the merchants earnest were That John should with them home repair, He steadfastly refused their plea, Longing his wife and home to see. "
45,A TALE FROM THE CORNISH,"When of the merchants he lost sight He lounged away his time till night. He'd fain know whether, while he roved Abroad, his consort faithful proved. "
46,A TALE FROM THE CORNISH,"Arrived, he listened at the door, And heard a man's voice, he was sure, Within the bed; his knife he drew, Resolved to slay the guilty two. But soon remembering the advice, ""_Ere striking once_, _bethink thee twice_,"" In hurry from the door he strode, But soon returning knocked aloud. "
47,A TALE FROM THE CORNISH,"""In name of God, who's there?"" she cried; ""'Tis I am here, wife,"" John replied. (""Now in the name of blest Marie, Whom heard I in her company?"") ""If John thou art, pray enter free."" ""First bring the light here,"" answered he. 'Twas brought, he stepped the threshold o'er. Quoth he: ""On coming to the door I heard a man's voice in the bed."" ""Ah, Johnny, when away you sped In distant parts for work to roam, I then with child was three months gone; In bed there lies a comely boy, Unto us both he'll be a joy."" "
48,A TALE FROM THE CORNISH,"Said John, ""I've something to disclose. My master, when I left his house, Gave me this cake I have in hand, And with it gave the strict command When I with thee should merry make Then and not till then it to break. I'll now accomplish what he bade, Mayhap we've wherefor to be glad."" "
49,A TALE FROM THE CORNISH,"They broke the cake in anxious haste, The nine pounds in it, lo! were placed. They took the money, ate the bread, And I for truth have heard it said No quarrel e'er or noisy word 'Twixt them from that time forth occurr'd. "
50,A TALE FROM THE CORNISH,"Now, Gentles all, my tale is done, I hope it has your favour won! "
51,SIR VERNER AND DAME INGEBORG,SIR VERNER AND DAME INGEBORG 
52,SIR VERNER AND DAME INGEBORG,In Linholm's house The swains they were drinking and making carouse. _The Dames ne'er could so gallant a prisoner keep in_. 
53,SIR VERNER AND DAME INGEBORG,"The swains they drank deep and they made themselves gay, And so did Sir Verner in prison that lay. "
54,SIR VERNER AND DAME INGEBORG,"Dame Ingeborg woke, and she lifts up her eyes: ""O, which of my maidens doth sing in that guise?"" "
55,SIR VERNER AND DAME INGEBORG,"""O, none of your maidens can sing in such guise, 'Tis Sir Verner who's singing, in durance he lies."" "
56,SIR VERNER AND DAME INGEBORG,"Dame Ingeborg straightway two servants addressed: ""To come to my presence Sir Verner request."" "
57,SIR VERNER AND DAME INGEBORG,"In through the portal Sir Verner he strode, And up to receive him Dame Ingeborg stood. "
58,SIR VERNER AND DAME INGEBORG,"To the cushion Dame Ingeborg points with a smile: ""Go thither, Sir Verner, and rest thee awhile. "
59,SIR VERNER AND DAME INGEBORG,"""Now hark thou, Sir Verner, what I to thee say: I beg thou wilt sing me a pretty love lay."" "
60,SIR VERNER AND DAME INGEBORG,"""A love lay I've never learnt up to this hour, But I'll sing to oblige thee the best in my power."" "
61,SIR VERNER AND DAME INGEBORG,"Sir Verner began, and he sang such a lay, That soon in deep slumber Dame Ingeborg lay. "
62,SIR VERNER AND DAME INGEBORG,"The Dames and the maids fell to sleep and to doze, Dame Ingeborg sank to a peaceful repose. "
63,SIR VERNER AND DAME INGEBORG,"Sir Verner he glanced then so cautiously round, The keys great and small in a nook he has found. "
64,SIR VERNER AND DAME INGEBORG,"To the door hied Sir Verner as fast as he might, He forgot to bid Dame Ingeborg a good-night. "
65,SIR VERNER AND DAME INGEBORG,"When out of the castle himself he perceived, His voice in a ditty again he upheaved. "
66,SIR VERNER AND DAME INGEBORG,"Sir Verner he waved up his hat with delight: ""Dame Ingeborg bid ye a very good night! "
67,SIR VERNER AND DAME INGEBORG,"""And hear thou, Sir Warden, who stand'st on thy watch, Of my ditty the burden I pray thee to catch. "
68,SIR VERNER AND DAME INGEBORG,"""She'd this e'en not have taken a bushel of gold, Now no penny for me shall she ever behold."" "
69,SIR VERNER AND DAME INGEBORG,"So fast to the door went Sir Verner the knight, He forgot to bid Damsel or Lady good-night. "
70,THE HEDDEBY SPECTRE {22},THE HEDDEBY SPECTRE {22} 
71,THE HEDDEBY SPECTRE {22},"At evening fall I chanced to ride, My courser to a tree I tied. _So wide thereof the story goes_. "
72,THE HEDDEBY SPECTRE {22},"Against a stump my head I laid, And then to slumber I essay'd. _So wide thereof the story goes_. "
73,THE HEDDEBY SPECTRE {22},"As soon as sleep had closed my eye, The murdered man to me drew nigh. _So wide thereof the story goes_. "
74,THE HEDDEBY SPECTRE {22},"""And if thy race to mine belongs, I call thee to avenge my wrongs. _So wide thereof the story goes_. "
75,THE HEDDEBY SPECTRE {22},"""And them to Heddeby shalt ride, For there my kith and kin reside. _So wide thereof the story goes_. "
76,THE HEDDEBY SPECTRE {22},"""My father dwells there, and my mother, There dwell my sister and my brother. _So wide thereof the story goes_. "
77,THE HEDDEBY SPECTRE {22},"""There Kirsten dwells, my lovely wife, And it was she who took my life. _So wide thereof the story goes_. "
78,THE HEDDEBY SPECTRE {22},"""Her sleeping husband stifled she, With aid of cursed beldames three. _So wide thereof the story goes_. "
79,THE HEDDEBY SPECTRE {22},"""Then in a truss of hay concealed, They brought me forth to this wide field. _So wide thereof the story goes_. "
80,THE HEDDEBY SPECTRE {22},"""The page I loved the best of all, Now rides upon my courser tall. _So wide thereof the story goes_. "
81,THE HEDDEBY SPECTRE {22},"""Eats daily with my silver knife, And sleeps with Kirsten fair, my wife. _So wide thereof the story goes_. "
82,THE HEDDEBY SPECTRE {22},"""He sitteth highest at the board, My children tremble at his word. _So wide thereof the story goes_. "
83,THE HEDDEBY SPECTRE {22},"""To them he gives so little bread, And mocks them now that I am dead. _So wide thereof the story goes_. "
84,THE HEDDEBY SPECTRE {22},"""He rides about the forest grounds, And hunts the red deer with my hounds. _So wide thereof the story goes_. "
85,THE HEDDEBY SPECTRE {22},"""Each time the caitiff slays a deer, He wakes me in my grave so drear. _So wide thereof the story goes_. "
86,THE HEDDEBY SPECTRE {22},"""But if I to him once repair, With him 'twill sorely, sorely fare."" _So wide thereof the story goes_. "
87,FROM GOUDELI,FROM GOUDELI 
88,FROM GOUDELI,"Yestere'en when the bat, and the owl, and his mate, Were holding discourse their small matters about; And the sun, that the wee little stars might shine out, Had extinguished the lamp of his lustre so great. "
89,FROM GOUDELI,"A shepherd exclaimed: ""O 'twas folly that I My love should bestow upon one never kind, Upon Siris the lovely, whose cold, cruel mind, Would suffer unmoved a true lover to die. "
90,FROM GOUDELI,"""Often times, when our flocks on the common did browse, I'd approach her to pour in her ear my fond vows, But unto her companions to haste she was sure. O, light of my eyes! wouldst thou render me blest, And wouldst grant me two kisses on thy snowy breast, I swear that each one should an hour endure!"" "
91,PEASANT SONGS OF SPAIN,PEASANT SONGS OF SPAIN 
92,PEASANT SONGS OF SPAIN,1. 
93,PEASANT SONGS OF SPAIN,"When Jesu our Redeemer To him the twelve did call, By threes and fours he called them, Till they were mustered all. "
94,PEASANT SONGS OF SPAIN,"And when they all were mustered, 'Twas thus to them he spake: ""O which of ye, my children, Will perish for my sake?"" "
95,PEASANT SONGS OF SPAIN,"Then, gazing on each other, They stood abashed and still; All save Saint John the Baptist, And Peter of the Hill. "
