,Poem Title,Stanza
0,,"E-text prepared by Audrey Longhurst, Leah Moser, and the Project Gutenberg Online Distributed Proofreading Team "
1,,Note: Project Gutenberg also has an HTML version of this file which includes the original illustrations. See 13560-h.htm or 13560-h.zip: (https://www.gutenberg.org/dirs/1/3/5/6/13560/13560-h/13560-h.htm) or (https://www.gutenberg.org/dirs/1/3/5/6/13560/13560-h.zip) 
2,,Nancy MacIntyre 
3,,A Tale of the Prairies 
4,,by 
5,,Lester Shepard Parker 
6,,1910 
7,,"[Illustration: ""I was takin' leave of Nancy, Standin' out there in the night.""] "
8,RACHEL ELLEN PARKER,_To My Wee Daughter RACHEL ELLEN PARKER this little story is affectionately inscribed_ 
9,CONTENTS,CONTENTS 
10,CONTENTS,Billy's Revery The Quarrel The Disappointment The Decision The Search The Return Nancy's Story 
11,LIST OF ILLUSTRATIONS,LIST OF ILLUSTRATIONS 
12,LIST OF ILLUSTRATIONS,"""I was takin' leave of Nancy Standin out there in the night"" (Frontispiece) "
13,LIST OF ILLUSTRATIONS,"""Then I dragged him on the prairie Through a Turk's Head cactus bed"" "
14,LIST OF ILLUSTRATIONS,"""I am standing by her dug-out, Open stands the sagging door"" "
15,LIST OF ILLUSTRATIONS,"""Bringing back a hat of water, Through the dim light and the rain"" "
16,LIST OF ILLUSTRATIONS,"""Loaded up their prairie schooner, And vamoosed the ranch, 'fore light"" "
17,LIST OF ILLUSTRATIONS,"""He was startled by a stranger's Sudden presence and 'Hello!'"" "
18,LIST OF ILLUSTRATIONS,"""Faithful Simon, weak and starving, Groaned and fell beneath his pack"" "
19,LIST OF ILLUSTRATIONS,"""Resting calm in fancied safety Sat the elder MacIntyre"" "
20,LIST OF ILLUSTRATIONS,"""Once again the twisted branches Of the lone and friendly tree"" "
21,LIST OF ILLUSTRATIONS,"""Fiercer with each flying moment Drove the scorching blasts of death"" "
22,LIST OF ILLUSTRATIONS,"""Standing there, a pictured goddess Sketched against a lowering storm"" "
23,LIST OF ILLUSTRATIONS,"""But, instead, I shot, to scare him, All the buttons off his coat"" "
24,BILLY'S REVERY,BILLY'S REVERY 
25,BILLY'S REVERY,1 
26,BILLY'S REVERY,"No use talking, it's perplexing, Everything don't look the same; Never had these curious feelin's Till those MacIntyres came. Quit my plowing long 'fore dinner, Didn't hitch my team again; Spent the day with these new neighbors, Getting 'quainted with the men. Talk about the prairie roses! Purtiest flow'rs in all the world, But they look like weeds for beauty When I think of that new girl. Strange, she seems so kind of friendly When I'm awkward, every way, And my tongue gets hitched and hobbled, Everything I try to say! "
27,BILLY'S REVERY,2 
28,BILLY'S REVERY,"There's one person, that Jim Johnson, That there man I can't abide; He's been milling around near Nancy,-- Durn his dirty, yaller hide! Never really liked that Johnson; Now, each time I hear his name, Feel this state's too thickly settled,-- That is, since that new girl came. If this making love to women Went like breaking in a horse, I might stand some show of winning, 'Cause I've learned that game, of course; But this moonshine folks call 'courting,' I ain't never played that part; I can't keep from talking foolish When I'm thinking with my heart. "
29,BILLY'S REVERY,3 
30,BILLY'S REVERY,"Now, those women that you read of In these story picture books, They can't ride in roping distance Of that girl in style and looks. They have waists more like an insect, Corset shaped and double cinched; Feet just right to make a watch charm, Small, of course, because they're pinched. This here Nancy's like God made her,-- She don't wear no saddle girth, But she's supple as a willow, And the purtiest thing on earth. I'm in earnest; let me ask you-- 'Cause I want to reason fair-- What durn business has that rope-necked Johnson sneaking over there? "
31,BILLY'S REVERY,4 
