,Poem Title,Stanza
0,,Produced by Al Haines 
1,THE DELUGE,THE DELUGE 
2,AND OTHER POEMS,AND OTHER POEMS 
3,BY,BY 
4,JOHN PRESLAND,JOHN PRESLAND 
5,"""MARY QUEEN OF SCOTS,"" ETC.","AUTHOR OF ""MANIN AND THE DEFENCE OF VENICE"" ""MARY QUEEN OF SCOTS,"" ETC. "
6,LONDON,LONDON 
7,CHATTO & WINDUS,CHATTO & WINDUS 
8,CHATTO & WINDUS,1911 
9,CHATTO & WINDUS,_All rights reserved_ 
10,CONTENTS,CONTENTS 
11,CONTENTS,The Deluge 
12,CONTENTS,Sonnets-- To J. F. W. To Andrew Chatto November To a Robin in December A January Morning February To April--I To April--II To Daniel Manin 
13,CONTENTS,To the Leaders of both Parties Consolation Tapestry Wisdom and Youth A Villa on the Bay of Naples A Song The Ballad of a Sea-Nymph Chrysanthemums A Courtly Madrigal In Arcadia A Ballad of King Richard In the Valley of the Shadow 
14,THE DELUGE,THE DELUGE 
15,THE DELUGE,"""The Sons of God saw the daughters of men, that they were fair.""--_Genesis_ vi. 2. "
16,DRAMATIS PERSONÆ,DRAMATIS PERSONÆ 
17,DRAMATIS PERSONÆ,_The Seeker after Truth_ _His Wife_ _His Mother_ _Chorus_ 
18,SCENE I,SCENE I 
19,SCENE I,_The wife and the mother spinning_ 
20,SCENE I,THE WIFE (_sings_) 
21,SCENE I,"Love, it is dark among your roses, The face of the moon is turned away, The nightingale is silent and lonely; Lean from your window a little way!-- "
22,SCENE I,"Lean but a little way towards me, Out of the window where jasmines twine, Open the lattice, softly, slowly, Till the light of your eyes shall gladden mine. "
23,SCENE I,"Love, it is dark among your roses; And how, since the nightingales are fled, Can I tell your heart how my heart is lowly, To touch the ground where your sandals tread? "
24,SCENE I,"This is your garden; these your flowers; These stars have seen you; these dews have known; And now your eyes and your smile you give me-- Give me your love, and be all mine own! "
25,THE MOTHER,THE MOTHER 
26,THE MOTHER,"Sing that again, the music soothes my ear. "
27,THE WIFE,THE WIFE 
28,THE WIFE,"My husband made it for me ere we wed, And sang it in my garden; I arose And leaned down to him, and my fingers gave To all his kisses.  Ah! those days were sweet. "
29,THE MOTHER,THE MOTHER 
30,THE MOTHER,Not sweet now? 
31,THE WIFE,THE WIFE 
