,Poem Title,Stanza
0,,"Produced by Larry B. Harrison, Chuck Greif and the Online Distributed Proofreading Team at http://www.pgdp.net (This file was produced from images generously made available by The Internet Archive) "
1,POEMS OF LIFE,POEMS OF LIFE 
2,OF LIFE,POEMS OF LIFE 
3,KATHARINE FORREST HAMILL,By KATHARINE FORREST HAMILL 
4,133 N. THIRTEENTH STREET,"PHILADELPHIA PETER REILLY, PUBLISHER 133 N. THIRTEENTH STREET 1915 "
5,"PUBLISHED JULY, 1915","COPYRIGHT 1915, BY PETER REILLY PUBLISHED JULY, 1915 "
6,FIRST IMPRESSION,FIRST IMPRESSION 
7,TO,TO 
8,GRACE BARTLETT STRYKER,GRACE BARTLETT STRYKER 
9,GRACE BARTLETT STRYKER,"Words fail me when I strive to say What you’ve meant to me--for so long a day Hope--Inspiration--Sympathy. Steadfast and true, whate’er might be. O priv’lege rarest to the end As in the past, to call you--_friend_. "
10,AUTHOR’S NOTE,AUTHOR’S NOTE 
11,AUTHOR’S NOTE,"The poems contained within the following pages are _children of the brain_ which at intervals obtruded their company, and which, such as they are, at the solicitation of my friends, I have ventured to set down. "
12,K. F. H.,K. F. H. 
13,CONTENTS,CONTENTS 
14,CONTENTS,Dedication                             IX 
15,CONTENTS,Author’s Note                          XI 
16,POEMS OF LIFE.,POEMS OF LIFE. Page 
17,POEMS OF LIFE.,Today                                   5 
18,POEMS OF LIFE.,Jewels                                  6 
19,POEMS OF LIFE.,Something Gone                          7 
20,POEMS OF LIFE.,A-Maying                                8 
21,POEMS OF LIFE.,Tribute                                 9 
22,POEMS OF LIFE.,Good-Bye                               10 
23,POEMS OF LIFE.,The Wondrous Song                      14 
24,POEMS OF LIFE.,Miladi                                 17 
25,POEMS OF LIFE.,The Something-my-life-has-missed       18 
26,POEMS OF LIFE.,Contentment                            20 
27,POEMS OF LIFE.,Gone                                   21 
28,POEMS OF LIFE.,To My Muse                             22 
29,POEMS OF LIFE.,Conception                             24 
30,POEMS OF LIFE.,Awakening                              25 
31,POEMS OF LIFE.,The House Built on Sands               26 
32,POEMS OF LIFE.,To a Butterfly                         28 
33,POEMS OF LIFE.,A Fragment                             29 
34,POEMS OF LIFE.,Query                                  30 
35,POEMS OF LIFE.,I Close Mine Eyes                      32 
36,POEMS OF LIFE.,Understanding                          33 
37,POEMS OF LIFE.,We Met in May                          34 
38,POEMS OF LIFE.,I Turn Me Down a Lighted Way           36 
39,POEMS OF LIFE.,Counsel                                37 
40,POEMS OF LIFE.,Decision                               39 
41,POEMS OF LIFE.,You Never Guessed the Secret           40 
42,POEMS OF LIFE.,The Light                              42 
43,POEMS OF LIFE.,Education                              43 
44,POEMS OF LIFE.,Re-Adjustment                          44 
45,FROM “RHYMES FOR WEE SWEETHEARTS”,FROM “RHYMES FOR WEE SWEETHEARTS” 
46,FROM “RHYMES FOR WEE SWEETHEARTS”,When Grandmama Was Little              53 
47,FROM “RHYMES FOR WEE SWEETHEARTS”,Harold’s Lament                        55 
48,FROM “RHYMES FOR WEE SWEETHEARTS”,Mrs. Spider                            57 
49,FROM “RHYMES FOR WEE SWEETHEARTS”,The Naughty Little Girl                58 
50,FROM “RHYMES FOR WEE SWEETHEARTS”,On the Stair                           60 
51,FROM “RHYMES FOR WEE SWEETHEARTS”,The Land O’Dreams                      61 
52,FROM “RHYMES FOR WEE SWEETHEARTS”,The Middle of the Night                63 
53,FROM “RHYMES FOR WEE SWEETHEARTS”,When Our Fathers Were Little Boys      65 
54,FROM “RHYMES FOR WEE SWEETHEARTS”,Slumber Land                           67 
55,FROM “RHYMES FOR WEE SWEETHEARTS”,The New Brother                        68 
56,POEMS OF LIFE,POEMS OF LIFE 
57,TO-DAY,TO-DAY 
58,TO-DAY,"The Yesterdays we might have called our own But which, in our blindness, we let slip by, Alas! they know not to return again, Deep-buried doth each, within its grave, lie. "
59,TO-DAY,"But O belov’ed, now that we have made The golden secret ours--to hold alway We will not sorrow o’er departed hours-- Just live in God’s great glorious--To-day! "
60,JEWELS,JEWELS 
