,Poem Title,Stanza
0,,Produced by Lewis Jones 
1,,"Pound, Ezra (1920) _Hugh Selwyn Mauberley_ "
2,,Hugh Selwyn Mauberley 
3,BY,BY 
4,E. P.,E. P. 
5,THE OVID PRESS,THE OVID PRESS 1920 
6,"""VOCAT ÆSTUS IN UMBRAM""","""VOCAT ÆSTUS IN UMBRAM"" _Nemesianus Ec. IV._ "
7,"""VOCAT ÆSTUS IN UMBRAM""",H. S. Mauberley 
8,(LIFE AND CONTACTS),(LIFE AND CONTACTS) 
9,(LIFE AND CONTACTS),"Transcriber's note: Ezra Pound's _Hugh Selwyn Mauberley_ contains accents, diphthongs and Greek characters. Facsimile images of the poems as originally published are freely available online from the Internet Archive. Please use these images to check for any errors or inadequacies in this electronic text. "
10,CONTENTS,_MAUBERLEY_ CONTENTS Part I. ________ 
11,XII.,"_Ode pour l'élection de son sepulcher_ II. III. IV. V. _Yeux Glauques_ _""Siena mi fe', disfecemi Maremma""_ _Brennbaum_ _Mr. Nixon_ X. XI. XII. "
12,XII.,____________ 
13,ENVOI,ENVOI 1919 ____________ 
14,ENVOI,Part II. 1920 (Mauberley) 
15,IV.,"I. II. III. _""The age demanded""_ IV. V.   _Medallion_ "
16,ODE POUR SELECTION DE SON SEPULCHRE,E.P. ODE POUR SELECTION DE SON SEPULCHRE 
17,ODE POUR SELECTION DE SON SEPULCHRE,"FOR three years, out of key with his time, He strove to resuscitate the dead art Of poetry; to maintain ""the sublime"" In the old sense. Wrong from the start-- "
18,ODE POUR SELECTION DE SON SEPULCHRE,"No hardly, but, seeing he had been born In a half savage country, out of date; Bent resolutely on wringing lilies from the acorn; Capaneus; trout for factitious bait; "
