,Poem Title,Stanza
0,,Transcriber’s Notes 
1,,Obvious typographical errors in punctuation have been silently corrected. 
2,,These typos were corrected: 
3,,"page    321 - corrected “plu8” to “plus” page    379 - corrected placement of hyphen and “r” from “ex sue crear cionis priuilegio supe-” to “ex sue crea- cionis priuilegio super” page    414 - corrected “Twelth” to “Twelfth” line  11556 - corrected ""d ela"" to ""de la"" Index       - corrected ""tresepoentablement"" to ""tresespoentablement"" "
4,,All other spelling and punctuation remains unchanged. 
5,,"Italics are represented thus _italic_, superscripts thus y^n, bold thus =bold=. "
6,THE COMPLETE WORKS,THE COMPLETE WORKS 
7,OF,OF 
8,JOHN GOWER,JOHN GOWER 
9,_G. C. MACAULAY_,_G. C. MACAULAY_ 
10,THE FRENCH WORKS,* THE FRENCH WORKS 
11,"HENRY FROWDE, M.A.","HENRY FROWDE, M.A. "
12,PUBLISHER TO THE UNIVERSITY OF OXFORD,PUBLISHER TO THE UNIVERSITY OF OXFORD 
13,PUBLISHER TO THE UNIVERSITY OF OXFORD,[Illustration] 
14,"LONDON, EDINBURGH, AND NEW YORK","LONDON, EDINBURGH, AND NEW YORK "
15,"LONDON, EDINBURGH, AND NEW YORK",[Illustration: CAMB. UNIV. MS. ADD. 3035 (UPPER PORTION F. 149^{ro})] 
16,JOHN GOWER,THE COMPLETE WORKS OF JOHN GOWER 
17,"WITH INTRODUCTIONS, NOTES, AND GLOSSARIES_","_EDITED FROM THE MANUSCRIPTS WITH INTRODUCTIONS, NOTES, AND GLOSSARIES_ "
18,BY,BY 
19,"G. C. MACAULAY, M.A.","G. C. MACAULAY, M.A. "
20,THE FRENCH WORKS,"FORMERLY FELLOW OF TRINITY COLLEGE, CAMBRIDGE * THE FRENCH WORKS "
21,THE FRENCH WORKS,Oxford 
22,AT THE CLARENDON PRESS,AT THE CLARENDON PRESS 
23,PRINTED AT THE CLARENDON PRESS,1899 Oxford PRINTED AT THE CLARENDON PRESS 
24,PRINTER TO THE UNIVERSITY,"BY HORACE HART, M.A. PRINTER TO THE UNIVERSITY "
25,PREFACE,PREFACE 
26,PREFACE,The publication of this book may most conveniently be explained by a short account of the circumstances which brought it about. 
