,Poem Title,Stanza
0,,"E-text prepared by David Garcia, Carla Foust, and the Project Gutenberg Online Distributed Proofreading Team (http://www.pgdp.net) from page images generously made available by Kentuckiana Digital Library (http://kdl.kyvl.org/) "
1,,Note: Images of the original pages are available through the Kentuckiana Digital Library. See http://kdl.kyvl.org/cgi/t/text/text-idx?c=kyetexts;cc=kyetexts;view=toc;idno=B92-224-31182748 
2,,Transcriber's note: 
3,,"Minor punctuation errors have been corrected without notice. One printer's error has been changed, and it is listed at the end. All other inconsistencies are as in the original. "
4,SHIPS IN HARBOUR,SHIPS IN HARBOUR 
5,SHIPS IN HARBOUR,by 
6,DAVID MORTON,DAVID MORTON 
7,DAVID MORTON,G. P. Putnam's Sons New York and London The Knickerbocker Press 1921 
8,DAVID MORTON,"Copyright, 1921 by G. P. Putnam's Sons "
9,DAVID MORTON,Printed in the United States of America 
10,THIS BOOK IS AFFECTIONATELY DEDICATED,To T. B. M. AND M. W. M. THIS BOOK IS AFFECTIONATELY DEDICATED 
11,THIS BOOK IS AFFECTIONATELY DEDICATED,"For the privilege of reprinting some of the poems included in this book, the author's thanks are due to _The Bookman_, _The Century_, _The New York Evening Post_, _Harper's Magazine_, _Poetry: A Magazine of Verse_, _The Designer_, _The Nation_, _The New York Sun_, _Collier's Weekly_, _Good Housekeeping_, _The Bellman_, _Contemporary Verse_, _Everybody's Magazine_, _The Smart Set_, _Ainslee's_, _The Sonnet_, _McCall's Magazine_, _The Touchstone Magazine_, _The Forum_, and _The Lyric_. "
12,CONTENTS,CONTENTS 
13,PAGE,PAGE 
14,WOODEN SHIPS                                               3,WOODEN SHIPS                                               3 
15,OCTOBER DAY-MOON                                           4,OCTOBER DAY-MOON                                           4 
16,A GARDEN WALL                                              5,A GARDEN WALL                                              5 
17,NAPOLEON IN HADES                                          6,NAPOLEON IN HADES                                          6 
18,SYMBOLS                                                    7,SYMBOLS                                                    7 
19,EXILED                                                     8,EXILED                                                     8 
20,MARY SETS THE TABLE                                        9,MARY SETS THE TABLE                                        9 
21,AUTUMN TEA TIME                                           10,AUTUMN TEA TIME                                           10 
22,BATTLEFIELDS                                              11,BATTLEFIELDS                                              11 
23,ONE DAY IN AUTUMN                                         12,ONE DAY IN AUTUMN                                         12 
24,AN OLD HOUSE AND GARDEN                                   13,AN OLD HOUSE AND GARDEN                                   13 
25,IMMORTALIS                                                14,IMMORTALIS                                                14 
26,TOURING                                                   15,TOURING                                                   15 
27,SUMMER                                                    17,SUMMER                                                    17 
28,OLD SHIPS                                                 18,OLD SHIPS                                                 18 
29,THE TOWN                                                  19,THE TOWN                                                  19 
30,AFTER SUMMER RAIN                                         24,AFTER SUMMER RAIN                                         24 
31,THE KINGS ARE PASSING DEATHWARD                           25,THE KINGS ARE PASSING DEATHWARD                           25 
32,RENEWAL                                                   26,RENEWAL                                                   26 
33,RESPONDIT                                                 27,RESPONDIT                                                 27 
34,JEWELS                                                    28,JEWELS                                                    28 
35,CHORUS                                                    29,CHORUS                                                    29 
36,SYMBOL                                                    30,SYMBOL                                                    30 
37,TO AN UNKNOWN ANCESTOR                                    31,TO AN UNKNOWN ANCESTOR                                    31 
38,INTIMATION                                                32,INTIMATION                                                32 
39,ON A DEAD MOTH                                            33,ON A DEAD MOTH                                            33 
40,MYSTIC                                                    34,MYSTIC                                                    34 
41,LEVIATHANS                                                35,LEVIATHANS                                                35 
42,INVIOLATE                                                 36,INVIOLATE                                                 36 
43,MANUSCRIPTS                                               37,MANUSCRIPTS                                               37 
44,IN AN OLD BURIAL GROUND                                   38,IN AN OLD BURIAL GROUND                                   38 
45,ENCORE                                                    39,ENCORE                                                    39 
46,REDEMPTION                                                40,REDEMPTION                                                40 
