,Poem Title,Stanza
0,,"Transcribed from the 1907 David Nutt edition by Diarmuid Pigott with some additional material and proofing by David Price, email ccx074@pglaf.org "
1,,[Picture: Book cover] 
2,,[Picture: Bust of William Ernest Henley] 
3,POEMS,POEMS 
4,POEMS,_By_ 
5,WILLIAM ERNEST HENLEY,WILLIAM ERNEST HENLEY 
6,WILLIAM ERNEST HENLEY,* * * * * 
7,WILLIAM ERNEST HENLEY,"_The summer’s flower is to the summer sweet_, _Though to itself it only live and die_. "
8,SHAKESPEARE,SHAKESPEARE 
9,SHAKESPEARE,* * * * * 
10,SHAKESPEARE,_Tenth Impression_ 
11,SHAKESPEARE,* * * * * 
12,IN LONG ACRE,LONDON _Published by DAVID NUTT_ at the Sign of the Phœnix IN LONG ACRE 1907 
13,IN LONG ACRE,_First Edition printed January_           1898 _Second Edition printed March_            1898 _Third Edition printed September_         1898 _Fourth Edition printed January_          1900 _Fifth Edition printed December_          1901 _Sixth Impression printed August_         1903 _Seventh Impression printed               1904 February_ _Eighth Impression printed May_           1905 _Ninth Impresion printed April_           1906 _Tenth Impression printed Nov._           1907 
14,IN LONG ACRE,* * * * * 
15,IN LONG ACRE,"Edinburgh: T. and A. CONSTABLE, Printers to His Majesty "
16,_TO MY WIFE_,_TO MY WIFE_ 
17,_TO MY WIFE_,"_Take_, _dear_, _my little sheaf of songs_, _For_, _old or new_, _All that is good in them belongs_ _Only to you_; "
18,_TO MY WIFE_,"_And_, _singing as when all was young_, _They will recall_ _Those others_, _lived but left unsung_— _The bent of all_. "
19,W. E. H,W. E. H 
20,SEPTEMBER 1897.,APRIL 1888 SEPTEMBER 1897. 
21,_ADVERTISEMENT_,_ADVERTISEMENT_ 
22,_ADVERTISEMENT_,"_My friend and publisher_, _Mr. Alfred Nutt_, _asks me to introduce this re-issue of old work in a new shape_.  _At his request_, _then_, _I have to say that nearly all the numbers contained in the present volume are reprinted from_ ‘_A Book of Verses_’ (1888) _and_ ‘_London Voluntaries_’ (1892–3).  _From the first of these I have removed some copies of verse which seemed to me scarce worth keeping_; _and I have recovered for it certain others from those publications which had made room for them_.  _I have corrected where I could_, _added such dates as I might_, _and_, _by re-arrangement and revision_, _done my best to give my book_, _such as it is_, _its final form_.  _If any be displeased by the result_, _I can but submit that my verses are my own_, _and that this is how I would have them read_. "
23,_ADVERTISEMENT_,"_The work of revision has reminded me that_, _small as is this book of mine_, _it is all in the matter of verse that I have to show for the years between_ 1872 _and_ 1897.  _A principal reason is that_, _after spending the better part of my life in the pursuit of poetry_, _I found myself_ (_about_ 1877) _so utterly unmarketable that I had to own myself beaten in art_, _and to addict myself to journalism for the next ten years_.  _Came the production by my old friend_, _Mr. H. B. Donkin_, _in his little collection of_ ‘_Voluntaries_’ (1888), _compiled for that East-End Hospital to which he has devoted so much time and energy and skill_, _of those unrhyming rhythms in which I had tried to quintessentialize_, _as_ (_I believe_) _one scarce can do in rhyme_, _my impressions of the Old Edinburgh Infirmary_.  _They had long __since been rejected by every editor of standing in London—I had well-nigh said in the world_; _but as soon as Mr. Nutt had read them_, _he entreated me to look for more_.  _I did as I was told_; _old dusty sheaves were dragged to light_; _the work of selection and correction was begun_; _I burned much_; _I found that_, _after all_, _the lyrical instinct had slept—not died_; _I ventured_ (_in brief_) ‘_A Book of Verses_.’  _It was received with so much interest that I took heart once more_, _and wrote the numbers presently reprinted from_ ‘_The National Observer_’ _in the collection first_ (1892) _called_ ‘_The Song of the Sword_’ _and afterwards_ (1893), ‘_London voluntaries_.’  _If I have said nothing since_, _it is that I have nothing to say which is not_, _as yet_, _too personal—too personal and too a afflicting—for utterance_. "
24,_ADVERTISEMENT_,"_For the matter of my book_, _it is there to speak for itself_:— "
25,_ADVERTISEMENT_,‘_Here’s a sigh to those who love me_ _And a smile to those who hate_.’ 
26,_ADVERTISEMENT_,_I refer to it for the simple pleasure of reflecting that it has made me many friends and some enemies_. 
27,_W. E. H._,_W. E. H._ 
28,_W. E. H._,"_Muswell Hill_, 4_th_ _September_ 1897. "
29,CONTENTS,CONTENTS 
