,Poem Title,Stanza
0,,Produced by Judith Boss 
1,,Poems 
2,,By 
3,FRANCES E. W. HARPER,FRANCES E. W. HARPER 
4,FRANCES E. W. HARPER,The Black Heritage Library Collection 
5,FRANCES E. W. HARPER,First Published 1895 
6,POEMS,POEMS 
7,BY,BY 
8,FRANCES E. W. HARPER,FRANCES E. W. HARPER 
9,ISAIAH 60:15.,"Whereas thou hast been forsaken and hated, so that no man went through thee, I will make thee an eternal excellency, a joy of many generations. ISAIAH 60:15. "
10,CONTENTS.,CONTENTS. 
11,PAGE,PAGE 
12,PAGE,"My Mother's Kiss . . . . . . . . . .     1 A Grain of Sand  . . . . . . . . . .     3 The Crocuses . . . . . . . . . . . .     4 The Present Age  . . . . . . . . . .     6 Dedication Poem  . . . . . . . . . .     9 A Double Standard  . . . . . . . . .    12 Our Hero . . . . . . . . . . . . . .    15 The Dying Bondman  . . . . . . . . .    17 A Little Child Shall Lead Them . . .    19 The Sparrow's Fall . . . . . . . . .    21 God Bless Our Native Land  . . . . .    23 Dandelions . . . . . . . . . . . . .    24 The Building . . . . . . . . . . . .    25 Home, Sweet Home . . . . . . . . . .    26 The Pure in Heart Shall See God  . .    28 He Had Not Where to Lay His Head . .    30 Go Work in My Vineyard . . . . . . .    31 Renewal of Strength  . . . . . . . .    33 Jamie's Puzzle . . . . . . . . . . .    34 Truth  . . . . . . . . . . . . . . .    36 Death of the Old Sea King  . . . . .    38 Save the Boys  . . . . . . . . . . .    40 Nothing and Something  . . . . . . .    42 Vashti . . . . . . . . . . . . . . .    44 Thank God for Little Children  . . .    47 The Martyr of Alabama  . . . . . . .    49 The Night of Death . . . . . . . . .    53 Mother's Treasures . . . . . . . . .    56 The Refiner's Gold . . . . . . . . .    58 A Story of the Rebellion . . . . . .    60 Burial of Sarah  . . . . . . . . . .    61 Going East . . . . . . . . . . . . .    63 The Hermit's Sacrifice . . . . . . .    66 Songs for the People . . . . . . . .    69 Let the Light Enter  . . . . . . . .    71 An Appeal to My Country Women  . . .    72 "
13,MY MOTHER'S KISS.,MY MOTHER'S KISS. 
14,MY MOTHER'S KISS.,"My mother's kiss, my mother's kiss, I feel its impress now; As in the bright and happy days She pressed it on my brow. "
15,MY MOTHER'S KISS.,You say it is a fancied thing Within my memory fraught; To me it has a sacred place-- The treasure house of thought. 
16,MY MOTHER'S KISS.,"Again, I feel her fingers glide Amid my clustering hair; I see the love-light in her eyes, When all my life was fair. "
17,MY MOTHER'S KISS.,"Again, I hear her gentle voice In warning or in love. How precious was the faith that taught My soul of things above. "
18,MY MOTHER'S KISS.,(1) 
19,2 MY MOTHER'S KISS.,2 MY MOTHER'S KISS. 
20,2 MY MOTHER'S KISS.,"The music of her voice is stilled, Her lips are paled in death. As precious pearls I'll clasp her words Until my latest breath. "
21,2 MY MOTHER'S KISS.,The world has scattered round my path Honor and wealth and fame; But naught so precious as the thoughts That gather round her name. 
22,2 MY MOTHER'S KISS.,And friends have placed upon my brow The laurels of renown; But she first taught me how to wear My manhood as a crown. 
23,2 MY MOTHER'S KISS.,"My hair is silvered o'er with age, I'm longing to depart; To clasp again my mother's hand, And be a child at heart. "
24,2 MY MOTHER'S KISS.,To roam with her the glory-land Where saints and angels greet; To cast our crowns with songs of love At our Redeemer's feet. 
25,A GRAIN OF SAND. 3,A GRAIN OF SAND. 3 
26,A GRAIN OF SAND.,A GRAIN OF SAND. 
27,A GRAIN OF SAND.,"Do you see this grain of sand Lying loosely in my hand? Do you know to me it brought Just a simple loving thought? When one gazes night by night On the glorious stars of light, Oh how little seems the span Measured round the life of man. "
28,A GRAIN OF SAND.,"Oh! how fleeting are his years With their smiles and their tears; Can it be that God does care For such atoms as we are? Then outspake this grain of sand ""I was fashioned by His hand In the star lit realms of space I was made to have a place. "
29,A GRAIN OF SAND.,"""Should the ocean flood the world, Were its mountains 'gainst me hurled All the force they could employ Wouldn't a single grain destroy; And if I, a thing so light, Have a place within His sight; You are linked unto his throne Cannot live nor die alone. "
30,4 THE CROCUSES.,4 THE CROCUSES. 
31,4 THE CROCUSES.,"In the everlasting arms Mid life's dangers and alarms Let calm trust your spirit fill; Know He's God, and then be still."" Trustingly I raised my head Hearing what the atom said; Knowing man is greater far Than the brightest sun or star. "
32,THE CROCUSES.,THE CROCUSES. 
33,THE CROCUSES.,They heard the South wind sighing A murmur of the rain; And they knew that Earth was longing To see them all again. 
34,THE CROCUSES.,"While the snow-drops still were sleeping Beneath the silent sod; They felt their new life pulsing Within the dark, cold clod. "
35,THE CROCUSES.,Not a daffodil nor daisy Had dared to raise its head; Not a fairhaired dandelion Peeped timid from its bed; 
36,THE CROCUSES.  5,THE CROCUSES.  5 
37,THE CROCUSES.  5,Though a tremor of the winter Did shivering through them run; Yet they lifted up their foreheads To greet the vernal sun. 
38,THE CROCUSES.  5,And the sunbeams gave them welcome. As did the morning air And scattered o'er their simple robes Rich tints of beauty rare. 
39,THE CROCUSES.  5,Soon a host of lovely flowers From vales and woodland burst; But in all that fair procession The crocuses were first. 
40,THE CROCUSES.  5,First to weave for Earth a chaplet To crown her dear old head; And to beautify the pathway Where winter still did tread. 
41,THE CROCUSES.  5,"And their loved and white haired mother Smiled sweetly 'neath the touch, When she knew her faithful children Were loving her so much. "
42,6 THE PRESENT AGE.,6 THE PRESENT AGE. 
43,THE PRESENT AGE.,THE PRESENT AGE. 
44,THE PRESENT AGE.,Say not the age is hard and cold-- I think it brave and grand; When men of diverse sects and creeds Are clasping hand in hand. 
45,THE PRESENT AGE.,The Parsee from his sacred fires Beside the Christian kneels; And clearer light to Islam's eyes The word of Christ reveals. 
46,THE PRESENT AGE.,The Brahmin from his distant home Brings thoughts of ancient lore; The Bhuddist breaking bonds of caste Divides mankind no more. 
47,THE PRESENT AGE.,"The meek-eyed sons of far Cathay Are welcome round the board; Not greed, nor malice drives away These children of our Lord. "
48,THE PRESENT AGE.,And Judah from whose trusted hands Came oracles divine; Now sits with those around whose hearts The light of God doth shine. 
49,THE PRESENT AGE. 7,THE PRESENT AGE. 7 
50,THE PRESENT AGE. 7,Japan unbars her long sealed gates From islands far away; Her sons are lifting up their eyes To greet the coming day. 
51,THE PRESENT AGE. 7,The Indian child from forests wild Has learned to read and pray; The tomahawk and scalping knife From him have passed away. 
52,THE PRESENT AGE. 7,"From centuries of servile toil The Negro finds release, And builds the fanes of prayer and praise Unto the God of Peace. "
53,THE PRESENT AGE. 7,"England and Russia face to face With Central Asia meet; And on the far Pacific coast, Chinese and natives greet. "
54,THE PRESENT AGE. 7,Crusaders once with sword and shield The Holy Land to save; From Moslem hands did strive to clutch The dear Redeemer's grave. 
55,THE PRESENT AGE. 7,"A battle greater, grander far Is for the present age; "
