,Poem Title,Stanza
0,GOBLINS AND PAGODAS,GOBLINS AND PAGODAS 
1,BY,BY 
2,JOHN GOULD FLETCHER,JOHN GOULD FLETCHER 
3,BOSTON AND NEW YORK,BOSTON AND NEW YORK 
4,HOUGHTON MIFFLIN COMPANY,HOUGHTON MIFFLIN COMPANY 
5,HOUGHTON MIFFLIN COMPANY,The Riverside Press Cambridge 
6,HOUGHTON MIFFLIN COMPANY,1916 
7,TO,TO 
8,DAISY,DAISY 
9,DAISY,"Thanks are due to the editor of The Egoist, London, for permission to reprint The Ghosts of an Old House and the Orange Symphony; to the editor of Poetry, Chicago, for permission to reprint the Blue Symphony; and to the editor of The Little Review for permission to reprint the Green Symphony. "
10,PREFACE,PREFACE 
11,I,I 
12,I,"The second half of the nineteenth and the first fifteen years of the twentieth century have been a period of research, of experiment, of unrest and questioning. In science and philosophy we have witnessed an attempt to destroy the mechanistic theory of the universe as developed by Darwin, Huxley, and Spencer. The unknowable has been questioned: hypotheses have been shaken: vitalism and idealism have been proclaimed. In the arts, the tendency has been to strip each art of its inessentials and to disclose the underlying basis of pure form. In life, the principles of nationality, of racial culture, of individualism, of social development, of Christian ethics, have been discussed, debated, and examined from top to bottom, until at last, in the early years of the twentieth century we find all Europe, from the leaders of thought down to the lowest peasantry, engaged in a mutually destructive war of which few can trace the beginnings and none can foresee the end. The fundamental tenets of thought, art, life itself, have been shaken: and either civilization is destined to some new birth, or mankind will revert to the conditions of life, thought, and social intercourse that prevailed in the Stone Age. "
13,I,"Like all men of my generation, I have not been able to resist this irresistible upheaval of ideas and of forces: and, to the best of my ability, I have tried to arrive at a clear understanding of the fundamentals of æsthetic form as they affect the art to which I have felt myself instinctively akin, the art of poetry. That I have completely attained such an understanding, it would be idle for me to pretend: but I believe, and have induced some others to believe, that I have made a few steps towards it. Some explanation of my own peculiar theories and beliefs is necessary, however, to those who have not specifically concerned themselves with poetry, or who suffer in the presence of any new work of art from the normal human reaction that all art principles are so essentially fixed that any departure from accepted ideas is madness. "
14,II,II 
15,II,"The fundamental basis of all the arts is the same. In every case art aims at the evocation of some human emotion in the spectator or listener. Where science proceeds from effects to causes, and seeks to analyze the underlying causes of emotion and sensation, art reverses the process, and constructs something that will awaken emotions, according to the amount of receptiveness with which other people approach it. Thus architecture gives us feelings of density, proportion, harmony: sculpture, of masses in movement; painting, of colour-harmony and the ordered composition of lines and volumes from which arise sensations of space: music, of the development of sounds into melodic line, harmonic progression, tonal opposition, and symphonic structure. "
16,II,"The object of literature is not dissimilar from these. Literature aims at releasing the emotions that arise from the formed words of a certain language. But literature is probably a less pure--and hence more universal--art than any I have yet examined. For it must be apparent to all minds that not only is a word a definite symbol of some fact, but also it is a thing capable of being spoken or sounded. The art of literature, then, in so far as it deals with definite statements, is akin to painting or photography: in so far as it deals with sounded words, it is akin to music. "
17,III,III 
18,III,"Literature, therefore, does not depend on the peculiar twists and quirks which represent, to those who can read, the words, but rather on the essential words themselves. In fact, literature existed before writing; and writing in itself is of no value from the purely literary sense, except in so far as it preserves and transmits from generation to generation the literary emotion. Style, whether in prose or poetry, is an attempt to develop this essentially musical quality of literature, to evoke the magic that exists in the sound-quality of words, as well as to combine these sound-qualities in definite statements or sentences. The difference between prose and poetry is, therefore, not a difference of means, but of psychological effect and reaction. The means employed, the formed language, is the same: but the resultant impression is quite different. "
19,III,"In prose, the emotions expressed are those that are capable of development in a straight line. In so far as prose is pure, it confines itself to the direct orderly progression of a thought or conception or situation from point to point of a flat surface. The sentences, as they develop this conception from its beginning to conclusion, move on, and do not return upon themselves. The grouping of these sentences into paragraphs gives the breadth of the thought. The paragraphs, sections, and chapters are each a square, in that they represent a division of the main thought into parallel units, or blocks of subsidiary ideas. The sensation of depth is finally obtained by arranging these blocks in a rising climacteric progression, or in parallel lines, or in a sort of zigzag figure. "
20,III,"The psychological reaction that arises from the intelligent appreciation of poetry is quite different. In poetry, we have a succession of curves. The direction of the thought is not in straight lines, but wavy and spiral. It rises and falls on gusts of strong emotion. Most often it creates strongly marked loops and circles. The structure of the stanza or strophe always tends to the spherical. Depth is obtained by making one sphere contain a number of concentric, or overlapping spheres. "
21,III,"Hence, when we speak of poetry we usually mean regular rhyme and metre, which have for so long been considered essential to all poetry, not as a device for heightening musical effect, as so many people suppose, but merely to make these loops and circles more accentuated, and to make the line of the poem turn upon itself more recognizably. But it must be recognized that just as Giotto's circle was none the less a circle, although not drawn with compasses, so poetic circles can be constructed out of subtler and more musical curves than that which painstakingly follows the selfsame progression of beats, and catches itself up on the same point of rhyme for line after line. The key pattern on the lip of a Greek vase may be beautiful, but it is less beautiful, less satisfying, and less conclusive a test of artistic ability than the composition of satyrs and of mænads struggling about the centre. Therefore I maintain, and will continue to do so, that the mere craftsman-ability to write in regular lines and metres no more makes a man a poet than the ability to stencil wall-papers makes him a painter. "
22,III,"Rather is it more important to observe that almost any prose work of imaginative literature, if examined closely, will be found to contain a plentiful sprinkling of excellent verses; while many poems which the world hails as master-pieces, contain whole pages of prose. The fact is, that prose and poetry are to literature as composition and colour are to painting, or as light and shadow to the day, or male and female to mankind. There are no absolutely perfect poets and no absolutely perfect prose-writers. Each partakes of some of the characteristics of the other. The difference between poetry and prose is, therefore, a difference between a general roundness and a general squareness of outline. A great French critic, recently dead, who devoted perhaps the major part of his life to the study of the æsthetics of the French tongue, declared that Flaubert and Chateaubriand wrote only poetry. If there are those who cannot see that in the only true and lasting sense of the word poetry, this remark was perfectly just, then all I have written above will be in vain. "
23,IV,IV 
24,IV,"Along with the prevailing preoccupation with technique which so marks the early twentieth century, there has gone also a great change in the subject-matter of art. Having tried to explain the aesthetic form-basis of poetry, I shall now attempt to explain my personal way of viewing its content. "
25,IV,"It is a significant fact that every change in technical procedure in the arts is accompanied by, and grows out of, a change in subject-matter. To take only one out of innumerable examples, the new subject-matter of Wagner's music-dramas, of an immeasurably higher order than the usual libretto, created a new form of music, based on motifs, not melodies. Other examples can easily be discovered. The reason for this is not difficult to find. "
26,IV,"No sincere artist cares to handle subject-matter that has already been handled and exhausted. It is not a question of a desire to avoid plagiarism, or of self-conscious searching for novelty, but of a perfectly spontaneous and normal appeal which any new subject-matter always makes. Hence, when a new subject appears to any artist, he always realizes it more vividly than an old one, and if he is a good artist, he realizes it so vividly that he recreates it in what is practically a novel form. "
27,IV,"This novel form never is altogether novel, nor is the subject altogether a new subject. For, as I pointed out at the beginning of this preface, that all arts sprang practically out of the same primary sensations, so the subject-matter of all art must forever be the same: namely, nature and human life. Hence, any new type of art will always be found, in subject-matter as well as in technique, to have its roots in the old. Art is like a kaleidoscope, capable of many changes, while the material which builds up those changes remains the same. "
28,IV,"Nevertheless, although the subject-matter in this book is not altogether new, yet I have realized it in a way which has not often been tried, and out of that fresh and quite personal realization have sprung my innovations in subject as well as technique. Let me illustrate by a concrete example. "
29,V,V 
