,Poem Title,Stanza
0,,"Produced by Emmanuel Ackerman, University of California Libraries, Microsoft (scanning) and the Online Distributed Proofreading Team at http://www.pgdp.net (This file was produced from images generously made available by The Internet Archive) "
1,_BY THE SAME AUTHOR_,_BY THE SAME AUTHOR_ 
2,_FICTION_,_FICTION_ 
3,JOHN STUART,THE GATES JOHN STUART 
4,_VERSE_,_VERSE_ 
5,SONGS AND SATIRES,SONGS AND SATIRES 
6,_THEATRE_,_THEATRE_ 
7,CLASS,LES PARIAHS THE CAP AND BELLS PEOPLE LIKE OURSELVES CLASS 
8,_THEATRE IN VERSE_,_THEATRE IN VERSE_ 
9,DUSK,FOOLERY DUSK 
10,THE SINGING CARAVAN,THE SINGING CARAVAN 
11,_RECENT POETRY_,_RECENT POETRY_ 
12,THE HEART OF PEACE,THE HEART OF PEACE By LAURENCE HOUSMAN.           5s. net 
13,ESCAPE AND FANTASY,ESCAPE AND FANTASY By GEORGE ROSTREVOR.       3s. 6d. net 
14,THE SAILING SHIPS,THE SAILING SHIPS By ENID BAGNOLD.               5s. net 
15,COUNTER-ATTACK,COUNTER-ATTACK By SIEGFRIED SASSOON.      2s. 6d. net 
16,POEMS,POEMS By GEOFFREY DEARMER.       2s. 6d. net 
17,CARAVAN,THE SINGING CARAVAN 
18,A SUFI TALE,A SUFI TALE 
19,BY,BY 
20,ROBERT VANSITTART,ROBERT VANSITTART 
21,ROBERT VANSITTART,Each man is many as a caravan; His straggling selves collect in tales like these. Only the love of one can make him one. Who takes the Sufi Way--the Way of Peace? 
22,GEORGE H. DORAN COMPANY,NEW YORK GEORGE H. DORAN COMPANY 1919 
23,GEORGE H. DORAN COMPANY,_Printed in Great Britain_ 
24,_IN MEMORIAM_,_IN MEMORIAM_ 
25,MY BROTHER ARNOLD,MY BROTHER ARNOLD 
26,MAY 1915,"2ND LIEUTENANT, 11TH HUSSARS KILLED IN ACTION NEAR YPRES MAY 1915 "
27,MAY 1915,"_In twenty years of lands and seas and cities I had small joy and sought for it the more, Thinking: ""If ever I am polymêtis, 'Tis yours to draw upon the hard-won store.""_ "
28,MAY 1915,"_I had some bouts from Samarkand to Paris, And took some falls 'twixt Sweden and Sudan. If I was slow and patient learning parries, I hoped to teach you when you were a man._ "
29,MAY 1915,_I cannot fall to whining round the threshold Where Death awaited you. I lack the skill Of hands for ever working out a fresh hold On life. In mystic ways I serve you still._ 
30,MAY 1915,"_The age of miracles is not yet ended. As on the humble feast of Galilee Surely a touch of heaven has descended On the cheap earthen vessel, even on me,_ "
31,MAY 1915,"_Whose weak content--the soul I travail under-- Unstable as water, to myself untrue, God's mercy makes an everlasting wonder, Stronger than life or death, my love of you._ "
32,MAY 1915,"I am indebted to Mr. Arthur Humphreys, Mr. John Murray, and the Editor of the _Spectator_ for kind permission to reproduce a few of the shorter poems in this tale of Persian mystics. I have included them, firstly, because I wished otherwise new work, being a memorial, to include such fragments of the past as might be worth preserving; secondly, because decreasing leisure inspires a diffidence in the future that may justify me in asking a reader or a friend to judge or remember me only by ""Foolery"" and ""The Singing Caravan."" "
33,R. V.,R. V. 
34,CONTENTS,CONTENTS 
35,PAGE,PAGE 
36,PAGE,IN MEMORIAM                             vi 
37,PAGE,ACKNOWLEDGEMENTS                      viii 
38,PRELUDE                                  1,PRELUDE                                  1 
39,I. THE VIEW OF THE WATCHMEN                 9,I. THE VIEW OF THE WATCHMEN                 9 
40,II. THE JOY OF THE WORDS                    15,II. THE JOY OF THE WORDS                    15 
41,III. THE DEPTH OF THE NIGHT                  17,III. THE DEPTH OF THE NIGHT                  17 
42,IV. THE INWARDNESS OF THE MERCHANT          20,IV. THE INWARDNESS OF THE MERCHANT          20 
43,V. THE LESSON OF THE CAMEL                 22,V. THE LESSON OF THE CAMEL                 22 
44,VI. THE BOASTING OF YOUTH                   28,VI. THE BOASTING OF YOUTH                   28 
