,Poem Title,Stanza
0,,Produced by Jeffrey Johnson and the Online Distributed Proofreading Team at http://www.pgdp.net (This file was produced from images generously made available by The Internet Archive/American Libraries.) 
1,AND OTHER POEMS,THE DREAMERS AND OTHER POEMS 
2,BY,BY 
3,THEODOSIA GARRISON,THEODOSIA GARRISON 
4,GEORGE H. DORAN COMPANY,NEW YORK GEORGE H. DORAN COMPANY 
5,BY GEORGE H. DORAN COMPANY,"COPYRIGHT, 1917, BY GEORGE H. DORAN COMPANY "
6,TO,TO 
7,F. J. F.,F. J. F. 
8,F. J. F.,"_September_, 1917 "
9,F. J. F.,"For the privilege of reprinting the poems included in this volume the author thanks the Editors of Scribner's, Harper's Magazine, Harper's Bazar, McClure's, Collier's Weekly, The Delineator, The Designer, Ainslee's, Everybody's, The Smart Set, The Cosmopolitan, Lippincott's, Munsey's, The Rosary, The Pictorial Review, The Bookman, and the Newark Sunday Call. "
10,CONTENTS,CONTENTS 
11,THE DREAMERS,THE DREAMERS 
12,THREE SONGS IN A GARDEN,THREE SONGS IN A GARDEN 
13,THE RETURN,THE RETURN 
14,BLACK SHEEP,BLACK SHEEP 
15,MONSEIGNEUR PLAYS,MONSEIGNEUR PLAYS 
16,UNBELIEF,UNBELIEF 
17,THE SILENT ONE,THE SILENT ONE 
18,THE ROSE,THE ROSE 
19,THE SONG OF THE YOUNG PAGE,THE SONG OF THE YOUNG PAGE 
20,THE NEW SPRING,THE NEW SPRING 
21,THE BURDEN,THE BURDEN 
22,THE BRIDE,THE BRIDE 
23,THE SEER OF HEARTS,THE SEER OF HEARTS 
24,THE UNSEEN MIRACLE,THE UNSEEN MIRACLE 
25,THE APRIL BOUGHS,THE APRIL BOUGHS 
26,TRANSIENTS,TRANSIENTS 
27,THE MOTHER,THE MOTHER 
28,WHEN PIERROT PASSES,WHEN PIERROT PASSES 
29,THE POET,THE POET 
30,MAGDALEN,MAGDALEN 
31,A SALEM MOTHER,A SALEM MOTHER 
32,THE DAYS,THE DAYS 
33,THE CALL,THE CALL 
34,THE PARASITE,THE PARASITE 
35,YOUTH,YOUTH 
36,THE EMPTY HOUSE,THE EMPTY HOUSE 
37,THE BROKEN LUTE,THE BROKEN LUTE 
38,ORCHARDS,ORCHARDS 
39,TWILIGHT,TWILIGHT 
40,A LOVE SONG,A LOVE SONG 
41,OLD BOATS,OLD BOATS 
42,BEAUTY,BEAUTY 
43,A SONG,A SONG 
44,MOTHERS OF MEN,MOTHERS OF MEN 
45,LOVELACE GROWN OLD,LOVELACE GROWN OLD 
46,SHADE,SHADE 
47,THE VAGABOND,THE VAGABOND 
48,DISTANCE,DISTANCE 
49,THE GYPSYING,THE GYPSYING 
50,"GOOD-BYE, PIERETTE","GOOD-BYE, PIERETTE "
51,THE AWAKENING,THE AWAKENING 
52,THE WEDDING GOWN,THE WEDDING GOWN 
53,THE DISCIPLES,THE DISCIPLES 
54,THE UNKNOWING,THE UNKNOWING 
55,HEART OF A HUNDRED SORROWS,HEART OF A HUNDRED SORROWS 
56,THE RETURNING,THE RETURNING 
57,THE INLANDER,THE INLANDER 
58,AD FINEM,AD FINEM 
59,A SONG OF HELOISE,A SONG OF HELOISE 
60,THE RETURN,THE RETURN 
61,THE POPLARS,THE POPLARS 
62,THE LITTLE JOYS,THE LITTLE JOYS 
63,SONGS OF HIMSELF,SONGS OF HIMSELF 
64,HIMSELF,HIMSELF 
65,THE FAIR,THE FAIR 
66,THE DANCING DAYS,THE DANCING DAYS 
67,SHEILA,SHEILA 
68,THE GRIEF,THE GRIEF 
69,THE INTRODUCTION,THE INTRODUCTION 
70,THE STAY-AT-HOME,THE STAY-AT-HOME 
71,THE DREAMERS,THE DREAMERS 
72,THE DREAMERS,"The gypsies passed her little gate-- She stopped her wheel to see,-- A brown-faced pair who walked the road, Free as the wind is free; And suddenly her tidy room A prison seemed to be. "
73,THE DREAMERS,"Her shining plates against the walls, Her sunlit, sanded floor, The brass-bound wedding chest that held Her linen's snowy store, The very wheel whose humming died,-- Seemed only chains she bore. "
74,THE DREAMERS,"She watched the foot-free gypsies pass; She never knew or guessed The wistful dream that drew them close-- The longing in each breast Some day to know a home like hers, Wherein their hearts might rest. "
75,THREE SONGS IN A GARDEN,THREE SONGS IN A GARDEN 
76,I,I 
77,I,"White rose-leaves in my hands, I toss you all away; The winds shall blow you through the world To seek my wedding day. Or East you go, or West you go And fall on land or sea, Find the one that I love best And bring him here to me. And if he finds me spinning 'Tis short I'll break my thread; And if he finds me dancing I'll dance with him instead; If he finds me at the Mass-- (Ah, let this not be, Lest I forget my sweetest saint The while he kneels by me!) "
78,II,II 
79,II,"My lilies are like nuns in white That guard me well all day, But the red, red rose that near them grows Is wiser far than they. Oh, red rose, wise rose, Keep my secret well; I kiss you twice, I kiss you thrice To pray you not to tell. My lilies sleep beneath the moon, But wide awake are you, And you have heard a certain word And seen a dream come true. Oh, red rose, wise rose, Silence for my sake, Nor drop to-night a petal light Lest my white lilies wake. "
80,III,III 
81,III,"Will the garden never forget That it whispers over and over, ""Where is your lover, Nanette? Where is your lover--your lover?"" Oh, roses I helped to grow, Oh, lily and mignonette, Must you always question me so, ""Where is your lover, Nanette?"" Since you looked on my joy one day, Is my grief then a lesser thing? Have you only this to say When I pray you for comforting? Now that I walk alone Here where our hands were met, Must you whisper me every one, ""Where is your lover, Nanette?"" "
82,III,"I have mourned with you year and year, When the Autumn has left you bare, And now that my heart is sere Does not one of your roses care? Oh, help me forget--forget, Nor question over and over, ""Where is your lover, Nanette? Where is your lover--your lover?"" "
83,THE RETURN,THE RETURN 
