,Poem Title,Stanza
0,,"Produced by David Garcia, Diane Monico, and the Online Distributed Proofreading Team at https://www.pgdp.net (This file was produced from images generously made available by The Kentuckiana Digital Library) "
1,THE,THE 
2,OLD HANGING FORK,OLD HANGING FORK 
3,OLD HANGING FORK,and 
4,OTHER POEMS.,OTHER POEMS. 
5,BY,BY 
6,GEORGE W. DONEGHY.,GEORGE W. DONEGHY. 
7,"FRANKLIN, OHIO:","FRANKLIN, OHIO: The Editor Publishing Co. 1897. "
8,"FRANKLIN, OHIO:","Copyright, 1897, By George W. Doneghy. "
9,CONTENTS.,CONTENTS. 
10,"THE OLD HANGING FORK,                  9","PAGE THE OLD HANGING FORK,                  9 "
11,"SWEET SEPTEMBER DAYS,                 11","SWEET SEPTEMBER DAYS,                 11 "
12,"YER OLD COB PIPE,                     13","YER OLD COB PIPE,                     13 "
13,"TIM BLUSTER'S DREAM,                  15","TIM BLUSTER'S DREAM,                  15 "
14,"APPLE BLOSSOMS,                       18","APPLE BLOSSOMS,                       18 "
15,"CHICKAMAUGA,                          20","CHICKAMAUGA,                          20 "
16,"GEN. JOHN B. GORDON,                  22","GEN. JOHN B. GORDON,                  22 "
17,"UP AND DOWN OLD CLARK'S RUN,          23","UP AND DOWN OLD CLARK'S RUN,          23 "
18,"UP AND DOWN OLD CLARK'S RUN,          23",ROBERT BURNS (A Paraphrase)           25 
19,"WISHING--FISHING,                     27","WISHING--FISHING,                     27 "
20,"POE,                                  28","POE,                                  28 "
21,"A BARREN ""IDEALTY,""                   29","A BARREN ""IDEALTY,""                   29 "
22,"A CHERISHED RELIC,                    31","A CHERISHED RELIC,                    31 "
23,"""RESTLAND,""                           33","""RESTLAND,""                           33 "
24,"MY VALENTINE,                         35","MY VALENTINE,                         35 "
25,"A SMOKE,                              36","A SMOKE,                              36 "
26,"PERRYVILLE,                           37","PERRYVILLE,                           37 "
27,"LONGINGS,                             39","LONGINGS,                             39 "
28,"DOWN ABOUT OLD SHAKERTOWN,            40","DOWN ABOUT OLD SHAKERTOWN,            40 "
29,"MEMORIA IN ÆTERNA,                    41","MEMORIA IN ÆTERNA,                    41 "
30,"A MOTHER'S GRAVE,                     43","A MOTHER'S GRAVE,                     43 "
31,"A FRECKLE-FACED BOY,                  44","A FRECKLE-FACED BOY,                  44 "
32,"THE DAM BELOW THE MILL,               46","THE DAM BELOW THE MILL,               46 "
33,"THE SERENADE,                         47","THE SERENADE,                         47 "
34,"""IS IT HOT ENOUGH FER YOU?""           49","""IS IT HOT ENOUGH FER YOU?""           49 "
35,"THE TOKEN,                            50","THE TOKEN,                            50 "
36,"TO SCENES I USED TO KNOW,             52","TO SCENES I USED TO KNOW,             52 "
37,"BEREFT,                               54","BEREFT,                               54 "
38,"THE ""BULL SPRING,""                    56","THE ""BULL SPRING,""                    56 "
39,"FAMILIAR HAUNTS,                      58","FAMILIAR HAUNTS,                      58 "
40,"A FADED LETTER,                       60","A FADED LETTER,                       60 "
41,"THE HERMIT,                           61","THE HERMIT,                           61 "
42,"THE ""MEDICAL SPRING,""                 63","THE ""MEDICAL SPRING,""                 63 "
43,"AN ""IDYL"" OF THE BALL,                64","AN ""IDYL"" OF THE BALL,                64 "
44,"DREAMS,                               65","DREAMS,                               65 "
45,"A TWIST OF ""NATURAL LEAF,""            66","A TWIST OF ""NATURAL LEAF,""            66 "
46,"GEORGE W. CHILDS,                     68","GEORGE W. CHILDS,                     68 "
47,"THE OLD SPRING-HOUSE,                 69","THE OLD SPRING-HOUSE,                 69 "
48,"CAMPING ON THE CUMBERLAND,            71","CAMPING ON THE CUMBERLAND,            71 "
49,"AN EASTER FLOWER,                     73","AN EASTER FLOWER,                     73 "
50,"THE STAGE COACH,                      74","THE STAGE COACH,                      74 "
51,"DICK'S RIVER,                         76","DICK'S RIVER,                         76 "
52,"TO A LITTLE BOY,                      78","TO A LITTLE BOY,                      78 "
53,"WHEN THE COAL HOUSE'S FULL,           79","WHEN THE COAL HOUSE'S FULL,           79 "
54,"DECEMBER,                             81","DECEMBER,                             81 "
55,"SOLACE,                               82","SOLACE,                               82 "
56,"FRANK L. STANTON,                     84","FRANK L. STANTON,                     84 "
57,"THE OLD CHURCH BELL,                  85","THE OLD CHURCH BELL,                  85 "
58,"A SUMMER EVENING,                     87","A SUMMER EVENING,                     87 "
59,"FATHER RYAN,                          88","FATHER RYAN,                          88 "
60,"THE MEADOW PATH,                      89","THE MEADOW PATH,                      89 "
61,"THE FOX HUNTERS,                      91","THE FOX HUNTERS,                      91 "
62,"THE CHARMING GIRL OF SOMERSET,        93","THE CHARMING GIRL OF SOMERSET,        93 "
63,"IN JULY,                              94","IN JULY,                              94 "
64,"TO J. R. M.,                          95","TO J. R. M.,                          95 "
65,"TWILIGHT,                             96","TWILIGHT,                             96 "
66,"OUT UV ""POLITICKS,""                   98","OUT UV ""POLITICKS,""                   98 "
67,"JONES' MARE,                         100","JONES' MARE,                         100 "
68,"THAT OLD STRAW HAT OF MINE,          103","THAT OLD STRAW HAT OF MINE,          103 "
69,"TOM BARBEE'S POND,                   105","TOM BARBEE'S POND,                   105 "
70,WHERE?                               107,WHERE?                               107 
71,"THE HILLS OF LINCOLN,                109","THE HILLS OF LINCOLN,                109 "
72,"LOVED AND LOST,                      111","LOVED AND LOST,                      111 "
73,"A TRUE STORY,                        112","A TRUE STORY,                        112 "
74,"A TRUE STORY,                        112",The 
75,"A TRUE STORY,                        112",Old Hanging Fork 
76,"A TRUE STORY,                        112",and 
77,"A TRUE STORY,                        112",Other Poems. 
78,THE OLD HANGING FORK.,THE OLD HANGING FORK. 
79,I.,I. 
80,I.,"O don't you remember those days so divine, Around which the heart-strings all tenderly twine, When with sapling pole and a painted cork We fished up and down the old Hanging Fork-- From the railroad bridge, with its single span, Clear down to the mill at Dawson's old dam-- From early morn till the shades of night, And it made no difference if fish _didn't_ bite? "
81,II.,II. 
82,II.,"What pleasure it gives to think and to dream Of those long, happy days, and the old winding stream, When we waded the creek with our pants to the knee, And got our lines tangled in a sycamore tree, And were most scared to death when out from the root The long, wriggling snake through the water did shoot, And you lost your line, your hook and your cork, And I slipped and fell in the old Hanging Fork! "
83,III.,III. 
84,III.,"The years they have come, and the years they have fled, And frosted with silver the hairs of the head, But still in fond memory there lingers the joy Of scenes such as these, when a bare-footed boy I wandered away to the clear rippling stream-- No cankering care to trouble life's dream;-- And we spit on our bait and in whispers we'd talk, As we threw out our lines in the old Hanging Fork! "
85,IV.,IV. 
86,IV.,"We sat there and fished with the sun beaming down On the tops of our heads through hats minus crown, And when I got a bite or you caught a perch We'd just give our lines a thundering lurch, And land him high up on the bank in the weeds, Then string him along with the pumpkin seeds! O don't you remember the hot, dusky walk, Along the white pike to the old Hanging Fork? "
87,SWEET SEPTEMBER DAYS.,SWEET SEPTEMBER DAYS. 
88,I.,I. 
89,I.,"There's a something in the atmosphere, in sweet September days, That mantles all the landscape with its languid, dreamy haze; And you see the leaves a-dropping, in a lazy kind of way, Where the maple trees are standing in their Summer-time array. "
90,II.,II. 
91,II.,"There's a yellowish tinge a-creeping over Nature's emerald sheen, And the cattle stand, half-sleeping, in the middle of the stream Where the glassy pool is shaded by the overhanging limb, And the pebbly bottom's glinting where the silvery minnows swim. "
92,III.,III. 
93,III.,"The tasseled corn is nodding, and the crow on drowsy wing Is sailing o'er the orchard where the ripening apples swing, And the fleecy clouds are floating in the azure of the sky, And the gentle breeze is sighing as it's idly wafted by. "
94,IV.,IV. 
95,IV.,"The cantaloupes are ripening in their yellow golden rinds; And the melons, round and juicy, are a-clinging to the vines; And the merry, laughing children, in their happy hour of play, Are a-romping in the meadow and a-sliding down the hay. "
96,V.,V. 
97,V.,"The busy bees are buzzing where the grapes with purple blush, And the hanging bunches tempting with their weight the arbor crush, And the blue jays are a-wrangling in the wood across the road, Where the hickory boughs are bending 'neath an extra heavy load. "
98,VI.,VI. 
99,VI.,"Let your poets keep a-singing about the Springtime gay, And the blossoms and the flowers in the merry month of May-- But the early Autumn splendor, with its sweet September days, Eclipses boasted Springtime in a thousand kind of ways! "
100,YER OLD COB PIPE.,YER OLD COB PIPE. 
101,I.,I. 
102,I.,"When the chilling winds of Winter come a-knocking at the door, And the fleecy flakes are flying and the earth is covered o'er, And you've supped on sweet potatoes and a 'possum frosted ripe, Then glory hallelujah! Git yer Old Cob Pipe! "
103,II.,II. 
104,II.,"When the fire is blazing brightly and the room is snug and warm, And you've left your cares and troubles on the outside with the storm, And your natural leaf is colored with a golden yellow stripe, Then glory hallelujah! Git yer Old Cob Pipe! "
105,III.,III. 
106,III.,"When the old split-bottom rocker is far better than a throne, And the visions of the fancy are the fairest earth has known, And you watch the mystic shapes that the dancing shadows write, Then glory hallelujah! Git yer Old Cob Pipe! "
107,IV.,IV. 
108,IV.,"When your dressing gown and slippers might be envied by a king, And the voices of the children sound as sweet as birds' that sing, And the feelings that possess you are all of heavenly type, Then glory hallelujah! Git yer Old Cob Pipe! "
109,V.,V. 
110,V.,"When the ringlets aromatic have circled round your head, And a drowsiness o'ertakes you, and you want to go to bed, And the bowlful that you're smoking has burned to ashes white, Then glory hallelujah! Quit yer Old Cob Pipe! "
111,TIM BLUSTER'S DREAM.,TIM BLUSTER'S DREAM. 
112,TIM BLUSTER'S DREAM.,"'Twas a place of fifty acres, in a lonely neighborhood, And near a grove of somber pines the shackly farm-house stood; And all the folks, for miles around, did solemnly declare That ghosts and goblins horrible held nightly revel there. "
113,TIM BLUSTER'S DREAM.,"They said the house was ""hanted,"" and that not a man alive, In all the country round about, could own the place and thrive; That the cattle died with fever, and the hogs the cholera took-- And every one that tried it wore a mighty troubled look. "
114,TIM BLUSTER'S DREAM.,"But they put it up at auction, and Tim Bluster bid the most, Who always said ""There want no hants nor any kind of ghost That ever walked a graveyard in the middle of the night Could make _his_ nerves unsteady, or could fill _him_ with affright!"" "
115,TIM BLUSTER'S DREAM.,"So Tim got full possession, and he moved out to his home, And the first night, as he sat there, within his room alone, The door was softly opened, and a cat came walking in, With eyes like balls of fire and a coat as black as sin. "
116,TIM BLUSTER'S DREAM.,"Then squatting on its haunches, it said, in tones polite, ""There seems to be but two of us to stay in here to-night!"" Tim muttered in a trembling voice, as for the door he run, ""Perhaps _you_ think there will be two, but darn me, there's but one!"" "
117,TIM BLUSTER'S DREAM.,"Tim staid away the blessed night, but when the daylight came, It brought him back his courage, and it filled him full of shame; And then he said, unto himself, ""There wasn't any cat Could make him leave that room again--he'd bet his life on that!"" "
118,TIM BLUSTER'S DREAM.,"So when the shades of evening fell, Tim double-barred the door, And took precautions that, perhaps, he hadn't night before, And felt quite sure that nothing now could gain admittance there, And peacefully he dozed and slept, a-sitting in his chair. "
119,TIM BLUSTER'S DREAM.,"Then, all at once, he roused himself, and opening wide his eyes, Beheld a figure standing there that made his hair arise Like quills upon a porcupine, and froze his heart with fear, And headless though it was, it spoke, and said in accents clear, "
120,TIM BLUSTER'S DREAM.,"""There seems to be but two of us to stay in here to-night!"" Tim made a bound, and took with him the sash and every light, And then he jumped a nine-rail fence, and down the road he spun, And said, ""Perhaps _he_ thinks there's two, but darn _me_, there's but one!"" "
121,TIM BLUSTER'S DREAM.,"'Twas seven miles before he stopped and sat down on a log To catch his breath and rest awhile from his nocturnal jog And then he turned his head around, and right before his face The figure stood, and said to him, ""I think we've had a race!"" "
122,TIM BLUSTER'S DREAM.,"Tim tried to speak, and not a word he found to utter then, But as he jumped from off his seat and broke away again, He spluttered out, ""I _know_ we have, but think it's not quite done, For you can bet right now's the time we'll have another one!"" "
123,TIM BLUSTER'S DREAM.,"Away Tim flew--he left the road, and through the woods and fields The pace he set was wonderful, the ghost right at his heels! And that old house is tenantless, and slowly rotting down, Since that dread night Tim had his dream, and moved right back to town! "
124,APPLE BLOSSOMS.,APPLE BLOSSOMS. 
125,I.,I. 
126,I.,"There's the rose and the lily, the daisy and pink, And many rare flowers which others may think Are the fairest and best, the sweetest that blow, With delicious perfume, and colors that glow-- But go to the orchard and sniff the delight Of the incense that's shed by the pink and the white, And let the soul float away in a swoon On the ambient air where the apple trees bloom! "
127,II.,II. 
128,II.,"There's the cowslip, narcissus, and sweet mignonette, The asters, verbenas, the fuschias; and yet, As much as I love them in Summer array, It's the white and the pink I dream of to-day, And I walk 'neath the branches that just interlace And shower their blossoms right down in my face When the breeze that is laden with rarest perfume Is wafted along where the apple trees bloom! "
129,III.,III. 
130,III.,"With glad voices the birds as they flit to and fro Are singing their songs where the pink and the snow Of the orchard, bedecked in its garments so rare, Is diffusing and sending its breath on the air; And the rays of the sun sift through on the grass, And the dew-drops that sparkle no jewels surpass! In Springtime at evening, at morning, at noon, How sweet is the scent of the apple trees' bloom! "
131,IV.,IV. 
132,IV.,"And when Summer is gone, and Autumn has shed It's soft, dreamy haze through the trees overhead, On each spreading branch where blossoms now cling The red and the gold to the fruit it will bring, And stripe with a skill and give it that blush Only Nature can paint with her delicate brush! O when life ebbs away, then make me a tomb Right out in the orchard, where the apple trees bloom! "
133,CHICKAMAUGA.,CHICKAMAUGA. 
134,CHICKAMAUGA.,"To Chattanooga's vale, where flows the winding Tennessee, And rugged Lookout sentinels heroic dust of sixty-three-- Where Chickamauga's gory field re-echoed to the cannon's roar, And shot and shell through serried ranks a bloody pathway tore, And mountain slope and wood and field were lumined with the blaze Of musketry from Blue and Gray in those September days-- They come again, the gallant few, survivors of the fray, Their breasts with hallowed memories filled, but passion passed away! "
135,CHICKAMAUGA.,"The fleeting years have silvered o'er the locks of those who live, And turned to dust the sleeping ones who to their flag did give The last drop of the crimson tide from ghastly wounds poured out Amid the conflict's awful din and wild resounding shout; And yet it seems but yesterday, or like a passing dream, When marshaled on the mountain's side they saw the bayonets gleam, As for a moment from the vale the battle's smoke was lifted, And circling o'er the Blue and Gray in lurid clouds it drifted! "
136,CHICKAMAUGA.,"And now upon the blood-soaked ground once more they stand, Where the unyielding ""Rock of Chickamauga"" held command, And strewed the field with heaps of the assaulting Gray Who dauntless rushed where lines of Blue refused to give the way; And bloody scenes crowd thick and fast upon the memory here To fill the heart with grief and dim the eye with misty tear; And spanning Time's chasm with the imagination's bridge, They hear the thunder of the guns from Missionary Ridge! "
137,CHICKAMAUGA.,"And there the pyramid of balls is reared to tell And mark the hallowed spot where tuneful genius fell; The vagrant winds around it now seem sighing The requiem sad of ""I am dying, Egypt, dying!"" Prophetic words by gallant LYTLE penned-- A laurel wreath with immortelles to blend! A halo hovers round about this gifted son, Whose deathless name with pen and sword was nobly won! "
138,CHICKAMAUGA.,"They come to mark with tokens of their love and pride Each consecrated spot where bleeding heroes fell and died, And gaze with reverence on some gently swelling mound Which hides the dust of comrade in his sleep profound; To picture to the mind--with melancholy pleasure trace The unforgotten outlines of a dear, remembered face, Which passed from loved ones and from life away, A victim on the bloody field of fratricidal fray! "
139,GENERAL JOHN B. GORDON.,GENERAL JOHN B. GORDON. 
140,GENERAL JOHN B. GORDON.,_Facile Princeps._ 
141,I.,I. 
142,I.,"O gifted one of the Sunny South, with lips so eloquent, In whose great heart no malice e'er was found! And now thou art a messenger of Peace, by heaven sent On mission of fraternity, to heal the cankering wound! "
143,II.,II. 
144,II.,In that dread day when fratricidal strife Convulsed with passion--crimsoned with its blood-- No nobler son than thou who staked his life With veterans Gray withstood the overwhelming flood! 
145,III.,III. 
146,III.,No sweeter tribute could be paid by mortal tongue-- No nobler sentiment the human heart could fill-- In grander strains no poet's praises e'er were sung Of private soldier--than thy words that burn and thrill! 
147,IV.,IV. 
148,IV.,"No treasured wrong within thy noble soul Has tainted with its slimy trail of hate-- No broader love of country could embrace the whole, Or bow more gracefully to iron hand of fate! "
149,V.,V. 
150,V.,"Speak on! And scatter broadcast healing seed That shall a harvest of good feeling yield-- And Peace, no less than War, shall lend her meed And crown anew this hero of the bloody field! "
151,UP AND DOWN OLD CLARK'S RUN.,UP AND DOWN OLD CLARK'S RUN. 
152,UP AND DOWN OLD CLARK'S RUN.,"Bright visions of childhood! How dear to the heart Are the scenes which from memory can never depart! Undimmed by the sorrows, the grief and the tears Which have shadowed the pathway of life's later years, They come like the rainbow which follows the storm-- On remembrance reflected with colors as warm-- And in dreams of delight they picture the fun That we had long ago when we fished in Clark's Run! "
153,UP AND DOWN OLD CLARK'S RUN.,"With a can full of worms and a heart full of joy, Up and down the old stream, a bare-footed boy, A truant from school, my footsteps would stray To the deep-shaded pool, or where ripples at play, As they flowed over beds of smooth-polished stones, Sang a lullaby sweet in soft undertones! From the dawn of the day to the set of the sun What pleasures we've had when we fished in Clark's Run! "
154,UP AND DOWN OLD CLARK'S RUN.,"Equipped with a pole, a hook and a line, And stowed in some pocket a long piece of twine On which you could string, if you seined for a week, Every fish that was found up and down the old creek-- With one ""gallus"" to pants that were rolled to the knee, And holes in our hats through which you could see Where the sunbeams had turned the light hair to dun-- We hied us away to the banks of Clark's Run! "
155,UP AND DOWN OLD CLARK'S RUN.,"There we baited the hook and threw out the line, And watched the cork disappear with a rapture divine! And felt just as proud as a prince or a king When we landed high up, with a jerk and a swing, A fish that would measure two inches or more, Then anchored him fast with the string to the shore! But unnumbered now are the silver strands spun With the hair of the head since we fished in Clark's Run! "
156,UP AND DOWN OLD CLARK'S RUN.,"O who can there be with a heart in his breast Would forget the dear scenes which so lovingly rest In the bosom when life has grown old and cold, And feel no delight when such pictures unfold, And would blot out forever from memory's page The records of childhood which solace old age? 'Till time ends for me and with life I have done, I'll dream of the days when we fished in Clark's Run! "
157,ROBERT BURNS.,ROBERT BURNS. 
158,(A PARAPHRASE.),(A PARAPHRASE.) 
159,I.,I. 
160,I.,"Thou lingering Star! No less'ning ray Will e'er bedim thy natal morn, Or usher in the unhallowed day When we forget that thou wert born! O Burns! Thou dear departed shade! Where is thy place of blissful rest? See'st thou again a Highland maid, Who heard the groans that rent thy breast? "
161,II.,II. 
162,II.,"That sacred day can we forget, Can we forget the hallowed spot Where by the winding Ayr was set The sparkling jewel in lowly cot? Eternity will not efface The record dear of time that's past; Thy memory sweet we still embrace, And will as long as life shall last! "
163,III.,III. 
164,III.,"Ayr, congealèd to its pebbled shore, O'erhung with wild woods, shorn of green; The leafless birch and hawthorn hoar Were planted round the wintry scene; No flowers sprang wanton to be pressed-- No birds sang love on every spray-- But brightest yet o'er all the rest Will ever shine thy natal day! "
165,IV.,IV. 
166,IV.,"Still o'er thy songs our rapture wakes, And memory broods with miser care! Time but their music sweeter makes, As streams their channels deeper wear. O Burns! Thou dear departed shade! Where is thy place of blissful rest? See'st thou again a Highland maid, Who heard the groans that rent thy breast? "
167,WISHING--FISHING.,WISHING--FISHING. 
168,I.,I. 
169,I.,"Full well I know that wishing never yet has brought The things that seem to us would satisfy the heart, And that anticipated pleasure, when at last 'tis caught, Has naught but transitory solace to impart; And yet, somehow, I've ever felt and thought A joy there is that never can depart-- (As long as we are capable of feeling--wishing)-- And that's to leave dull care behind, and--go a-fishing! "
170,II.,II. 
171,II.,"Some dream of wealth--of place--of fame-- And fleeting shadows vainly they pursue; And some have sighed to win a deathless name Where fields of carnage corpses thickly strew, And shrieks of agony are heard 'mid smoke and flame; But these are dizzy heights attained by few; So, when Dame Fortune is her favors dishing, I hope that I'll get mine in ample time to--go a-fishing! "
172,III.,III. 
173,III.,"Oh, was there ever any sweeter dream, Or music with a tone that's more entrancing, Than just to wander where some mountain stream Is o'er the rocks and polished pebbles dancing? And nothing short of heaven itself, I ween, Is like the moment when, his scales all glancing, You see the happy consummation of your wishing, And catch the very fish for which you have been fishing! "
174,POE.,POE. 
175,I.,I. 
176,I.,"Oh, melancholy child of want and woe! A brilliant meteor in an ebon sky! Thy soul's weird music all did flow From heart-strings touched by destiny! "
177,II.,II. 
178,II.,"The Raven, perched above thy chamber door, Responsive croaked with a prophetic word-- For in the realm of song may ""Nevermore"" Such strains as thine by mortal ear be heard! "
179,III.,III. 
180,III.,"Where now doth that proud spirit dwell, Whose earthly days were clouded o'er with gloom? In regions with the sweet-voiced ""Israfel,"" Where never-fading flowerets bloom? "
181,IV.,IV. 
182,IV.,"Dost rest within some ""distant Aidenn, Beyond the Night's Plutonian shore? And clasp again a sainted maiden Whom the angels name Lenore?"" "
183,V.,V. 
184,V.,"Yes, ""echo through the corridors of Time"" Will have a tone that ages yet will know, And blend with all that's beautiful--sublime-- The deathless name of Edgar Allan Poe! "
185,"A BARREN ""IDEALTY.""","A BARREN ""IDEALTY."" "
186,"A BARREN ""IDEALTY.""","This song that I sing-- It is not of a spring, Nor yet of a silvery stream-- But of a vision bright Which came last night In the garb of a blissful dream-- When I thought, as I lay, It was Thanksgiving Day, And I was invited to dine Where a table stood On which everything good Spread a feast that was almost divine! "
