,Poem Title,Stanza
0,,"Produced by Larry B. Harrison, Nahum Maso i Carcases and the Online Distributed Proofreading Team at http://www.pgdp.net (This file was produced from images generously made available by The Internet Archive) "
1,,Transcriber's Notes: 
2,,Obvious punctuation errors and misprints have been corrected. 
3,,The blank pages of the printed original have been deleted in the e-text version. 
4,,"Text in italics and boldface is indicated between _underscores_ and =double hyphens=, respectively. "
5,,Text in small capitals has been replaced by regular uppercase text. 
6,,"A large curly bracket present in the poem ""Mount Horeb"" of the printed original is indicated with three small curly brackets in the e-text version. "
7,,*       *       *       *       * 
8,POEMS.,POEMS. 
9,POEMS.,POEMS. 
10,BY,BY 
11,WILLIAM ANDERSON.,WILLIAM ANDERSON. 
12,WILLIAM ANDERSON.,Now First Collected. 
13,"J. MENZIES, 61, PRINCES STREET.","EDINBURGH: J. MENZIES, 61, PRINCES STREET. 1845. "
14,EDINBURGH:,EDINBURGH: 
15,"AW. MURRAY, PRINTER, MILNE SQUARE.","AW. MURRAY, PRINTER, MILNE SQUARE. "
16,TO,TO 
17,"HENRY EDWARDS, D.D., PH.D.,","HENRY EDWARDS, D.D., PH.D., "
18,AUTHOR OF,AUTHOR OF 
19,"HUMILITY,"" AND SEVERAL OTHER WORKS OF MERIT.","""PIETY AND INTELLECT RELATIVELY ESTIMATED,"" ""CHRISTIAN HUMILITY,"" AND SEVERAL OTHER WORKS OF MERIT. "
20,THIS VOLUME,THIS VOLUME 
21,IS RESPECTFULLY INSCRIBED,IS RESPECTFULLY INSCRIBED 
22,BY,BY 
23,"HIS SINCERE FRIEND,","HIS SINCERE FRIEND, "
24,THE AUTHOR.,THE AUTHOR. 
25,CONTENTS.,CONTENTS. 
26,LANDSCAPE LYRICS.,LANDSCAPE LYRICS. 
27,LANDSCAPE LYRICS.,"I. Sunrise,                                         7 "
28,LANDSCAPE LYRICS.,"II. Morning farther advanced,                      10 "
29,LANDSCAPE LYRICS.,"III. Noonday,                                      13 "
30,LANDSCAPE LYRICS.,"IV. The Sunbeam,                                   16 "
31,LANDSCAPE LYRICS.,"V. To a Wild Flower,                               19 "
32,LANDSCAPE LYRICS.,"VI. Summer,                                        22 "
33,LANDSCAPE LYRICS.,"VII. Midsummer,                                    25 "
34,LANDSCAPE LYRICS.,"VIII. The Sunshine of Poetry,                      28 "
35,LANDSCAPE LYRICS.,"IX. Autumn, in its First Aspect,                   31 "
36,LANDSCAPE LYRICS.,"X. Autumn, in its Second Aspect,                   34 "
37,LANDSCAPE LYRICS.,"XI. Sunset,                                        37 "
38,LANDSCAPE LYRICS.,"XII. Twilight,                                     40 "
39,LANDSCAPE LYRICS.,"XIII. Moonlight on Land,                           43 "
40,LANDSCAPE LYRICS.,"XIV. Moonlight at Sea,                             46 "
41,LANDSCAPE LYRICS.,"XV. Home Scenes,                                   49 "
42,POETICAL ASPIRATIONS.,POETICAL ASPIRATIONS. 
43,POETICAL ASPIRATIONS.,"The Alpine Horn,                                   55 "
44,POETICAL ASPIRATIONS.,"Reflections on Death,                              58 "
45,POETICAL ASPIRATIONS.,"Through the Wood.--Modern Ballad,                  62 "
46,POETICAL ASPIRATIONS.,"Song of the Exile,                                 64 "
47,POETICAL ASPIRATIONS.,"To Fame,                                           66 "
48,POETICAL ASPIRATIONS.,"To a Bee,                                          68 "
49,POETICAL ASPIRATIONS.,"The Storm,                                         71 "
50,POETICAL ASPIRATIONS.,"""Lazarus, Come Forth,""                             73 "
51,POETICAL ASPIRATIONS.,"Sonnet. On the Approach of Summer,                 74 "
52,POETICAL ASPIRATIONS.,"Beauty,                                            75 "
53,POETICAL ASPIRATIONS.,"To M. J. R.,                                       76 "
54,POETICAL ASPIRATIONS.,"Sonnet. A Contrast,                                77 "
55,POETICAL ASPIRATIONS.,"Sonnet. Roslin,                                    78 "
56,POETICAL ASPIRATIONS.,"On the Birth of a Niece,                           79 "
57,POETICAL ASPIRATIONS.,"On her death,                                      80 "
58,POETICAL ASPIRATIONS.,"Sonnet. To Happiness,                              81 "
59,POETICAL ASPIRATIONS.,"Thoughts,                                          82 "
60,POETICAL ASPIRATIONS.,"Loch Awe,                                          85 "
61,POETICAL ASPIRATIONS.,"The Wolf,                                          87 "
62,POETICAL ASPIRATIONS.,"The April Cloud,                                   94 "
63,POETICAL ASPIRATIONS.,"Spring,                                            95 "
64,POETICAL ASPIRATIONS.,"Poesy,                                             97 "
65,POETICAL ASPIRATIONS.,"Sonnet. To a Friend of the Author,                100 "
66,POETICAL ASPIRATIONS.,"The Gipsy's Lullaby,                              101 "
67,POETICAL ASPIRATIONS.,"Woodland Song,                                    102 "
68,POETICAL ASPIRATIONS.,"Sonnet. The Ocean,                                104 "
69,POETICAL ASPIRATIONS.,"Mount Horeb,                                      105 "
70,POETICAL ASPIRATIONS.,"Written beneath an Elm,                           111 "
71,POETICAL ASPIRATIONS.,"The Wells o' Weary,                               115 "
72,POETICAL ASPIRATIONS.,"Dryburgh Abbey,                                   116 "
73,POEMS HERE FIRST COLLECTED.,POEMS HERE FIRST COLLECTED. 
74,POEMS HERE FIRST COLLECTED.,"Grace,                                            119 "
75,POEMS HERE FIRST COLLECTED.,"Matin,                                            121 "
76,POEMS HERE FIRST COLLECTED.,"Immortality,                                      122 "
77,POEMS HERE FIRST COLLECTED.,"Lines. On the Death of John Sinclair, Esq., Edinburgh,                                        125 "
78,POEMS HERE FIRST COLLECTED.,"Weep not for the Dead,                            127 "
79,POEMS HERE FIRST COLLECTED.,"Idols,                                            129 "
80,POEMS HERE FIRST COLLECTED.,"Truth,                                            132 "
81,POEMS HERE FIRST COLLECTED.,"Sabbath Morn,                                     133 "
82,POEMS HERE FIRST COLLECTED.,"Sabbath Eve,                                      134 "
83,POEMS HERE FIRST COLLECTED.,"Dreams of the Living,                             135 "
84,POEMS HERE FIRST COLLECTED.,"Lines,                                            139 "
85,POEMS HERE FIRST COLLECTED.,"Sonnets Written on Viewing Danby's Picture of the Deluge,                                    140 "
86,POEMS HERE FIRST COLLECTED.,"Thought,                                          142 "
87,POEMS HERE FIRST COLLECTED.,"Lines Written on the Attempted Assassination of the Queen, July 1840,                          143 "
88,POEMS HERE FIRST COLLECTED.,"Song.--""I'm Naebody Noo,""                         147 "
89,POEMS HERE FIRST COLLECTED.,"Song. ""There's Plenty Come to Woo me,""            149 "
90,POEMS HERE FIRST COLLECTED.,"The Stout Old British Ship,                       151 "
91,POEMS HERE FIRST COLLECTED.,"Lines on the Infant Son and Daughter of Hon. Col. Montague,                                    154 "
92,POEMS HERE FIRST COLLECTED.,"The Martyrs,                                      156 "
93,POEMS HERE FIRST COLLECTED.,"Caledonia, My Country,                            158 "
94,POEMS HERE FIRST COLLECTED.,"Song. ""I Canna Sleep,""                            160 "
95,POEMS HERE FIRST COLLECTED.,"Song. ""Yonder Sunny Brae,""                        162 "
96,PRINTED.,"THE EAGLE'S NEST, AND OTHER POEMS, HERE FIRST PRINTED. "
97,PRINTED.,"The Eagle's Nest,                                 167 "
98,PRINTED.,"The Advent of Truth,                              179 "
99,PRINTED.,"Lines Suggested by a Walk in a Garden,            182 "
100,PRINTED.,"Sonnet. Sunshine,                                 187 "
101,PRINTED.,"Song. ""At E'ening when the Kye war in,""           188 "
102,PRINTED.,"Stanzas on a Bust of Marshal Ney,                 191 "
103,PRINTED.,"Winter,                                           194 "
104,PRINTED.,"Human Conduct,                                    197 "
105,PRINTED.,"Courtship Lines,                                  210 "
106,PRINTED.,"Love-Weakness,                                    211 "
107,PRINTED.,"Lines to the Rev. Henry Dudley Ryder, on reading his ""Angelicon,""                          213 "
108,PRINTED.,"The Poet,                                         216 "
109,PRINTED.,"Light and Shadow,                                 223 "
110,PRINTED.,"The Early Dead,                                   226 "
111,PRINTED.,"A Dirge,                                          229 "
112,PRINTED.,"A Benediction,                                    231 "
113,PRINTED.,"Health,                                           233 "
114,PRINTED.,"The Game of Life,                                 235 "
115,PRINTED.,"Consumption,                                      237 "
116,PRINTED.,"Change,                                           238 "
117,PRINTED.,"Virtue,                                           241 "
118,PRINTED.,"Vain Hopes,                                       243 "
119,PRINTED.,"The Valley of Life,                               245 "
120,PRINTED.,"After Thought,                                    251 "
121,"NOTES,                                              255","NOTES,                                              255 "
122,LANDSCAPE LYRICS.,LANDSCAPE LYRICS. 
123,(SECOND EDITION.),(SECOND EDITION.) 
124,TO,TO 
125,"THE REV. HENRY DUDLEY RYDER,","THE REV. HENRY DUDLEY RYDER, "
126,"CANON RESIDENTIARY OF LICHFIELD CATHEDRAL,","CANON RESIDENTIARY OF LICHFIELD CATHEDRAL, "
127,"THIS VOLUME OF LANDSCAPE LYRICS,","THIS VOLUME OF LANDSCAPE LYRICS, "
128,AS,AS 
129,"A MARK OF RESPECT FOR HIS VIRTUES,","A MARK OF RESPECT FOR HIS VIRTUES, "
130,"OF ADMIRATION OF HIS GENIUS,","OF ADMIRATION OF HIS GENIUS, "
131,"AND IN REMEMBRANCE OF THE PLEASANT HOURS PASSED IN HIS SOCIETY,","AND IN REMEMBRANCE OF THE PLEASANT HOURS PASSED IN HIS SOCIETY, "
132,"IS INSCRIBED,","IS INSCRIBED, "
133,"BY HIS FRIEND,","BY HIS FRIEND, "
134,THE AUTHOR.,THE AUTHOR. 
135,PREFACE,PREFACE 
136,TO THE,TO THE 
