,Poem Title,line
0,,
1,,
2,,
3,,
4,,Produced by Henry Flower and the Online Distributed
5,,Proofreading Team at http://www.pgdp.net (This file was
6,,produced from images generously made available by The
7,,Internet Archive/Canadian Libraries)
8,,
9,,
10,,
11,,
12,,
13,,
14,,
15,,
16,,
17,,Transcriber's Note
18,,
19,,
20,,Non-italic phrases within italic text blocks are marked with ~swung
21,,dashes~.
22,,
23,,
24,,
25,,
26,STUDIES ON HOMER,STUDIES ON HOMER
27,AND,AND
28,THE HOMERIC AGE.,THE HOMERIC AGE.
29,THE HOMERIC AGE.,
30,BY THE,BY THE
31,"RIGHT HON. W. E. GLADSTONE, D.C.L.","RIGHT HON. W. E. GLADSTONE, D.C.L."
32,M. P. FOR THE UNIVERSITY OF OXFORD.,M. P. FOR THE UNIVERSITY OF OXFORD.
33,M. P. FOR THE UNIVERSITY OF OXFORD.,
34,IN THREE VOLUMES.,IN THREE VOLUMES.
35,IN THREE VOLUMES.,
36,VOL. I.,VOL. I.
37,VOL. I.,
38,VOL. I.,Plenius ac melius Chrysippo et Crantore.--HORACE.
39,VOL. I.,
40,OXFORD:,OXFORD:
41,AT THE UNIVERSITY PRESS.,AT THE UNIVERSITY PRESS.
42,M.DCCC.LVIII.,M.DCCC.LVIII.
43,M.DCCC.LVIII.,
44,M.DCCC.LVIII.,[_The right of Translation is reserved._]
45,M.DCCC.LVIII.,
46,M.DCCC.LVIII.,
47,M.DCCC.LVIII.,
48,M.DCCC.LVIII.,
49,STUDIES ON HOMER,STUDIES ON HOMER
50,AND,AND
51,THE HOMERIC AGE.,THE HOMERIC AGE.
52,THE HOMERIC AGE.,
53,I. PROLEGOMENA.,I. PROLEGOMENA.
54,I. PROLEGOMENA.,
55,II. ACHÆIS:,II. ACHÆIS:
56,II. ACHÆIS:,
57,"OR,","OR,"
58,THE ETHNOLOGY OF THE GREEK RACES.,THE ETHNOLOGY OF THE GREEK RACES.
59,THE ETHNOLOGY OF THE GREEK RACES.,
60,BY THE,BY THE
61,"RIGHT HON. W. E. GLADSTONE, D.C.L.","RIGHT HON. W. E. GLADSTONE, D.C.L."
62,M. P. FOR THE UNIVERSITY OF OXFORD,M. P. FOR THE UNIVERSITY OF OXFORD
63,M. P. FOR THE UNIVERSITY OF OXFORD,
64,M. P. FOR THE UNIVERSITY OF OXFORD,Plenius ac melius Chrysippo et Crantore.--HORACE.
65,M. P. FOR THE UNIVERSITY OF OXFORD,
66,OXFORD:,OXFORD:
67,AT THE UNIVERSITY PRESS.,AT THE UNIVERSITY PRESS.
68,M.DCCC.LVIII.,M.DCCC.LVIII.
69,M.DCCC.LVIII.,
70,M.DCCC.LVIII.,
71,M.DCCC.LVIII.,
72,M.DCCC.LVIII.,
73,THE CONTENTS.,THE CONTENTS.
74,THE CONTENTS.,
75,THE CONTENTS.,
